"AttributeId","Action","ActionParams","AttArray","Condition","ReplaceSkill"
"11290393","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,16,0,-1,0,4,18,0,-1,0,4,20,0,-1,0,4,22,0,-1,0)","",""
"11290394","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,16,0,-1,0,4,18,0,-1,0,4,20,0,-1,0,4,22,0,-1,0)","",""
"11290395","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,16,0,-1,0,4,18,0,-1,0,4,20,0,-1,0,4,22,0,-1,0)","",""
"11290396","modusebuff","(0,100,0,10150050,0,0,0,0,0,0)","","",""
"11290397","modusebuff","(0,100,0,10150051,0,0,0,0,0,0)","","",""
"11290398","moduseskill","(0,100,13302196,0,0,0,0,0,0,0)","","",""
"11290399","modusebuff","(0,100,0,10290400,0,0,0,0,0,0)","","",""
"11290400","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,1,0,4,6,0,1,0)","",""
"11290401","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,23,1,0,0)","",""
"11290402","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,43,0,1,0)","",""
"11290403","modusebuff","(0,100,0,10010056,0,0,0,0,0,0)","","",""
"11290404","moduseskill","(0,100,13302019,0,0,0,0,0,0,0)","","",""
"11290405","moduseskill","(0,100,13302020,0,0,0,0,0,0,0)","","",""
"11290406","modusebuff","(0,100,0,10380003,0,0,0,0,0,0)","","",""
"11290407","moduseskill","(0,100,13302021,0,0,0,0,0,0,0)","","",""
"11290408","modusebuff","(0,100,0,10290408,0,0,0,0,0,0)","","",""
"11290409","modusebuff","(0,100,0,10120011,0,0,0,0,0,0)","","",""
"11290410","modhp","(0,100,0,0,0,1,0,0,10020487,0)","","",""
"11290411","modusebuff","(0,100,0,10020488,0,0,0,0,0,0)","","",""
"11290412","modusebuff","(0,100,0,10020489,0,0,0,0,0,0)","","",""
"11290413","modusebuff","(0,100,0,10020490,0,0,0,0,0,0)","","",""
"11290414","modusebuff","(0,100,0,10020495,0,0,0,0,0,0)","","",""
"11290415","modusebuff","(0,100,0,10020496,0,0,0,0,0,0)","","",""
"11290416","modusebuff","(0,100,0,10020497,0,0,0,0,0,0)","","",""
"11290417","modusebuff","(0,100,0,10020498,0,0,0,0,0,0)","","",""
"11290418","modusebuff","(0,100,0,10020499,0,0,0,0,0,0)","","",""
"11290419","modusebuff","(0,100,0,10020500,0,0,0,0,0,0)","","",""
"11290420","modusebuff","(0,100,0,10020501,0,0,0,0,0,0)","","",""
"11290421","modusebuff","(0,100,0,10020502,0,0,0,0,0,0)","","",""
"11290422","modusebuff","(0,100,0,10020503,0,0,0,0,0,0)","","",""
"11290423","moduseskill","(0,100,13302197,0,0,0,0,0,0,0)","","",""
"11290424","modusebuff","(0,100,0,10020505,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290425","modusebuff","(0,100,1,10290422,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290426","modusebuff","(0,100,1,10290423,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290427","modusebuff","(0,100,1,10290424,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290428","moduseskill","(0,100,13302198,0,0,0,0,0,0,0)","","",""
"11290429","moduseskill","(0,100,13302199,0,0,0,0,0,0,0)","","",""
"11290430","moduseskill","(0,100,13302200,0,0,0,0,0,0,0)","","",""
"11290431","modusebuff","(0,100,0,10040017,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290432","modusebuff","(0,100,0,10040033,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290433","modusebuff","(0,100,0,10040048,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290434","modusebuff","(0,100,0,10290428,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290435","modusebuff","(0,100,0,10290429,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290436","modusebuff","(0,100,0,10290430,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290437","modusebuff","(0,100,1,10290428,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290438","modusebuff","(0,100,1,10290429,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290439","modusebuff","(0,100,1,10290430,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290440","modusebuff","(0,100,0,10290422,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290441","modusebuff","(0,100,0,10290423,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290442","modusebuff","(0,100,0,10290424,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290443","modusebuff","(0,100,0,10020506,0,0,0,0,0,0)","","0",""
"11290444","modusebuff","(0,100,0,10020507,0,0,0,0,0,0)","","",""
"11290445","moduseskill","(0,100,13302201,0,0,0,0,0,0,0)","","",""
"11290446","modcallnpc","(0,100,76980172,0,0,0,0,0,0,0,100,100,0,0,1,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290447","modusebuff","(0,100,0,10150053,0,0,0,0,0,0)","","",""
"11290448","moduseskill","(0,100,13302203,0,0,0,0,0,0,0)","","",""
"11290449","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.5,0,1)","",""
"11290450","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,33,100,0,1,4,34,100,0,1,4,32,100,0,1)","",""
"11290451","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,29,1,0,0)","",""
"11290452","moduseskill","(0,100,13302202,0,0,0,0,0,0,0)","","",""
"11290453","modusebuff","(0,100,0,10290446,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290454","modusebuff","(0,100,0,10290447,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290455","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.2,0,4,6,0,-0.2,0,4,9,0,-0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11290456","modgameatt","(0,100,14,50,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11290457","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,1,0,4,6,0,1,0,4,13,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11290458","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,32,50,0,0,4,33,50,0,0,4,34,50,0,0,4,35,50,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11290461","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","",""
"11290462","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.2,0)","",""
"11290463","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.3,0)","",""
"11290464","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.4,0)","",""
"11290465","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.5,0)","",""
"11290471","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.1,0,0)","",""
"11290472","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.2,0,0)","",""
"11290473","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.3,0,0)","",""
"11290474","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.4,0,0)","",""
"11290475","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.5,0,0)","",""
"11290481","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.1,0)","",""
"11290482","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.2,0)","",""
"11290483","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.3,0)","",""
"11290484","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.4,0)","",""
"11290485","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.5,0)","",""
"11290491","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.1,0,0)","",""
"11290492","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.2,0,0)","",""
"11290493","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.3,0,0)","",""
"11290494","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.4,0,0)","",""
"11290495","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.5,0,0)","",""
"11290496","modhp","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11310001","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,39,-0.3,0,1,4,40,-0.4,0,1,4,42,0.3,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11310002","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,39,-0.4,0,1,4,40,-0.6,0,1,4,42,0.4,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11310003","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,39,-0.6,0,1,4,40,-0.9,0,1,4,42,0.6,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11310004","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,39,-0.8,0,1,4,40,-1.2,0,1,4,42,0.8,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320001","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.05,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320002","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,23,0.3,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320003","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320004","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,1.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320005","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320006","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,45,2.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320007","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320008","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11320009","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11330001","modaddtime","(0,100,10040008,500,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330002","modaddtime","(0,100,10040008,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330003","modaddtime","(0,100,10040008,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330004","modaddtime","(0,100,10040008,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330005","modaddtime","(0,100,10040006,500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330006","modaddtime","(0,100,10040006,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330007","modaddtime","(0,100,10040006,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330008","modaddtime","(0,100,10040006,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330009","modaddtime","(0,100,10100005,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330010","modaddtime","(0,100,10100005,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330011","modaddtime","(0,100,10100005,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330012","modaddtime","(0,100,10130106,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330013","modaddtime","(0,100,10130106,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11330014","modaddtime","(0,100,10130106,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340001","modskillcd","(0,100,24001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340002","modskillallcd","(0,100,2,1,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340003","modskillcd","(0,100,21001,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340004","modskillcd","(0,100,21001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340005","modskillcd","(0,100,21001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340006","modskillcd","(0,100,18001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340007","modskillcd","(0,100,18001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340008","modskillcd","(0,100,18001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340009","modskillcd","(0,100,13001,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340010","modskillcd","(0,100,13001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340011","modskillcd","(0,100,13001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340012","modskillcd","(0,100,31001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340013","modskillcd","(0,100,31001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340014","modskillcd","(0,100,31001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340015","modskillcd","(0,100,32001,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340016","modskillcd","(0,100,32001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340017","modskillcd","(0,100,32001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340018","modskillcd","(0,100,33001,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340019","modskillcd","(0,100,33001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340020","modskillcd","(0,100,33001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340021","modskillcd","(0,100,24001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340022","modskillcd","(0,100,24001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340023","modskillcd","(0,100,48001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340024","modskillcd","(0,100,48001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340025","modskillcd","(0,100,48001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340026","modskillcd","(0,100,48041,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340027","modskillcd","(0,100,48041,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340028","modskillcd","(0,100,48041,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340029","modskillcd","(0,100,48051,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340030","modskillcd","(0,100,48051,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340031","modskillcd","(0,100,48051,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340032","modskillcd","(0,100,29161,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340033","modskillcd","(0,100,29161,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340034","modskillcd","(0,100,29161,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340035","modskillcd","(0,100,29141,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340036","modskillcd","(0,100,29141,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340037","modskillcd","(0,100,29141,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340038","modskillcd","(0,100,29141,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340039","modskillcd","(0,100,24001,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340040","modskillcd","(0,100,24001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340041","modskillcd","(0,100,24001,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340042","modskillcd","(0,100,24001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340043","modskillcd","(0,100,18131,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340044","modskillcd","(0,100,18131,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340045","modskillcd","(0,100,18131,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340046","modskillcd","(0,100,18091,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340047","modskillcd","(0,100,18091,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340048","modskillcd","(0,100,18091,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340049","modskillcd","(0,100,18071,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340050","modskillcd","(0,100,18071,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340051","modskillcd","(0,100,18071,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340052","modskillcd","(0,100,18071,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340053","modskillcd","(0,100,38061,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340054","modskillcd","(0,100,38061,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340055","modskillcd","(0,100,38061,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340056","modskillcd","(0,100,38071,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340057","modskillcd","(0,100,38071,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340058","modskillcd","(0,100,38071,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340059","modskillcd","(0,100,38081,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340060","modskillcd","(0,100,38081,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340061","modskillcd","(0,100,38081,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340062","modskillcd","(0,100,38081,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340063","modskillcd","(0,100,31001,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340064","modskillcd","(0,100,31001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340065","modskillcd","(0,100,31001,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340066","modskillcd","(0,100,31001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340067","modskillcd","(0,100,48061,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340068","modskillcd","(0,100,48061,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340069","modskillcd","(0,100,48061,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340070","modskillcd","(0,100,48061,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340071","modskillcd","(0,100,42001,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340072","modskillcd","(0,100,42001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340073","modskillcd","(0,100,42001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340074","modskillcd","(0,100,43001,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340075","modskillcd","(0,100,43001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340076","modskillcd","(0,100,43001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340077","modskillcd","(0,100,18021,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340078","modskillcd","(0,100,18021,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340079","modskillcd","(0,100,18021,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340080","modskillcd","(0,100,32001,600,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340081","modskillcd","(0,100,32001,4000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340082","modskillcd","(0,100,32001,6000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340083","modskillcd","(0,100,41001,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340084","modskillcd","(0,100,41001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340085","modskillcd","(0,100,41001,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340086","modskillcd","(0,100,41001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340087","modskillcd","(0,100,48011,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340088","modskillcd","(0,100,48011,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340089","modskillcd","(0,100,48011,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340090","modskillcd","(0,100,29001,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340091","modskillcd","(0,100,29001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340092","modskillcd","(0,100,29001,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340093","modskillcd","(0,100,29001,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340094","modskillcd","(0,100,29001,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340095","modskillcd","(0,100,29001,3000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340096","modskillcd","(0,100,29111,200,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340097","modskillcd","(0,100,29111,1000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340098","modskillcd","(0,100,29111,1500,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340099","modskillcd","(0,100,29111,2000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11340100","modskillcd","(0,100,48111,300,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11350001","modsuckblood","(0,100,1,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11350002","modsuckblood","(0,100,20,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11350003","modsuckblood","(0,100,30,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11350004","modsuckblood","(0,100,50,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11350005","modsuckblood","(0,100,20,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11350006","modsuckblood","(0,100,35,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11350007","modsuckblood","(0,100,50,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11360001","modsprint","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11370001","modskilldamageratio","(0,100,20001,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370002","modskilldamageratio","(0,100,20002,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370003","modskilldamageratio","(0,100,20003,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370004","modskilldamageratio","(0,100,30001,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370005","modskilldamageratio","(0,100,30002,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370006","modskilldamageratio","(0,100,30003,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370007","modskilldamageratio","(0,100,10001,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370008","modskilldamageratio","(0,100,10002,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370009","modskilldamageratio","(0,100,10003,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370010","modskilldamageratio","(0,100,40001,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370011","modskilldamageratio","(0,100,40002,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370012","modskilldamageratio","(0,100,40003,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370013","modskilldamageratio","(0,100,29121,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370014","modskilldamageratio","(0,100,29111,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370015","modskilldamageratio","(0,100,21001,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370016","modskilldamageratio","(0,100,29151,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11370017","modskilldamageratio","(0,100,32001,3,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
