"AttributeId","MiniMapShowNpcId","NpcId","BornX","BornY","BornZ","BornYaw","BornPitch","BornRoll","BornTime","PlotTips","FirstPlotTips"
"80210001","(73011001,73011005)","'(76411001,76411001,76411001,76411001,76411001,76411001,0)","'(22951,21632,21589,22622,23888,23906,0)","'(35348,34796,33377,32715,33263,34682,0)","'(263,263,263,263,263,263,0)","'(-90,-30,30,80,150,-160,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80210002","(73011002,73011005)","'(76411002,76411002,76411002,76411002,76411002,76411002,0)","'(26892,26909,27499,28551,28573,27882,0)","'(31055,30281,29905,30418,31217,31621,0)","'(235,235,235,235,235,235,0)","'(-10,30,70,160,-150,-100,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80210003","(73011003,73011005)","'(76411003,76411003,76411003,0)","'(28404,28621,26952,0)","'(25726,24302,24702,0)","'(255,255,255,0)","'(-119,140,10,0)","'(0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0)","",""
"80210004","(73011004,73011005)","'(76411004,76411002,76411002,76411002,0)","'(16423,23560,22321,21132,0)","'(22862,24082,23848,23625,0)","'(817,253,253,253,0)","'(10,10,10,10,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(9,0,0,0,0)","",""
"80220001","(73011101,73011104)","'(76412001,76412001,76412001,76412001,76412002,76412002,0)","'(5441,5448,3353,3356,1266,1273,0)","'(7753,4497,8784,3470,7763,4495,0)","'(1501,1501,1501,1501,1560,1560,0)","'(-70,70,-90,90,-40,40,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","",""
"80220002","(73011102,73011104)","'(76412001,76412001,76412001,76412001,76412002,76412002,0)","'(5441,5448,3353,3356,1266,1273,0)","'(7753,4497,8784,3470,7763,4495,0)","'(1501,1501,1501,1501,1560,1560,0)","'(-70,70,-90,90,-40,40,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","",""
"80220003","(73011103,73011104)","'(76412003,0)","'(3320,0)","'(6140,0)","'(1639,0)","'(0,0)","'(0,0)","'(0,0)","'(14,0)","",""
"80230001","'(73010305)","'(76413001,76413001,76413001,76413001,76413002,76413001,76413001,76413002,76413002,76413002,76413002,76413003,76413002,76413002,76413004,76413003,76413003,76413003,76413003,76413003,76413003,76413004,76413004,76413004,76413004,76413005,76413004,76413001,76413001,76413001,76413002,76413002,76413003,76413003,76413004,76413004,76413004,76413001,76413002,76413003,0)","'(3545,5826,3068,6112,9168,9362,3242,3186,3851,6291,7739,8854,4044,2657,4515,7647,11105,10499,4739,3712,4652,6690,9855,7409,4626,2543,4536,8965,10927,5392,5202,5779,9251,9628,10589,10659,11529,9022,11608,9778,0)","'(5581,5322,9457,10380,11679,9053,4093,12922,10288,11732,11861,10258,4682,11814,13046,13573,10761,11733,5806,11707,11181,12765,10611,10221,3664,10593,9279,12911,9172,4310,12096,3016,3503,4617,3631,5311,4246,5474,5888,6107,0)","'(171,171,164,164,164,164,171,164,164,164,164,164,171,164,164,164,164,164,171,164,164,164,164,171,170,164,164,164,164,171,164,176,170,170,170,170,170,178,178,170,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90090988)",""
"80240001","(73011801)","'(76013800,0)","'(7322,0)","'(7330,0)","'(300,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240002","(73011801)","'(76013801,0)","'(7322,0)","'(7330,0)","'(300,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240003","(73011801)","'(76013802,0)","'(7322,0)","'(7330,0)","'(470,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240004","(73011801)","'(76013803,0)","'(7322,0)","'(7330,0)","'(310,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240005","(73011801)","'(76013804,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240006","(73011801)","'(76013805,0)","'(7322,0)","'(7330,0)","'(330,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240007","(73011801)","'(76013806,0)","'(7322,0)","'(7330,0)","'(365,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240008","(73011801)","'(76013807,0)","'(7322,0)","'(7330,0)","'(330,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240009","(73011801)","'(76013808,0)","'(7322,0)","'(7330,0)","'(300,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240010","(73011801)","'(76013809,0)","'(7322,0)","'(7330,0)","'(300,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240011","(73011801)","'(76013810,0)","'(7322,0)","'(7330,0)","'(470,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240012","(73011801)","'(76013811,0)","'(7322,0)","'(7330,0)","'(310,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240013","(73011801)","'(76013812,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240014","(73011801)","'(76013813,0)","'(7322,0)","'(7330,0)","'(330,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240015","(73011801)","'(76013814,0)","'(7322,0)","'(7330,0)","'(365,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240016","(73011801)","'(76013815,0)","'(7322,0)","'(7330,0)","'(330,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240017","(73011801)","'(76013816,0)","'(7322,0)","'(7330,0)","'(300,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240018","(73011801)","'(76013817,0)","'(7322,0)","'(7330,0)","'(300,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240019","(73011801)","'(76013818,0)","'(7322,0)","'(7330,0)","'(470,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240020","(73011801)","'(76013819,0)","'(7322,0)","'(7330,0)","'(310,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240998","(73011801)","'(76013897,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80240999","(73011801)","'(76013898,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241000","(73011801)","'(76013899,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241001","(73011801)","'(76013900,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241002","(73011801)","'(76013901,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241003","(73011801)","'(76013902,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241004","(73011801)","'(76013903,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241005","(73011801)","'(76013904,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241006","(73011801)","'(76013905,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241007","(73011801)","'(76013906,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241008","(73011801)","'(76013907,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241009","(73011801)","'(76013908,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241010","(73011801)","'(76013909,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241011","(73011801)","'(76013910,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241012","(73011801)","'(76013911,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241013","(73011801)","'(76013912,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241014","(73011801)","'(76013913,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241015","(73011801)","'(76013914,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241016","(73011801)","'(76013915,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241017","(73011801)","'(76013916,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241018","(73011801)","'(76013917,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241019","(73011801)","'(76013918,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241020","(73011801)","'(76013919,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241021","(73011801)","'(76013920,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241022","(73011801)","'(76013921,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241023","(73011801)","'(76013922,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241024","(73011801)","'(76013923,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241025","(73011801)","'(76013924,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241026","(73011801)","'(76013925,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241027","(73011801)","'(76013926,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241028","(73011801)","'(76013927,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241029","(73011801)","'(76013928,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241030","(73011801)","'(76013929,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241031","(73011801)","'(76013930,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241032","(73011801)","'(76013931,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241033","(73011801)","'(76013932,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241034","(73011801)","'(76013933,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241035","(73011801)","'(76013934,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241036","(73011801)","'(76013935,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241037","(73011801)","'(76013936,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241038","(73011801)","'(76013937,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241039","(73011801)","'(76013938,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241040","(73011801)","'(76013939,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241041","(73011801)","'(76013940,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241042","(73011801)","'(76013941,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241043","(73011801)","'(76013942,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241044","(73011801)","'(76013943,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241045","(73011801)","'(76013944,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241046","(73011801)","'(76013945,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241047","(73011801)","'(76013946,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241048","(73011801)","'(76013947,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241049","(73011801)","'(76013948,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241050","(73011801)","'(76013949,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241051","(73011801)","'(76013950,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241052","(73011801)","'(76013951,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241053","(73011801)","'(76013952,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241054","(73011801)","'(76013953,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241055","(73011801)","'(76013954,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241056","(73011801)","'(76013955,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241057","(73011801)","'(76013956,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241058","(73011801)","'(76013957,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241059","(73011801)","'(76013958,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241060","(73011801)","'(76013959,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241061","(73011801)","'(76013960,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241062","(73011801)","'(76013961,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241063","(73011801)","'(76013962,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241064","(73011801)","'(76013963,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241065","(73011801)","'(76013964,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241066","(73011801)","'(76013965,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241067","(73011801)","'(76013966,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241068","(73011801)","'(76013967,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241069","(73011801)","'(76013968,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80241070","(73011801)","'(76013969,0)","'(7322,0)","'(7330,0)","'(400,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250001","","'(76210001,0)","'(8240,0)","'(7700,0)","'(180,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250002","","'(76990172,0)","'(16170,0)","'(23130,0)","'(540,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250003","","'(76990173,0)","'(3400,0)","'(6210,0)","'(1050,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250004","","'(76990174,0)","'(9080,0)","'(9130,0)","'(160,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250005","","'(76990175,0)","'(5509,0)","'(4909,0)","'(350,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250006","","'(76990176,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250007","","'(76990181,76990178,76990179,76990180,76990177,0)","'(3480,3040,3250,3740,3970,0)","'(3010,3480,3240,3240,3480,0)","'(150,150,150,150,150,0)","'(90,90,90,90,90,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","",""
"80250008","","'(76413006,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250009","","'(76413007,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250010","","'(76413008,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250011","","'(76413009,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250012","","'(76413010,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250013","","'(76413011,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250014","","'(76413012,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250015","","'(76413013,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250016","","'(76413014,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250017","","'(76413015,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250018","","'(76413016,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250019","","'(76413017,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250020","","'(76413018,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250021","","'(76413019,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250022","","'(76413020,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250023","","'(76413021,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250024","","'(76413022,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250025","","'(76413023,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250026","","'(76413024,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250027","","'(76413025,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250028","","'(76413026,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250029","","'(76413027,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250030","","'(76413028,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250031","","'(76413029,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250032","","'(76413030,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250033","","'(76413031,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250034","","'(76413032,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250035","","'(76413033,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250036","","'(76413034,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250037","","'(76413035,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250038","","'(76413036,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250039","","'(76413037,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250040","","'(76413038,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250041","","'(76413039,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250042","","'(76413040,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250043","","'(76413041,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250044","","'(76413042,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250045","","'(76413043,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250046","","'(76413044,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250047","","'(76413045,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250048","","'(76413046,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250049","","'(76413047,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250050","","'(76413048,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250051","","'(76413049,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250052","","'(76413050,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250053","","'(76413051,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250054","","'(76413052,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250055","","'(76413053,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250056","","'(76413054,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250057","","'(76413055,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250058","","'(76413056,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250059","","'(76413057,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250060","","'(76413058,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250061","","'(76413059,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250062","","'(76413060,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250063","","'(76413061,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250064","","'(76413062,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250065","","'(76413063,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250066","","'(76413064,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250067","","'(76413065,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250068","","'(76413066,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250069","","'(76413067,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250070","","'(76413068,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250071","","'(76413069,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80250072","","'(76413070,0)","'(3480,0)","'(3000,0)","'(150,0)","'(90,0)","'(0,0)","'(0,0)","'(0,0)","",""
