"AttributeId","IconInfo","HurtSoundType","HurtSound","FlyEffNomal","FlyEffIce","FlyEffFire","FlyEffLight","FlyEffDark","HurtEff","NoOpenStrId","SpellSections","CastSections","ChannelSections","AttackSections","HurtSections","MotionBlendSpaceId","OtherSpellSections","OtherCastSections","OtherChannelSections","OtherAttackSections","OtherHurtSections","SkillName","SkillTemplate","SkillDiscribe","SkillSmallDiscribe","SkillUnlockDescribe","SkillRecommendDescribe","SkillUnlockConditionDescribe","LightStrength","LightR","LightG","LightB","LightA","ExploreAtCapsule","SkillVedio","CacheNpcId","SkillVedioLen"
"14110003","(91210000)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036024","90036024","90036024","","","90039000","","100","10","1","0.1","1","1","","",""
"14110004","(91210001)","","91923001","(91116001)","(91116001)","(91116001)","(91116001)","(91116001)","","","","","","AttackMount","Hurt1","","","","","Attack1","Hurt1","90036025","90036025","90036025","","","90039000","","100","10","1","0.1","1","1","","",""
"14110005","(91210009)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel1","","Hurt1","90036026","90036026","90036026","","","90039000","","100","10","1","0.1","1","1","","",""
"14110006","(91210000)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036027","90036027","90036027","","","90039000","","100","10","1","0.1","1","1","","",""
"14110007","(91210001)","","91923001","(91116001)","(91116001)","(91116001)","(91116001)","(91116001)","","","","","","AttackMount","Hurt1","","","","","Attack1","Hurt1","90036028","90036028","90036028","","","90039000","","100","10","1","0.1","1","1","","",""
"14110008","(91210009)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel1","","Hurt1","90036029","90036029","90036029","","","90039000","","100","10","1","0.1","1","1","","",""
"14110009","(91210000)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036030","90036030","90036030","","","90039000","","100","10","1","0.1","1","1","","",""
"14110010","(91210001)","","91923001","(91116001)","(91116001)","(91116001)","(91116001)","(91116001)","","","","","","AttackMount","Hurt1","","","","","Attack1","Hurt1","90036031","90036031","90036031","","","90039000","","100","10","1","0.1","1","1","","",""
"14110011","(91210009)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel1","","Hurt1","90036032","90036032","90036032","","","90039000","","100","10","1","0.1","1","1","","",""
"14110012","(91210000)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036033","90036033","90036033","","","90039000","","100","10","1","0.1","1","1","","",""
"14120001","(91210037)","","91923001","(91116007)","(91116007)","(91116007)","(91116007)","(91116007)","","","","","","AttackMount","Hurt1","","","","","Attack2","Hurt1","90036022","90036022","90036022","","","90039000","","100","7","1","10","1","1","","",""
"14120002","(91210041)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel2","","Hurt1","90036023","90036023","90036023","","","90039000","","100","7","1","10","1","1","","",""
"14120003","(91210041)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036024","90036024","90036024","","","90039000","","100","7","1","10","1","1","","",""
"14120004","(91210037)","","91923001","(91116007)","(91116007)","(91116007)","(91116007)","(91116007)","","","","","","AttackMount","Hurt1","","","","","Attack2","Hurt1","90036025","90036025","90036025","","","90039000","","100","7","1","10","1","1","","",""
"14120005","(91210041)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel2","","Hurt1","90036026","90036026","90036026","","","90039000","","100","7","1","10","1","1","","",""
"14120006","(91210041)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036027","90036027","90036027","","","90039000","","100","7","1","10","1","1","","",""
"14120007","(91210037)","","91923001","(91116007)","(91116007)","(91116007)","(91116007)","(91116007)","","","","","","AttackMount","Hurt1","","","","","Attack2","Hurt1","90036028","90036028","90036028","","","90039000","","100","7","1","10","1","1","","",""
"14120008","(91210041)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel2","","Hurt1","90036029","90036029","90036029","","","90039000","","100","7","1","10","1","1","","",""
"14120009","(91210041)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036030","90036030","90036030","","","90039000","","100","7","1","10","1","1","","",""
"14120010","(91210037)","","91923001","(91116007)","(91116007)","(91116007)","(91116007)","(91116007)","","","","","","AttackMount","Hurt1","","","","","Attack2","Hurt1","90036031","90036031","90036031","","","90039000","","100","7","1","10","1","1","","",""
"14120011","(91210041)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel2","","Hurt1","90036032","90036032","90036032","","","90039000","","100","7","1","10","1","1","","",""
"14120012","(91210041)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036033","90036033","90036033","","","90039000","","100","7","1","10","1","1","","",""
"14130001","(91210089)","","91923001","(91116011)","(91116011)","(91116011)","(91116011)","(91116011)","","","","","","AttackMount","Hurt1","","","","","Attack3","Hurt1","90036022","90036022","90036022","","","90039000","","100","5","2","0.5","1","1","","",""
"14130002","(91210093)","","91923001","(91116013)","(91116013)","(91116013)","(91116013)","(91116013)","","","","","ChannelMount","","Hurt1","","","","Channel3","","Hurt1","90036023","90036023","90036023","","","90039000","","100","5","2","0.5","1","1","","",""
"14130003","(91210093)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036024","90036024","90036024","","","90039000","","100","5","2","0.5","1","1","","",""
"14130004","(91210089)","","91923001","(91116011)","(91116011)","(91116011)","(91116011)","(91116011)","","","","","","AttackMount","Hurt1","","","","","Attack3","Hurt1","90036025","90036025","90036025","","","90039000","","100","5","2","0.5","1","1","","",""
"14130005","(91210093)","","91923001","(91116013)","(91116013)","(91116013)","(91116013)","(91116013)","","","","","ChannelMount","","Hurt1","","","","Channel3","","Hurt1","90036026","90036026","90036026","","","90039000","","100","5","2","0.5","1","1","","",""
"14130006","(91210093)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036027","90036027","90036027","","","90039000","","100","5","2","0.5","1","1","","",""
"14130007","(91210089)","","91923001","(91116011)","(91116011)","(91116011)","(91116011)","(91116011)","","","","","","AttackMount","Hurt1","","","","","Attack3","Hurt1","90036028","90036028","90036028","","","90039000","","100","5","2","0.5","1","1","","",""
"14130008","(91210093)","","91923001","(91116013)","(91116013)","(91116013)","(91116013)","(91116013)","","","","","ChannelMount","","Hurt1","","","","Channel3","","Hurt1","90036029","90036029","90036029","","","90039000","","100","5","2","0.5","1","1","","",""
"14130009","(91210093)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036030","90036030","90036030","","","90039000","","100","5","2","0.5","1","1","","",""
"14130010","(91210089)","","91923001","(91116011)","(91116011)","(91116011)","(91116011)","(91116011)","","","","","","AttackMount","Hurt1","","","","","Attack3","Hurt1","90036031","90036031","90036031","","","90039000","","100","5","2","0.5","1","1","","",""
"14130011","(91210093)","","91923001","(91116013)","(91116013)","(91116013)","(91116013)","(91116013)","","","","","ChannelMount","","Hurt1","","","","Channel3","","Hurt1","90036032","90036032","90036032","","","90039000","","100","5","2","0.5","1","1","","",""
"14130012","(91210093)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036033","90036033","90036033","","","90039000","","100","5","2","0.5","1","1","","",""
"14140001","(91210121)","","91923001","(91116015)","(91116015)","(91116015)","(91116015)","(91116015)","","","","","","AttackMount","Hurt1","","","","","Attack4","Hurt1","90036022","90036022","90036022","","","90039000","","100","10","1","1","1","1","","",""
"14140002","(91210133)","","91923001","(91116017)","(91116017)","(91116017)","(91116017)","(91116017)","","","","","ChannelMount","","Hurt1","","","","Channel4","","Hurt1","90036023","90036023","90036023","","","90039000","","100","10","1","1","1","1","","",""
"14140003","(91210133)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036024","90036024","90036024","","","90039000","","100","10","1","1","1","1","","",""
"14140004","(91210121)","","91923001","(91116015)","(91116015)","(91116015)","(91116015)","(91116015)","","","","","","AttackMount","Hurt1","","","","","Attack4","Hurt1","90036025","90036025","90036025","","","90039000","","100","10","1","1","1","1","","",""
"14140005","(91210133)","","91923001","(91116017)","(91116017)","(91116017)","(91116017)","(91116017)","","","","","ChannelMount","","Hurt1","","","","Channel4","","Hurt1","90036026","90036026","90036026","","","90039000","","100","10","1","1","1","1","","",""
"14140006","(91210133)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036027","90036027","90036027","","","90039000","","100","10","1","1","1","1","","",""
"14140007","(91210121)","","91923001","(91116015)","(91116015)","(91116015)","(91116015)","(91116015)","","","","","","AttackMount","Hurt1","","","","","Attack4","Hurt1","90036028","90036028","90036028","","","90039000","","100","10","1","1","1","1","","",""
"14140008","(91210133)","","91923001","(91116017)","(91116017)","(91116017)","(91116017)","(91116017)","","","","","ChannelMount","","Hurt1","","","","Channel4","","Hurt1","90036029","90036029","90036029","","","90039000","","100","10","1","1","1","1","","",""
"14140009","(91210133)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036030","90036030","90036030","","","90039000","","100","10","1","1","1","1","","",""
"14140010","(91210121)","","91923001","(91116015)","(91116015)","(91116015)","(91116015)","(91116015)","","","","","","AttackMount","Hurt1","","","","","Attack4","Hurt1","90036031","90036031","90036031","","","90039000","","100","10","1","1","1","1","","",""
"14140011","(91210133)","","91923001","(91116017)","(91116017)","(91116017)","(91116017)","(91116017)","","","","","ChannelMount","","Hurt1","","","","Channel4","","Hurt1","90036032","90036032","90036032","","","90039000","","100","10","1","1","1","1","","",""
"14140012","(91210133)","","91923001","","","","","","","","","","","","Hurt1","","","","","","Hurt1","90036033","90036033","90036033","","","90039000","","100","10","1","1","1","1","","",""
"14200001","(91210389)","","","","","","","","","","Spell1","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200002","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200003","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200004","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200005","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200006","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200007","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200008","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200009","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200010","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200011","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200012","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200013","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200014","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200015","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200016","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14200017","(91210389)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14300000","(91210025)","","","","","","","","","","","","","","","","","","","","","90036034","90036034","90036034","","","90039000","","","","","","","0","","",""
"14300100","(91210029)","","","","","","","","","","","","","","","","","","","","","90036035","90036035","90036035","","","90039000","","","","","","","0","","",""
"14300200","(0)","","","","","","","","","","","","","","","","","","","","","90036036","90036036","90036036","","","90039000","","","","","","","0","","",""
"14300300","(0)","","","","","","","","","","","","","","","","","","","","","90036037","90036037","90036037","","","90039000","","","","","","","0","","",""
"14300400","(91210025)","","","","","","","","","","","","","","Hurt1","","","","","","","90036038","90036038","90036038","","","90039000","","100","1","1","1","1","0","","",""
"14300401","(91210025)","","","","","","","","","","","","","","Hurt1","","","","","","","90036039","90036039","90036039","","","90039000","","100","1","1","1","1","0","","",""
"14300402","(91210025)","","","","","","","","","","","","","","Hurt1","","","","","","","90036040","90036040","90036040","","","90039000","","100","1","1","1","1","0","","",""
"14300500","(0)","","","","","","","","","","","","","","","","","","","","","90036041","90036041","90036041","","","90039000","","","","","","","0","","",""
"14300600","(0)","","","","","","","","","","","","","","","","","","","","","90036042","90036042","90036042","","","90039000","","","","","","","0","","",""
"14301001","(0)","","","(91120051)","(91120051)","(91120051)","(91120051)","(91120051)","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301002","(0)","","","(91120061,0)","(91120061,0)","(91120061,0)","(91120061,0)","(91120061,0)","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301003","(0)","","","(91120070)","(91120070)","(91120070)","(91120070)","(91120070)","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301004","(0)","","","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301005","(0)","","","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301006","(0)","","","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301007","(0)","","","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301008","(0)","","","","","","","","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301009","(0)","","","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301010","(0)","","","","","","","","","","","","Channel9","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301011","(0)","","","","","","","","","","","","Channel1","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301012","(0)","","","(91135359)","(91135359)","(91135359)","(91135359)","(91135359)","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301013","(0)","","","","","","","","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301014","(0)","","","","","","","","","","","","","TianShen","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301015","(0)","","","","","","","","","","","","","anyanshu","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301016","(0)","","","(91120104)","(91120104)","(91120104)","(91120104)","(91120104)","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14301017","(0)","","","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14500001","(0)","","","","","","","","","","","","","TianShen","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14500002","(0)","","","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","1","1","1","1","0","","",""
"14500003","(0)","","","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500004","(0)","","","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0","0","0","0","0","","",""
"14500005","(0)","","91923006","","","","","","","","","","Channel2","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500006","(0)","","91923008","","","","","","","","","","Channel3","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500007","(0)","","91923000","","","","","","","","","","Channel2","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500008","(0)","","91923000","","","","","","","","","","Channel3","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500009","(0)","","91923000","","","","","","","","","","Channel1","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500010","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500011","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500012","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500013","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500014","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500015","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500016","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500017","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500018","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500019","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500020","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500021","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500022","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500023","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500024","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500025","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500026","(0)","","91923010","","","","","","","","","","Channel1","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500027","(0)","","91923011","","","","","","","","","","Channel3","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500028","(0)","","91923010","","","","","","","","","","Channel2","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500029","(0)","","91923011","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500030","(0)","","91923010","(91116019)","(91116019)","(91116019)","(91116019)","(91116019)","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500031","(0)","","91923010","","","","","","","","","","Channel4","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500032","(0)","","91923000","","","","","","","","","","Channel5","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500033","(0)","","91923010","","","","","","","","","","Channel6","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500034","(0)","","91923010","(91116019)","(91116019)","(91116019)","(91116019)","(91116019)","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500035","(0)","","91923006","(91112007)","(91112007)","(91112007)","(91112007)","(91112007)","","","","","Channel1","","Hurt1","","","","","","","90030107","90030138","90030801","","","90039000","","100","10","1","0.1","1","0","","",""
"14500036","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037004","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500037","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037005","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500038","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037006","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500039","(0)","","91923010","(91116019)","(91116019)","(91116019)","(91116019)","(91116019)","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500040","(0)","","91923010","(91116019)","(91116019)","(91116019)","(91116019)","(91116019)","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500041","(0)","","91923010","(91110010)","(91110010)","(91110010)","(91110010)","(91110010)","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500042","(0)","","91923010","(91110013)","(91110013)","(91110013)","(91110013)","(91110013)","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500043","(0)","","91923010","(91110016)","(91110016)","(91110016)","(91110016)","(91110016)","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500044","(0)","","91923010","(91110016)","(91110016)","(91110016)","(91110016)","(91110016)","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500045","(0)","","91923010","(91110016)","(91110016)","(91110016)","(91110016)","(91110016)","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500046","(0)","","91923010","","","","","","","","","","","","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","0.1","1","10","1","0","","",""
"14500047","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500048","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500049","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500050","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500051","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500052","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500053","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500054","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500055","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500056","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500057","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500058","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500059","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500060","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500061","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500062","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500063","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500064","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500065","(0)","","91923000","","","","","","","","","","","Attack5","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500066","(0)","","91923000","","","","","","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500067","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500068","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500069","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500070","(0)","","91923000","","","","","","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500071","(0)","","91923000","","","","","","","","","","","Attack1","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500072","(0)","","91923000","","","","","","","","","","","Attack2","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500073","(0)","","91923000","","","","","","","","","","","Attack3","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
"14500074","(0)","","91923000","","","","","","","","","","","Attack4","Hurt1","","","","","","","90037001","90037001","90037001","","","90039000","","100","10","1","0.1","1","0","","",""
