"AttributeId","MiniMapNameResId","MiniMapResId","MiniMapImageStartX","MiniMapImageStartY","MiniMapRealStartX","MiniMapRealStartY","MiniMapImageLenthX","MiniMapImageLenthY","MiniMapRealLenthX","MiniMapRealLenthY","MiniMapBorderPos","MiniMarkIdList","MiniDropItemIdList"
"72018073","90048977","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019180)","(31091334,31091336,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018074","90048978","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019181)","(31091339,31091340,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018075","90048979","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019182)","(31091338,31091342,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018076","90048980","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019183)","(31091341,31091344,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018077","90048981","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019184)","(31091343,31091345,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018078","90048982","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019185)","(31091348,31091349,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018079","90048983","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019186)","(31091347,31091351,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018080","90048984","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019187)","(31091350,31091353,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018081","90048985","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019188)","(31091352,31091354,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018082","90048986","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019189)","(31091357,31091358,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018083","90048987","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019190)","(31091356,31091360,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018084","90048988","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019191)","(31091359,31091362,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018085","90048989","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019192)","(31091361,31091363,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018086","90048990","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019193)","(31091366,31091367,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018087","90048991","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019194)","(31091365,31091369,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018088","90048992","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019195)","(31091368,31091371,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018089","90048993","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019196)","(31091370,31091372,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018091","90048979","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019198)","(31080031,31020104,31020164,31020224,31020284,31020824,31020884,31020944,31021004)"
"72018092","90048982","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019199)","(31080031,31021784,31023504,31023744,31023984,31020584,31020644,31020704,31020764)"
"72018093","90048994","91231334","0","0","1931","4949","1280","910","10812","7549","","","(31090541,31090545,31000108,31080079)"
"72018094","90305760","91291081","0","0","100","-4630","1280","910","26380","18860","","-7.301900173019E+23",""
"72018095","90051054","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019200,73019201,73019202)",""
"72018096","90051054","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019203,73019204,73019205)",""
"72018097","90051054","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019206,73019207,73019208)",""
"72018098","90051054","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019209,73019210,73019211)",""
"72018099","90051054","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019212,73019213,73019214)",""
"72018100","90051054","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019215,73019216,73019217)",""
"72018101","90306200","91293501","0","0","-32870","20170","1280","910","80050","56970","","",""
"72018102","90305176","91293676","0","0","-23000","-6000","1280","910","72350","50625","","(73017226,73017013,73017014,73017015,73017016,73017017,73017018,73017019,73017020,73017021,73017022,73017023)","(31130342)"
"72018103","90305176","91293677","0","0","-100","-12000","1280","910","100000","69000","","(73017001,73017002,73017003,73017004,73017005,73017006,73017007,73017008,73017009,73017010,73017011,73017012)","(31130343)"
"72018104","90305176","91293678","0","0","-29000","28200","1280","910","84400","59000","","(73017231,73017024,73017025,73017026,73017027,73017028,73017029,73017030,73017031,73017032,73017033,73017034)","(31130344)"
"72018105","90305176","91293679","0","0","6500","29700","1280","910","84400","59000","","(73017236,73017035,73017036,73017037,73017038,73017039,730170340,73017041,73017042,73017043,73017044,73017045)","(31130345)"
"72018106","90305177","91293680","0","0","-23000","-6000","1280","910","72350","50625","","(73017227,73017058,73017059,73017060,73017061,73017062,73017063,73017064,73017065,73017066,73017067,73017068)","(31130346)"
"72018107","90305177","91293681","0","0","-100","-12000","1280","910","98450","70000","","(73017226,73017047,73017048,73017049,73017050,73017051,73017052,73017053,73017054,73017055,73017056,73017057)","(31130347)"
"72018108","90305177","91293682","0","0","-29000","28200","1280","910","84400","60000","","(73017232,73017069,73017070,73017071,73017072,73017073,73017074,73017075,73017076,73017077,73017078,73017079)","(31130348)"
"72018109","90305177","91293683","0","0","6500","29700","1280","910","84400","60000","","(73017237,73017080,73017081,73017082,73017083,73017084,73017085,73017086,73017087,73017088,73017089,73017090)","(31130349)"
"72018110","90305178","91293684","0","0","-23000","-6000","1280","910","72350","50625","","(73017228,73017103,73017104,73017105,73017106,73017107,73017108,73017109,73017110,73017111,73017112,73017113)","(31130350)"
"72018111","90305178","91293685","0","0","-100","-12000","1280","910","98450","70000","","(73017226,73017092,73017093,73017094,73017095,73017096,73017097,73017098,73017099,73017100,73017101,73017102)","(31130351)"
"72018112","90305178","91293686","0","0","-29000","28200","1280","910","84400","60000","","(73017233,73017114,73017115,73017116,73017117,73017118,73017119,73017120,73017121,73017122,73017123,73017124)","(31130352)"
"72018113","90305178","91293687","0","0","6500","29700","1280","910","84400","60000","","(73017238,73017125,73017126,73017127,73017128,73017129,73017130,73017131,73017132,73017133,73017134,73017135)","(31130353)"
"72018114","90305179","91293688","0","0","-23000","-6000","1280","910","72350","50625","","(73017229,73017148,73017149,73017150,73017151,73017152,73017153,73017154,73017155,73017156,73017157,73017158)","(31130354)"
"72018115","90305179","91293689","0","0","-100","-12000","1280","910","98450","70000","","(73017226,73017137,73017138,73017139,73017140,73017141,73017142,73017143,73017144,73017145,73017146,73017147)","(31130355)"
"72018116","90305179","91293690","0","0","-29000","28200","1280","910","84400","60000","","(73017234,73017159,73017160,73017161,73017162,73017163,73017164,73017165,73017166,73017167,73017168,73017169)","(31130356)"
"72018117","90305179","91293691","0","0","6500","29700","1280","910","84400","60000","","(73017239,73017170,73017171,73017172,73017173,73017174,73017175,73017176,73017177,73017178,73017179,73017180)","(31130357)"
"72018118","90305643","91293692","0","0","-23000","-6000","1280","910","72350","50625","","(73017230,73017193,73017194,73017195,73017196,73017197,73017198,73017199,73017200,73017201,73017202,73017203)","(31130354)"
"72018119","90305643","91293693","0","0","-100","-12000","1280","910","98450","70000","","(73017226,73017182,73017183,73017184,73017185,73017186,73017187,73017188,73017189,73017190,73017191,73017192)","(31130355)"
"72018120","90305643","91293694","0","0","-29000","28200","1280","910","84400","60000","","(73017235,73017204,73017205,73017206,73017207,73017208,73017209,73017210,73017211,73017212,73017213,73017214)","(31130356)"
"72018121","90305643","91293695","0","0","6500","29700","1280","910","84400","60000","","(73017240,73017215,73017216,73017217,73017218,73017219,73017220,73017221,73017222,73017223,73017224,73017225)","(31130357)"
"72018201","90048976","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019218)","(31091366,31091367,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018202","90048977","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019219)","(31091365,31091369,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018203","90048978","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019220)","(31091368,31091371,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018204","90048979","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019221)","(31091370,31091372,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
