"AttributeId","UpgradeCost","RecoveryReward","Notice_id","DiamondRecoveryMoney","DiamondRecoveryCost"
"142120093","(20,86060)","(20,1321338)","","(20,2377866)","(4,52826)"
"142120094","(20,87920)","(20,1364368)","","(20,2455320)","(4,54547)"
"142120095","(20,89800)","(20,1408328)","","(20,2534448)","(4,56305)"
"142120096","(20,91700)","(20,1453228)","","(20,2615268)","(4,58101)"
"142120097","(20,93620)","(20,1499078)","","(20,2697798)","(4,59935)"
"142120098","(20,95560)","(20,1545888)","","(20,2782056)","(4,61808)"
"142120099","(20,97520)","(20,1593668)","93000164","(20,2868060)","(4,63719)"
"142120100","","(20,1642428)","","(20,2955828)","(4,65669)"
"142129991","","(20,300)","","(20,300)","(4,0)"
"142129992","","(20,600)","","(20,600)","(4,0)"
"142129993","","(20,1200)","","(20,1200)","(4,0)"
"142129994","","(20,3000)","","(20,3000)","(4,0)"
"142129995","","(20,10000)","","(20,10000)","(4,0)"
