"AttributeId","UpgradeCost","RecoveryReward","Notice_id","DiamondRecoveryMoney","DiamondRecoveryCost","UpgradeNeedNum"
"54050133","(10,74996)","(10,1654812)","","(10,3309124)","(4,82715)",""
"54050134","(10,76126)","(10,1692310)","","(10,3384120)","(4,84590)",""
"54050135","(10,77265)","(10,1730373)","","(10,3460246)","(4,86493)",""
"54050136","(10,78413)","(10,1769006)","","(10,3537511)","(4,88425)",""
"54050137","(10,79569)","(10,1808212)","","(10,3615924)","(4,90385)",""
"54050138","(10,80733)","(10,1847997)","","(10,3695493)","(4,92374)",""
"54050139","(10,81906)","(10,1888363)","93000164","(10,3776226)","(4,94393)",""
"54050140","(10,83088)","(10,1929316)","","(10,3858132)","(4,96440)",""
"54050141","(10,84278)","(10,1970860)","","(10,3941220)","(4,98517)",""
"54050142","(10,85476)","(10,2012999)","","(10,4025498)","(4,100624)",""
"54050143","(10,86683)","(10,2055737)","","(10,4110974)","(4,102761)",""
"54050144","(10,87899)","(10,2099079)","","(10,4197657)","(4,104928)",""
"54050145","(10,89123)","(10,2143028)","","(10,4285556)","(4,107126)",""
"54050146","(10,90355)","(10,2187590)","","(10,4374679)","(4,109354)",""
"54050147","(10,91596)","(10,2232767)","","(10,4465034)","(4,111613)",""
"54050148","(10,92846)","(10,2278565)","","(10,4556630)","(4,113903)",""
"54050149","(10,94104)","(10,2324988)","","(10,4649476)","(4,116224)",""
"54050150","(10,95370)","(10,2372040)","","(10,4743580)","(4,118576)",""
"54050151","(10,96645)","(10,2419725)","","(10,4838950)","(4,120961)",""
"54050152","(10,97929)","(10,2468048)","","(10,4935595)","(4,123377)",""
"54050153","(10,99221)","(10,2517012)","","(10,5033524)","(4,125825)",""
"54050154","(10,100521)","(10,2566623)","","(10,5132745)","(4,128306)",""
"54050155","(10,101830)","(10,2616883)","","(10,5233266)","(4,130819)",""
"54050156","(10,103148)","(10,2667798)","","(10,5335096)","(4,133364)",""
"54050157","(10,104474)","(10,2719372)","","(10,5438244)","(4,135943)",""
"54050158","(10,105808)","(10,2771609)","","(10,5542718)","(4,138555)",""
"54050159","(10,107151)","(10,2824513)","93000164","(10,5648526)","(4,141200)",""
"54050160","(10,108503)","(10,2878089)","","(10,5755677)","(4,143879)",""
"54050161","(10,109863)","(10,2932340)","","(10,5864180)","(4,146591)",""
"54050162","(10,111231)","(10,2987272)","","(10,5974043)","(4,149338)",""
"54050163","(10,112608)","(10,3042887)","","(10,6085274)","(4,152119)",""
"54050164","(10,113994)","(10,3099191)","","(10,6197882)","(4,154934)",""
"54050165","(10,115388)","(10,3156188)","","(10,6311876)","(4,157784)",""
"54050166","(10,116790)","(10,3213882)","","(10,6427264)","(4,160669)",""
"54050167","(10,118201)","(10,3272277)","","(10,6544054)","(4,163588)",""
"54050168","(10,119621)","(10,3331378)","","(10,6662255)","(4,166543)",""
"54050169","(10,121049)","(10,3391188)","","(10,6781876)","(4,169534)",""
"54050170","(10,122485)","(10,3451713)","","(10,6902925)","(4,172560)",""
"54050171","(10,123930)","(10,3512955)","","(10,7025410)","(4,175622)",""
"54050172","(10,125384)","(10,3574920)","","(10,7149340)","(4,178720)",""
"54050173","(10,126846)","(10,3637612)","","(10,7274724)","(4,181855)",""
"54050174","(10,128316)","(10,3701035)","","(10,7401570)","(4,185026)",""
"54050175","(10,129795)","(10,3765193)","","(10,7529886)","(4,188234)",""
"54050176","(10,131283)","(10,3830091)","","(10,7659681)","(4,191479)",""
"54050177","(10,132779)","(10,3895732)","","(10,7790964)","(4,194761)",""
"54050178","(10,134283)","(10,3962122)","","(10,7923743)","(4,198081)",""
"54050179","(10,135796)","(10,4029263)","93000164","(10,8058026)","(4,201438)",""
"54050180","(10,137318)","(10,4097161)","","(10,8193822)","(4,204833)",""
"54050181","(10,138848)","(10,4165820)","","(10,8331140)","(4,208265)",""
"54050182","(10,140386)","(10,4235244)","","(10,8469988)","(4,211737)",""
"54050183","(10,141933)","(10,4305437)","","(10,8610374)","(4,215246)",""
"54050184","(10,143489)","(10,4376404)","","(10,8752307)","(4,218795)",""
"54050185","(10,145053)","(10,4448148)","","(10,8895796)","(4,222382)",""
"54050186","(10,146625)","(10,4520675)","","(10,9040849)","(4,226008)",""
"54050187","(10,148206)","(10,4593987)","","(10,9187474)","(4,229674)",""
"54050188","(10,149796)","(10,4668090)","","(10,9335680)","(4,233379)",""
"54050189","(10,151394)","(10,4742988)","","(10,9485476)","(4,237124)",""
"54050190","(10,153000)","(10,4818685)","","(10,9636870)","(4,240909)",""
"54050191","(10,154615)","(10,4895185)","","(10,9789870)","(4,244734)",""
"54050192","(10,156239)","(10,4972493)","","(10,9944485)","(4,248599)",""
"54050193","(10,157871)","(10,5050612)","","(10,10100724)","(4,252505)",""
"54050194","(10,159511)","(10,5129548)","","(10,10258595)","(4,256452)",""
"54050195","(10,161160)","(10,5209303)","","(10,10418106)","(4,260440)",""
"54050196","(10,162818)","(10,5289883)","","(10,10579266)","(4,264469)",""
"54050197","(10,164484)","(10,5371292)","","(10,10742084)","(4,268539)",""
"54050198","(10,166158)","(10,5453534)","","(10,10906568)","(4,272651)",""
"54050199","(10,167841)","(10,5536613)","93000164","(10,11072726)","(4,276805)",""
"54050200","(10,169533)","(10,5620534)","","(10,11240567)","(4,281001)",""
"54050201","(10,171233)","(10,5705300)","","(10,11410100)","(4,285239)",""
"54050202","(10,172941)","(10,5790917)","","(10,11581333)","(4,289520)",""
"54050203","(10,174658)","(10,5877387)","","(10,11754274)","(4,293844)",""
"54050204","(10,176384)","(10,5964716)","","(10,11928932)","(4,298210)",""
"54050205","(10,178118)","(10,6052908)","","(10,12105316)","(4,302620)",""
"54050206","(10,179860)","(10,6141967)","","(10,12283434)","(4,307073)",""
"54050207","(10,181611)","(10,6231897)","","(10,12463294)","(4,311569)",""
"54050208","(10,183371)","(10,6322703)","","(10,12644905)","(4,316110)",""
"54050209","(10,185139)","(10,6414388)","","(10,12828276)","(4,320694)",""
"54050210","(10,186915)","(10,6506958)","","(10,13013415)","(4,325322)",""
"54050211","(10,188700)","(10,6600415)","","(10,13200330)","(4,329995)",""
"54050212","(10,190494)","(10,6694765)","","(10,13389030)","(4,334713)",""
"54050213","(10,192296)","(10,6790012)","","(10,13579524)","(4,339475)",""
"54050214","(10,194106)","(10,6886160)","","(10,13771820)","(4,344282)",""
"54050215","(10,195925)","(10,6983213)","","(10,13965926)","(4,349135)",""
"54050216","(10,197753)","(10,7081176)","","(10,14161851)","(4,354033)",""
"54050217","(10,199589)","(10,7180052)","","(10,14359604)","(4,358977)",""
"54050218","(10,201433)","(10,7279847)","","(10,14559193)","(4,363967)",""
"54050219","(10,203286)","(10,7380563)","","(10,14760626)","(4,369003)",""
"54050220","(10,205148)","(10,7482206)","","(10,14963912)","(4,374085)",""
"54050221","(10,207018)","(10,7584780)","","(10,15169060)","(4,379213)",""
"54050222","(10,208896)","(10,7688289)","","(10,15376078)","(4,384389)",""
"54050223","(10,210783)","(10,7792737)","","(10,15584974)","(4,389611)",""
"54050224","(10,212679)","(10,7898129)","93000164","(10,15795757)","(4,394881)",""
"54050225","(10,214583)","(10,8004468)","","(10,16008436)","(4,400198)",""
"54050226","(10,216495)","(10,8111760)","","(10,16223019)","(4,405562)",""
"54050227","(10,218416)","(10,8220007)","","(10,16439514)","(4,410975)",""
"54050228","(10,220346)","(10,8329215)","","(10,16657930)","(4,416435)",""
"54050229","(10,222284)","(10,8439388)","","(10,16878276)","(4,421944)",""
"54050230","(10,224230)","(10,8550530)","","(10,17100560)","(4,427501)",""
"54050231","(10,226185)","(10,8662645)","","(10,17324790)","(4,433107)",""
"54050232","(10,228149)","(10,8775738)","","(10,17550975)","(4,438761)",""
"54050233","(10,230121)","(10,8889812)","","(10,17779124)","(4,444465)",""
"54050234","(10,232101)","(10,9004873)","","(10,18009245)","(4,450218)",""
"54050235","(10,234090)","(10,9120923)","","(10,18241346)","(4,456021)",""
"54050236","(10,236088)","(10,9237968)","","(10,18475436)","(4,461873)",""
"54050237","(10,238094)","(10,9356012)","","(10,18711524)","(4,467775)",""
"54050238","(10,240108)","(10,9475059)","","(10,18949618)","(4,473727)",""
"54050239","(10,242131)","(10,9595113)","","(10,19189726)","(4,479730)",""
"54050240","(10,244163)","(10,9716179)","","(10,19431857)","(4,485783)",""
"54050241","(10,246203)","(10,9838260)","","(10,19676020)","(4,491887)",""
"54050242","(10,248251)","(10,9961362)","","(10,19922223)","(4,498043)",""
"54050243","(10,250308)","(10,10085487)","","(10,20170474)","(4,504249)",""
"54050244","(10,252374)","(10,10210641)","","(10,20420782)","(4,510507)",""
"54050245","(10,254448)","(10,10336828)","","(10,20673156)","(4,516816)",""
"54050246","(10,256530)","(10,10464052)","","(10,20927604)","(4,523177)",""
"54050247","(10,258621)","(10,10592317)","","(10,21184134)","(4,529590)",""
"54050248","(10,260721)","(10,10721628)","","(10,21442755)","(4,536056)",""
"54050249","(10,262829)","(10,10851988)","93000164","(10,21703476)","(4,542574)",""
"54050250","","(10,10983403)","","(10,21966305)","(4,549145)",""
"54051001","(10,640)","(10,680)","","","",""
"54051002","(10,654)","(10,1000)","","(10,1320)","(4,10)",""
"54051003","(10,682)","(10,1328)","","(10,1974)","(4,24)",""
"54051004","(10,726)","(10,1668)","","(10,2656)","(4,36)",""
"54051005","(10,782)","(10,2032)","","(10,3382)","(4,49)",""
"54051006","(10,852)","(10,2422)","","(10,4164)","(4,64)",""
"54051007","(10,938)","(10,2848)","","(10,5016)","(4,81)",""
"54051008","(10,1038)","(10,3318)","","(10,5954)","(4,97)",""
"54051009","(10,1152)","(10,3836)","","(10,6992)","(4,117)",""
"54051010","(10,1278)","(10,4412)","","(10,8144)","(4,139)",""
"54051011","(10,1420)","(10,5052)","","(10,9422)","(4,163)",""
"54051012","(10,1578)","(10,5762)","","(10,10842)","(4,189)",""
"54051013","(10,1748)","(10,6550)","","(10,12420)","(4,219)",""
"54051014","(10,1932)","(10,7424)","","(10,14168)","(4,252)",""
"54051015","(10,2130)","(10,8390)","","(10,16100)","(4,288)",""
"54051016","(10,2344)","(10,9456)","","(10,18230)","(4,328)",""
"54051017","(10,2572)","(10,10628)","","(10,20574)","(4,372)",""
"54051018","(10,2812)","(10,11914)","","(10,23146)","(4,420)",""
"54051019","(10,3068)","(10,13320)","93000163","(10,25958)","(4,472)",""
"54051020","(10,3338)","(10,14854)","","(10,29026)","(4,531)",""
"54051021","(10,3622)","(10,16522)","","(10,32364)","(4,594)",""
"54051022","(10,3920)","(10,18334)","","(10,35986)","(4,661)",""
"54051023","(10,4232)","(10,20294)","","(10,39906)","(4,735)",""
"54051024","(10,4560)","(10,22410)","","(10,44138)","(4,814)",""
"54051025","(10,4900)","(10,24690)","","(10,48698)","(4,900)",""
"54051026","(10,5254)","(10,27140)","","(10,53598)","(4,991)",""
"54051027","(10,5624)","(10,29766)","","(10,58852)","(4,1090)",""
"54051028","(10,6008)","(10,32578)","","(10,64476)","(4,1195)",""
"54051029","(10,6406)","(10,35582)","93000163","(10,70484)","(4,1308)",""
"54051030","(10,6816)","(10,38786)","","(10,76890)","(4,1428)",""
"54051031","(10,7242)","(10,42194)","","(10,83706)","(4,1555)",""
"54051032","(10,7684)","(10,45814)","","(10,90948)","(4,1692)",""
"54051033","(10,8138)","(10,49656)","","(10,98632)","(4,1836)",""
"54051034","(10,8606)","(10,53726)","","(10,106770)","(4,1989)",""
"54051035","(10,9088)","(10,58028)","","(10,115376)","(4,2149)",""
"54051036","(10,9586)","(10,62572)","","(10,124464)","(4,2320)",""
"54051037","(10,10098)","(10,67366)","","(10,134050)","(4,2500)",""
"54051038","(10,10622)","(10,72414)","","(10,144148)","(4,2689)",""
"54051039","(10,11162)","(10,77726)","93000163","(10,154770)","(4,2889)",""
"54051040","(10,11716)","(10,83306)","","(10,165932)","(4,3097)",""
"54051041","(10,12284)","(10,89164)","","(10,177648)","(4,3318)",""
"54051042","(10,12866)","(10,95306)","","(10,189932)","(4,3547)",""
"54051043","(10,13462)","(10,101740)","","(10,202798)","(4,3789)",""
"54051044","(10,14074)","(10,108470)","","(10,216260)","(4,4041)",""
"54051045","(10,14698)","(10,115508)","","(10,230334)","(4,4305)",""
"54051046","(10,15336)","(10,122856)","","(10,245032)","(4,4581)",""
"54051047","(10,15990)","(10,130524)","","(10,260368)","(4,4869)",""
"54051048","(10,16658)","(10,138520)","","(10,276358)","(4,5167)",""
"54051049","(10,17340)","(10,146848)","93000164","(10,293016)","(4,5481)",""
"54051050","(10,18034)","(10,155518)","","(10,310356)","(4,5805)",""
"54051051","(10,18744)","(10,164536)","","(10,328390)","(4,6144)",""
"54051052","(10,19470)","(10,173908)","","(10,347134)","(4,6495)",""
"54051053","(10,20208)","(10,183642)","","(10,366604)","(4,6861)",""
"54051054","(10,20960)","(10,193746)","","(10,386812)","(4,7239)",""
"54051055","(10,21726)","(10,204226)","","(10,407772)","(4,7632)",""
"54051056","(10,22508)","(10,215090)","","(10,429498)","(4,8040)",""
"54051057","(10,23304)","(10,226344)","","(10,452006)","(4,8461)",""
"54051058","(10,24112)","(10,237996)","","(10,475310)","(4,8898)",""
"54051059","(10,24936)","(10,250052)","93000164","(10,499422)","(4,9351)",""
"54051060","(10,25774)","(10,262520)","","(10,524358)","(4,9817)",""
"54051061","(10,26626)","(10,275406)","","(10,550132)","(4,10302)",""
"54051062","(10,27492)","(10,288720)","","(10,576758)","(4,10800)",""
"54051063","(10,28372)","(10,302466)","","(10,604250)","(4,11316)",""
"54051064","(10,29268)","(10,316652)","","(10,632622)","(4,11848)",""
"54051065","(10,30176)","(10,331286)","","(10,661890)","(4,12397)",""
"54051066","(10,31098)","(10,346374)","","(10,692066)","(4,12963)",""
"54051067","(10,32036)","(10,361922)","","(10,723164)","(4,13546)",""
"54051068","(10,32988)","(10,377940)","","(10,755200)","(4,14146)",""
"54051069","(10,33954)","(10,394434)","93000164","(10,788188)","(4,14764)",""
"54051070","(10,34932)","(10,411412)","","(10,822142)","(4,15402)",""
"54051071","(10,35926)","(10,428878)","","(10,857074)","(4,16056)",""
"54051072","(10,36936)","(10,446840)","","(10,893000)","(4,16729)",""
"54051073","(10,37958)","(10,465308)","","(10,929936)","(4,17422)",""
"54051074","(10,38994)","(10,484288)","","(10,967894)","(4,18135)",""
"54051075","(10,40044)","(10,503784)","","(10,1006888)","(4,18865)",""
"54051076","(10,41110)","(10,523806)","","(10,1046932)","(4,19617)",""
"54051077","(10,42190)","(10,544362)","","(10,1088042)","(4,20386)",""
"54051078","(10,43282)","(10,565456)","","(10,1130232)","(4,21178)",""
"54051079","(10,44390)","(10,587098)","93000164","(10,1173514)","(4,21990)",""
"54051080","(10,45512)","(10,609292)","","(10,1217904)","(4,22822)",""
"54051081","(10,46648)","(10,632048)","","(10,1263416)","(4,23676)",""
"54051082","(10,47798)","(10,655372)","","(10,1310064)","(4,24550)",""
"54051083","(10,48962)","(10,679272)","","(10,1357862)","(4,25446)",""
"54051084","(10,50142)","(10,703752)","","(10,1406824)","(4,26364)",""
"54051085","(10,51334)","(10,728824)","","(10,1456966)","(4,27304)",""
"54051086","(10,52540)","(10,754490)","","(10,1508300)","(4,28267)",""
"54051087","(10,53762)","(10,780760)","","(10,1560840)","(4,29251)",""
"54051088","(10,54998)","(10,807642)","","(10,1614602)","(4,30259)",""
"54051089","(10,56248)","(10,835140)","93000164","(10,1669600)","(4,31291)",""
"54051090","(10,57510)","(10,863264)","","(10,1725848)","(4,32346)",""
"54051091","(10,58788)","(10,892020)","","(10,1783358)","(4,33424)",""
"54051092","(10,60082)","(10,921414)","","(10,1842146)","(4,34527)",""
"54051093","(10,61388)","(10,951454)","","(10,1902228)","(4,35653)",""
"54051094","(10,62708)","(10,982148)","","(10,1963616)","(4,36804)",""
"54051095","(10,64042)","(10,1013502)","","(10,2026324)","(4,37980)",""
"54051096","(10,65392)","(10,1045524)","","(10,2090366)","(4,39181)",""
"54051097","(10,66756)","(10,1078220)","","(10,2155758)","(4,40407)",""
"54051098","(10,68132)","(10,1111598)","","(10,2222514)","(4,41658)",""
"54051099","(10,69524)","(10,1145664)","93000164","(10,2290646)","(4,42936)",""
"54051100","(10,70930)","(10,1180426)","","(10,2360170)","(4,44239)",""
"54051101","(10,72350)","(10,1215890)","","(10,2431100)","(4,45570)",""
"54051102","(10,73784)","(10,1252066)","","(10,2503450)","(4,46926)",""
"54051103","(10,75232)","(10,1288958)","","(10,2577234)","(4,48309)",""
"54051104","(10,76696)","(10,1326574)","","(10,2652466)","(4,49720)",""
"54051105","(10,78172)","(10,1364922)","","(10,2729162)","(4,51157)",""
"54051106","(10,79662)","(10,1404008)","","(10,2807334)","(4,52624)",""
"54051107","(10,81168)","(10,1443838)","","(10,2886996)","(4,54117)",""
"54051108","(10,82688)","(10,1484422)","","(10,2968164)","(4,55639)",""
"54051109","(10,84222)","(10,1525766)","","(10,3050852)","(4,57190)",""
"54051110","(10,85768)","(10,1567878)","","(10,3135074)","(4,58768)",""
"54051111","(10,87330)","(10,1610762)","","(10,3220842)","(4,60376)",""
"54051112","(10,88908)","(10,1654426)","","(10,3308172)","(4,62014)",""
"54051113","(10,90498)","(10,1698880)","","(10,3397080)","(4,63681)",""
"54051114","(10,92102)","(10,1744130)","","(10,3487578)","(4,65379)",""
"54051115","(10,93720)","(10,1790180)","","(10,3579680)","(4,67105)",""
"54051116","(10,95354)","(10,1837040)","","(10,3673400)","(4,68862)",""
"54051117","(10,97002)","(10,1884718)","","(10,3768754)","(4,70650)",""
"54051118","(10,98662)","(10,1933218)","","(10,3865756)","(4,72469)",""
"54051119","(10,100338)","(10,1982550)","93000164","(10,3964418)","(4,74319)",""
"54051120","(10,102028)","(10,2032718)","","(10,4064756)","(4,76200)",""
"54051121","(10,103732)","(10,2083732)","","(10,4166784)","(4,78114)",""
"54051122","(10,105450)","(10,2135598)","","(10,4270516)","(4,80058)",""
"54051123","(10,107182)","(10,2188324)","","(10,4375966)","(4,82036)",""
"54051124","(10,108930)","(10,2241914)","","(10,4483148)","(4,84045)",""
"54051125","(10,110690)","(10,2296380)","","(10,4592078)","(4,86088)",""
"54051126","(10,112464)","(10,2351724)","","(10,4702768)","(4,88164)",""
"54051127","(10,114254)","(10,2407956)","","(10,4815232)","(4,90271)",""
"54051128","(10,116058)","(10,2465084)","","(10,4929486)","(4,92415)",""
"54051129","(10,117876)","(10,2523112)","","(10,5045544)","(4,94590)",""
"54051130","(10,119706)","(10,2582050)","","(10,5163420)","(4,96801)",""
"54051131","(10,121552)","(10,2641904)","","(10,5283126)","(4,99045)",""
"54051132","(10,123414)","(10,2702680)","","(10,5404678)","(4,101323)",""
"54051133","(10,125288)","(10,2764386)","","(10,5528092)","(4,103638)",""
"54051134","(10,127176)","(10,2827030)","","(10,5653380)","(4,105987)",""
"54051135","(10,129078)","(10,2890618)","","(10,5780556)","(4,108372)",""
"54051136","(10,130996)","(10,2955158)","","(10,5909634)","(4,110791)",""
"54051137","(10,132928)","(10,3020656)","","(10,6040630)","(4,113248)",""
"54051138","(10,134872)","(10,3087120)","","(10,6173558)","(4,115740)",""
"54051139","(10,136832)","(10,3154556)","93000164","(10,6308430)","(4,118269)",""
"54051140","(10,138806)","(10,3222972)","","(10,6445262)","(4,120835)",""
"54051141","(10,140794)","(10,3292374)","","(10,6584068)","(4,123438)",""
"54051142","(10,142796)","(10,3362772)","","(10,6724862)","(4,126078)",""
"54051143","(10,144812)","(10,3434170)","","(10,6867658)","(4,128755)",""
"54051144","(10,146844)","(10,3506576)","","(10,7012470)","(4,131470)",""
"54051145","(10,148888)","(10,3579998)","","(10,7159314)","(4,134223)",""
"54051146","(10,150946)","(10,3654442)","","(10,7308202)","(4,137014)",""
"54051147","(10,153020)","(10,3729914)","","(10,7459148)","(4,139845)",""
"54051148","(10,155108)","(10,3806424)","","(10,7612168)","(4,142714)",""
"54051149","(10,157210)","(10,3883978)","","(10,7767276)","(4,145623)",""
"54051150","(10,159324)","(10,3962584)","","(10,7924486)","(4,148570)",""
"54051151","(10,161454)","(10,4042246)","","(10,8083810)","(4,151558)",""
"54051152","(10,163600)","(10,4122972)","","(10,8245264)","(4,154585)",""
"54051153","(10,165758)","(10,4204772)","","(10,8408864)","(4,157653)",""
"54051154","(10,167930)","(10,4287652)","","(10,8574622)","(4,160761)",""
"54051155","(10,170116)","(10,4371616)","","(10,8742552)","(4,163909)",""
"54051156","(10,172318)","(10,4456674)","","(10,8912668)","(4,167098)",""
"54051157","(10,174534)","(10,4542834)","","(10,9084986)","(4,170329)",""
"54051158","(10,176762)","(10,4630100)","","(10,9259520)","(4,173602)",""
"54051159","(10,179006)","(10,4718482)","93000164","(10,9436282)","(4,176916)",""
"54051160","(10,181264)","(10,4807984)","","(10,9615288)","(4,180273)",""
"54051161","(10,183536)","(10,4898616)","","(10,9796552)","(4,183672)",""
"54051162","(10,185822)","(10,4990384)","","(10,9980088)","(4,187113)",""
"54051163","(10,188122)","(10,5083296)","","(10,10165910)","(4,190597)",""
"54051164","(10,190438)","(10,5177356)","","(10,10354032)","(4,194124)",""
"54051165","(10,192766)","(10,5272576)","","(10,10544470)","(4,197695)",""
"54051166","(10,195108)","(10,5368958)","","(10,10737236)","(4,201309)",""
"54051167","(10,197466)","(10,5466512)","","(10,10932344)","(4,204967)",""
"54051168","(10,199838)","(10,5565246)","","(10,11129810)","(4,208671)",""
"54051169","(10,202224)","(10,5665164)","","(10,11329648)","(4,212418)",""
"54051170","(10,204622)","(10,5766276)","","(10,11531872)","(4,216208)",""
"54051171","(10,207036)","(10,5868588)","","(10,11736494)","(4,220045)",""
"54051172","(10,209466)","(10,5972106)","","(10,11943530)","(4,223927)",""
"54051173","(10,211908)","(10,6076838)","","(10,12152996)","(4,227854)",""
"54051174","(10,214364)","(10,6182792)","","(10,12364904)","(4,231828)",""
"54051175","(10,216834)","(10,6289974)","","(10,12579268)","(4,235848)",""
"54051176","(10,219320)","(10,6398392)","","(10,12796102)","(4,239913)",""
"54051177","(10,221820)","(10,6508052)","","(10,13015422)","(4,244026)",""
"54051178","(10,224332)","(10,6618962)","","(10,13237242)","(4,248184)",""
"54051179","(10,226860)","(10,6731128)","93000164","(10,13461574)","(4,252391)",""
"54051180","(10,229402)","(10,6844558)","","(10,13688434)","(4,256644)",""
"54051181","(10,231958)","(10,6959258)","","(10,13917836)","(4,260946)",""
"54051182","(10,234528)","(10,7075238)","","(10,14149794)","(4,265294)",""
"54051183","(10,237112)","(10,7192502)","","(10,14384322)","(4,269692)",""
"54051184","(10,239712)","(10,7311058)","","(10,14621434)","(4,274138)",""
"54051185","(10,242324)","(10,7430914)","","(10,14861146)","(4,278632)",""
"54051186","(10,244950)","(10,7552076)","","(10,15103470)","(4,283176)",""
"54051187","(10,247592)","(10,7674550)","","(10,15348420)","(4,287769)",""
"54051188","(10,250248)","(10,7798346)","","(10,15596012)","(4,292411)",""
"54051189","(10,252918)","(10,7923470)","","(10,15846260)","(4,297103)",""
"54051190","(10,255600)","(10,8049930)","","(10,16099178)","(4,301846)",""
"54051191","(10,258298)","(10,8177730)","","(10,16354778)","(4,306639)",""
"54051192","(10,261012)","(10,8306878)","","(10,16613076)","(4,311481)",""
"54051193","(10,263738)","(10,8437384)","","(10,16874088)","(4,316375)",""
"54051194","(10,266478)","(10,8569254)","","(10,17137826)","(4,321321)",""
"54051195","(10,269232)","(10,8702492)","","(10,17404304)","(4,326317)",""
"54051196","(10,272002)","(10,8837108)","","(10,17673536)","(4,331365)",""
"54051197","(10,274786)","(10,8973110)","","(10,17945538)","(4,336465)",""
"54051198","(10,277582)","(10,9110502)","","(10,18220324)","(4,341617)",""
"54051199","(10,280394)","(10,9249294)","93000164","(10,18497906)","(4,346822)",""
"54051200","(10,283220)","(10,9389490)","","(10,18778300)","(4,352080)",""
"54051201","(10,286060)","(10,9531100)","","(10,19061520)","(4,357390)",""
"54051202","(10,288914)","(10,9674130)","","(10,19347580)","(4,362754)",""
"54051203","(10,291782)","(10,9818588)","","(10,19636494)","(4,368170)",""
"54051204","(10,294666)","(10,9964478)","","(10,19928276)","(4,373641)",""
"54051205","(10,297562)","(10,10111812)","","(10,20222942)","(4,379167)",""
"54051206","(10,300472)","(10,10260592)","","(10,20520504)","(4,384745)",""
"54051207","(10,303398)","(10,10410828)","","(10,20820976)","(4,390379)",""
"54051208","(10,306338)","(10,10562528)","","(10,21124374)","(4,396069)",""
"54051209","(10,309292)","(10,10715696)","","(10,21430712)","(4,401812)",""
"54051210","(10,312258)","(10,10870342)","","(10,21740004)","(4,407611)",""
"54051211","(10,315240)","(10,11026472)","","(10,22052262)","(4,413466)",""
"54051212","(10,318238)","(10,11184092)","","(10,22367502)","(4,419377)",""
"54051213","(10,321248)","(10,11343210)","","(10,22685740)","(4,425344)",""
"54051214","(10,324272)","(10,11503834)","","(10,23006988)","(4,431367)",""
"54051215","(10,327310)","(10,11665970)","","(10,23331260)","(4,437448)",""
"54051216","(10,330364)","(10,11829626)","","(10,23658570)","(4,443584)",""
"54051217","(10,333432)","(10,11994808)","","(10,23988934)","(4,449779)",""
"54051218","(10,336512)","(10,12161524)","","(10,24322366)","(4,456031)",""
"54051219","(10,339608)","(10,12329780)","","(10,24658878)","(4,462340)",""
"54051220","(10,342718)","(10,12499584)","","(10,24998486)","(4,468708)",""
"54051221","(10,345842)","(10,12670942)","","(10,25341204)","(4,475134)",""
"54051222","(10,348980)","(10,12843864)","","(10,25687046)","(4,481618)",""
"54051223","(10,352132)","(10,13018354)","","(10,26036026)","(4,488161)",""
"54051224","(10,355300)","(10,13194420)","93000164","(10,26388158)","(4,494764)",""
"54051225","(10,358480)","(10,13372070)","","(10,26743458)","(4,501426)",""
"54051226","(10,361674)","(10,13551310)","","(10,27101938)","(4,508147)",""
"54051227","(10,364884)","(10,13732146)","","(10,27463612)","(4,514929)",""
"54051228","(10,368108)","(10,13914588)","","(10,27828496)","(4,521770)",""
"54051229","(10,371346)","(10,14098642)","","(10,28196604)","(4,528673)",""
"54051230","(10,374596)","(10,14284316)","","(10,28567950)","(4,535635)",""
"54051231","(10,377862)","(10,14471614)","","(10,28942546)","(4,542659)",""
"54051232","(10,381144)","(10,14660544)","","(10,29320408)","(4,549744)",""
"54051233","(10,384438)","(10,14851116)","","(10,29701552)","(4,556890)",""
"54051234","(10,387746)","(10,15043336)","","(10,30085990)","(4,564099)",""
"54051235","(10,391068)","(10,15237208)","","(10,30473736)","(4,571369)",""
"54051236","(10,394406)","(10,15432742)","","(10,30864804)","(4,578701)",""
"54051237","(10,397758)","(10,15629946)","","(10,31259210)","(4,586096)",""
"54051238","(10,401122)","(10,15828824)","","(10,31656968)","(4,593554)",""
"54051239","(10,404502)","(10,16029386)","","(10,32058090)","(4,601075)",""
"54051240","(10,407896)","(10,16231636)","","(10,32462592)","(4,608659)",""
"54051241","(10,411304)","(10,16435584)","","(10,32870488)","(4,616308)",""
"54051242","(10,414726)","(10,16641236)","","(10,33281792)","(4,624019)",""
"54051243","(10,418162)","(10,16848600)","","(10,33696518)","(4,631795)",""
"54051244","(10,421614)","(10,17057680)","","(10,34114680)","(4,639636)",""
"54051245","(10,425078)","(10,17268488)","","(10,34536294)","(4,647542)",""
"54051246","(10,428556)","(10,17481026)","","(10,34961372)","(4,655512)",""
"54051247","(10,432050)","(10,17695304)","","(10,35389928)","(4,663547)",""
"54051248","(10,435558)","(10,17911330)","","(10,35821978)","(4,671649)",""
"54051249","(10,439080)","(10,18129108)","93000164","(10,36257536)","(4,679815)",""
"54051250","","(10,18348648)","","(10,36696616)","(4,688048)",""
"54052001","(10,766)","(10,1000)","","","",""
"54052002","(10,782)","(10,1384)","","(10,1766)","(4,13)",""
"54052003","(10,816)","(10,1774)","","(10,2548)","(4,28)",""
