"AttributeId","Icon","Effects","ComponentIndex","Sockets","EffectsX","EffectsY","EffectsZ","EffectsRoll","EffectsPitch","EffectsYaw","ColorR","ColorG","ColorB","ColorA","MeshName","MeshSlot","MeshAnim","MeshLocation","MeshRotation","NpcId","ScaleX","ScaleY","ScaleZ","MoveLength","MoveTime","MoveAcceleration","ActionType","IsStealth ","IsPose","ShapeshiftId","ChangeBase","GhostNum","GhostMesh","GhostBp","GhostShapeshiftId","IsChangeMount","IsPlayChangeMountAnim","IsChangeWing","IsPlayChangeWingAnim","IsPlayChangePatronSaintAnim","ShowIcon","BuffName","BuffDescription","FriendLegionSeeColor","EnemyLegionSeeColor","TrailParticleEffects","TrailComponentIndex","TrailParticleSockets","AdsorbentSocket","CameraVague","IsShowBuffWithFashion","ChangeShapeId"
"12500134","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500135","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500136","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500137","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500138","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500139","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500140","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500141","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500142","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500143","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500144","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500145","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500146","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500147","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500148","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500149","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500150","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500151","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500152","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500153","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500154","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500155","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500156","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500157","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500158","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500159","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500160","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500161","91211013","(91110005,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Foot"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","1","90037109","90037118","","","","","","","","",""
"12500162","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500163","91211012","(91110007,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Head"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","10","","","","","","","","","","","","","","1","90037104","90037159","","","","","","","","",""
"12500164","91211029","(91110002,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Foot"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","1","90037107","90037119","","","","","","","","",""
"12500165","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500166","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500167","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500168","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500169","0","(91120035,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Foot"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500170","91211005","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500171","91211005","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500172","91211013","(91110005,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Foot"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500173","91211013","(91110005,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Foot"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500174","91211020","(91135345,91135345,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""R_Hand_1"",""L_Hand_1"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500175","91211020","(91135345,91135345,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""R_Hand_1"",""L_Hand_1"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500176","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500177","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500178","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500179","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500180","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500181","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12500182","91211012","(91110007,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Head"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","10","","","","","","","","","","","","","","1","90037104","90037159","","","","","","","","",""
"12990000","0","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","("""","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12990001","0","(91120000,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Foot"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
