"AttributeId","SensitiveTextCH","SensitiveTextKR","SensitiveTextTW","SensitiveTextEN","SensitiveTextTHA","SensitiveTextVN","SensitiveTextJP","SensitiveTextRus","SensitiveTextSG"
"94200632","恶","닳","惡","《","a","M","仰","","《"
"94200633","厄","담","厄","》","b","N","信","","》"
"94200634","遏","답","遏","「","c","O","暁","","「"
"94200635","鄂","닷","鄂","」","d","P","業","","」"
"94200636","饿","닸","餓","『","e","Q","凝","","『"
"94200637","而","당","而","』","f","R","曲","","』"
"94200638","儿","닺","兒","【","g","S","局","","【"
"94200639","耳","닻","耳","】","h","T","極","","】"
"94200640","尔","닿","爾","！","i","U","玉","","！"
"94200641","饵","대","餌","！","j","V","巾","","！"
"94200642","洱","댁","洱","＃","k","W","斤","","＃"
"94200643","二","댄","二","＄","l","X","均","","＄"
"94200644","贰","댈","貳","％","m","Y","近","","％"
"94200645","发","댐","發","＆","n","Z","金","","＆"
"94200646","罚","댑","罰","","o","、","菌","",""
"94200647","筏","댓","筏","（","p","。","細","","（"
"94200648","伐","댔","伐","）","q","·","勤","","）"
"94200649","乏","댕","乏","＊","r","‥","琴","","＊"
"94200650","阀","댜","閥","＋","s","…","筋","","＋"
"94200651","法","더","法","，","t","¨","僅","","，"
"94200652","珐","덕","琺","－","u","〃","禁","","－"
"94200653","藩","덖","藩","．","v","­","緊","","．"
"94200654","帆","던","帆","／","w","―","錦","","／"
"94200655","番","덛","番","0","x","∥","謹","","0"
"94200656","翻","덜","翻","1","y","＼","襟","","1"
"94200657","樊","덞","樊","2","z","∼","吟","","2"
"94200658","矾","덟","礬","3","*","‘","銀","","3"
"94200659","钒","덤","釩","4","$","’","区","","4"
"94200660","繁","덥","繁","5","ก","","句","","5"
"94200661","凡","덧","凡","6","ข","“","苦","","6"
"94200662","烦","덩","煩","7","ฃ","”","駆","","7"
"94200663","反","덫","反","8","ค","〔","具","","8"
"94200664","返","덮","返","9","ฅ","〕","惧","","9"
"94200665","范","데","範","：","ฆ","〈","愚","","："
"94200666","贩","덱","販","；","ง","〉","空","","；"
"94200667","犯","덴","犯","＜","จ","《","偶","","＜"
"94200668","饭","델","飯","＝","ฉ","》","遇","","＝"
"94200669","泛","뎀","泛","＞","ช","「","隅","","＞"
"94200670","坊","뎁","坊","?","ซ","」","串","","?"
"94200671","芳","뎃","芳","＠","ฌ","『","屈","","＠"
"94200672","方","뎄","方","a","ญ","』","掘","","a"
"94200673","肪","뎅","肪","b","ฎ","【","窟","","b"
"94200674","房","뎌","房","c","ฏ","】","熊","","c"
"94200675","防","뎐","防","d","ฐ","！","繰","","d"
"94200676","妨","뎔","妨","e","ฑ","！","巣","","e"
"94200677","仿","뎠","仿","f","ฒ","＃","君","","f"
"94200678","访","뎡","訪","g","ณ","＄","訓","","g"
"94200679","纺","뎨","紡","h","ด","％","勲","","h"
"94200680","放","뎬","放","i","ต","＆","薫","","i"
"94200681","菲","도","菲","j","ถ","","軍","","j"
"94200682","非","독","非","k","ท","（","郡","","k"
"94200683","啡","돈","啡","l","ธ","）","群","","l"
"94200684","飞","돋","飛","m","น","＊","兄","","m"
"94200685","肥","돌","肥","n","บ","＋","刑","","n"
"94200686","匪","돎","匪","o","ป","，","系","","o"
"94200687","诽","돐","誹","p","ผ","－","直","","p"
"94200688","吠","돔","吠","q","ฝ","．","径","","q"
"94200689","肺","돕","肺","r","พ","／","茎","","r"
"94200690","废","돗","廢","s","ฟ","0","係","","s"
"94200691","沸","동","沸","t","ภ","1","型","","t"
"94200692","费","돛","費","u","ม","2","原","","u"
"94200693","芬","돝","芬","v","ย","3","契","","v"
"94200694","酚","돠","酚","w","ร","4","計","","w"
"94200695","吩","돤","吩","x","ล","5","恵","","x"
"94200696","氛","돨","氛","y","ว","6","啓","","y"
"94200697","分","돼","分","z","ศ","7","掲","","z"
"94200698","纷","됐","紛","［","ษ","8","渓","","［"
"94200699","坟","되","墳","￦","ส","9","経","","￦"
"94200700","焚","된","焚","］","ห","：","読","","］"
"94200701","汾","될","汾","＾","ฬ","；","蛍","","＾"
"94200702","粉","됨","粉","＿","อ","＜","敬","","＿"
"94200703","奋","됩","奮","｀","ฮ","＝","景","","｀"
"94200704","份","됫","份","｛","๑","＞","軽","","｛"
"94200705","忿","됴","忿","｜","๒","?","傾","","｜"
"94200706","愤","두","憤","｝","๓","＠","携","","｝"
"94200707","粪","둑","糞","A","๔","a","継","","A"
"94200708","丰","둔","豐","B","๕","b","詣","","B"
"94200709","封","둘","封","C","๖","c","参","","C"
"94200710","枫","둠","楓","D","๗","d","慶","","D"
"94200711","蜂","둡","蜂","E","๘","e","憬","","E"
"94200712","峰","둣","峰","F","๙","f","稽","","F"
"94200713","锋","둥","鋒","G","๐","g","憩","","G"
"94200714","风","둬","風","H","ะ","h","憧","","H"
"94200715","疯","뒀","瘋","I","า","i","警","","I"
"94200716","烽","뒈","烽","G","เ","j","鶏","","G"
"94200717","逢","뒝","逢","K","าะ","k","芸","","K"
"94200718","冯","뒤","馮","L","ิ","l","迎","","L"
"94200719","缝","뒨","縫","M","แ","m","鯨","","M"
"94200720","讽","뒬","諷","N","โ","n","隙","","N"
"94200721","奉","뒵","奉","O","ฤ","o","劇","","O"
"94200722","凤","뒷","鳳","P","ฦ","p","撃","","P"
"94200723","佛","뒹","佛","Q","อะ","q","激","","Q"
"94200724","否","듀","否","R","อัอา","r","桁","","R"
"94200725","夫","듄","夫","S","อิ","s","欠","","S"
"94200726","敷","듈","敷","T","อี","t","穴","","T"
"94200727","肤","듐","膚","U","อึ","u","血","","U"
"94200728","孵","듕","孵","V","อื","v","決","","V"
"94200729","扶","드","扶","W","อุ","w","結","","W"
"94200730","拂","득","拂","X","อู","x","傑","","X"
"94200731","辐","든","輻","Y","เอะ","y","潔","","Y"
"94200732","幅","듣","幅","Z","เอ","z","月","","Z"
"94200733","氟","들","氟","、","แอะ","［","犬","","、"
"94200734","符","듦","符","。","แอ","￦","正","","。"
"94200735","伏","듬","伏","·","เอาะ","］","件","","·"
"94200736","俘","듭","俘","‥","เอา","＾","見","","‥"
"94200737","服","듯","服","…","เอิ","＿","券","","…"
"94200738","浮","등","浮","¨","เอีะ","｀","肩","","¨"
"94200739","涪","듸","涪","〃","เอืะ","｛","乗","","〃"
"94200740","福","디","福","­","เอื","｜","建","","­"
"94200741","袱","딕","袱","―","โอ","｝","研","","―"
"94200742","弗","딘","弗","∥","ไอ","A","県","","∥"
"94200743","甫","딛","甫","＼","ใอ","B","倹","","＼"
"94200744","抚","딜","撫","∼","อำ","C","兼","","∼"
"94200745","辅","딤","輔","‘",",","D","剣","","‘"
"94200746","俯","딥","俯","’",".","E","拳","","’"
"94200747","釜","딧","釜","","-","F","軒","",""
"94200748","斧","딨","斧","“","=","G","健","","“"
"94200749","脯","딩","脯","”",":","H","険","","”"
"94200750","腑","딪","腑","〔","""","I","圏","","〔"
"94200751","府","따","府","〕","/","G","堅","","〕"
"94200752","腐","딱","腐","〈","(","K","検","","〈"
"94200753","赴","딴","赴","〉",")","L","嫌","","〉"
"94200754","副","딸","副","《",";","M","献","","《"
"94200755","覆","땀","覆","》","+","N","絹","","》"
"94200756","赋","땁","賦","「","[","O","遣","","「"
"94200757","复","땃","複","」","]","P","権","","」"
"94200758","傅","땄","傅","『","{","Q","憲","","『"
"94200759","付","땅","付","』","}","R","賢","","』"
"94200760","阜","땋","阜","【","|","S","謙","","【"
"94200761","父","때","父","】","?","T","鍵","","】"
"94200762","腹","땍","腹","！","!","U","繭","","！"
"94200763","负","땐","負","！","%","V","顕","","！"
"94200764","富","땔","富","＃","~","W","験","","＃"
"94200765","讣","땜","訃","＄","0","X","試","","＄"
"94200766","附","땝","附","％","1","Y","懸","","％"
"94200767","妇","땟","婦","＆","2","Z","元","","＆"
"94200768","缚","땠","縛","","3","、","幻","",""
"94200769","咐","땡","咐","（","4","。","玄","","（"
"94200770","噶","떠","噶","）","5","·","言","","）"
"94200771","嘎","떡","嘎","＊","6","‥","弦","","＊"
"94200772","该","떤","該","＋","7","…","限","","＋"
"94200773","改","떨","改","，","8","¨","上","","，"
"94200774","概","떪","概","－","9","〃","現","","－"
"94200775","钙","떫","鈣","．","A","­","舷","","．"
"94200776","盖","떰","蓋","／","B","―","減","","／"
"94200777","溉","떱","溉","0","C","∥","源","","0"
"94200778","甘","떳","甘","1","D","＼","厳","","1"
"94200779","杆","떴","杆","2","E","∼","荘","","2"
"94200780","柑","떵","柑","3","F","‘","己","","3"
"94200781","竿","떻","竿","4","G","’","自","","4"
"94200782","肝","떼","肝","5","H","","知","","5"
"94200783","赶","떽","趕","6","I","“","戸","","6"
"94200784","感","뗀","感","7","G","”","古","","7"
"94200785","秆","뗄","稈","8","K","〔","使","","8"
"94200786","敢","뗌","敢","9","L","〕","呼","","9"
"94200787","赣","뗍","贛","：","M","〈","固","","："
"94200788","冈","뗏","岡","；","N","〉","股","","；"
"94200789","刚","뗐","剛","＜","O","《","虎","","＜"
"94200790","钢","뗑","鋼","＝","P","》","内","","＝"
"94200791","缸","뗘","缸","＞","Q","「","孤","","＞"
"94200792","纲","뗬","綱","?","R","」","弧","","?"
"94200793","岗","또","崗","＠","S","『","故","","＠"
"94200794","港","똑","港","a","T","』","枯","","a"
"94200795","杠","똔","杠","b","U","【","個","","b"
"94200796","篙","똘","篙","c","V","】","庫","","c"
"94200797","皋","똥","皋","d","W","！","倉","","d"
"94200798","高","똬","高","e","X","！","湖","","e"
"94200799","膏","똴","膏","f","Y","＃","雇","","f"
"94200800","羔","뙈","羔","g","Z","＄","誇","","g"
"94200801","糕","뙤","糕","h","a","％","鼓","","h"
"94200802","搞","뙨","搞","i","b","＆","錮","","i"
"94200803","镐","뚜","鎬","j","c","","顧","","j"
"94200804","稿","뚝","稿","k","d","（","互","","k"
"94200805","告","뚠","告","l","e","）","午","","l"
"94200806","哥","뚤","哥","m","f","＊","呉","","m"
"94200807","歌","뚫","歌","n","g","＋","後","","n"
"94200808","搁","뚬","擱","o","h","，","娯","","o"
"94200809","戈","뚱","戈","p","i","－","悟","","p"
"94200810","鸽","뛔","鴿","q","j","．","碁","","q"
"94200811","胳","뛰","胳","r","k","／","誤","","r"
"94200812","疙","뛴","疙","s","l","0","護","","s"
"94200813","割","뛸","割","t","m","1","口","","t"
"94200814","革","뜀","革","u","n","2","工","","u"
"94200815","葛","뜁","葛","v","o","3","公","","v"
"94200816","格","뜅","格","w","p","4","勾","","w"
"94200817","蛤","뜨","蛤","x","q","5","鼻","","x"
"94200818","阁","뜩","閣","y","r","6","孔","","y"
"94200819","隔","뜬","隔","z","s","7","功","","z"
"94200820","铬","뜯","鉻","［","t","8","巧","","［"
"94200821","个","뜰","個","￦","u","9","広","","￦"
"94200822","各","뜸","各","］","v","：","交","","］"
"94200823","给","뜹","給","＾","w","；","飛","","＾"
"94200824","根","뜻","根","＿","x","＜","光","","＿"
"94200825","跟","띄","跟","｀","y","＝","向","","｀"
"94200826","耕","띈","耕","｛","z","＞","后","","｛"
"94200827","更","띌","更","｜","ก","?","好","","｜"
"94200828","庚","띔","庚","｝","ข","＠","皇","","｝"
"94200829","羹","띕","羹","A","ฃ","a","江","","A"
"94200830","埂","띠","埂","B","ค","b","考","","B"
"94200831","耿","띤","耿","C","ฅ","c","行","","C"
"94200832","梗","띨","梗","D","ฆ","d","入","","D"
"94200833","工","띰","工","E","ง","e","坑","","E"
"94200834","攻","띱","攻","F","จ","f","孝","","F"
"94200835","功","띳","功","G","ฉ","g","抗","","G"
"94200836","恭","띵","恭","H","ช","h","攻","","H"
"94200837","龚","라","龔","I","ซ","i","更","","I"
"94200838","供","락","供","G","ฌ","j","効","","G"
"94200839","躬","란","躬","K","ญ","k","幸","","K"
"94200840","公","랄","公","L","ฎ","l","拘","","L"
"94200841","宫","람","宮","M","ฏ","m","肯","","M"
"94200842","弓","랍","弓","N","ฐ","n","侯","","N"
"94200843","巩","랏","鞏","O","ฑ","o","厚","","O"
"94200844","汞","랐","汞","P","ฒ","p","諸","","P"
"94200845","拱","랑","拱","Q","ณ","q","恒","","Q"
"94200846","贡","랒","貢","R","ด","r","洪","","R"
"94200847","共","랖","共","S","ต","s","法","","S"
"94200848","钩","랗","鉤","T","ถ","t","紅","","T"
"94200849","勾","래","勾","U","ท","u","真","","U"
"94200850","沟","랙","溝","V","ธ","v","荒","","V"
"94200851","苟","랜","苟","W","น","w","郊","","W"
"94200852","狗","랠","狗","X","บ","x","候","","X"
"94200853","垢","램","垢","Y","ป","y","校","","Y"
"94200854","构","랩","構","Z","ผ","z","耕","","Z"
"94200855","购","랫","購","、","ฝ","［","航","","、"
"94200856","够","랬","夠","。","พ","￦","貢","","。"
"94200857","辜","랭","辜","·","ฟ","］","年","","·"
"94200858","菇","랴","菇","‥","ภ","＾","降","","‥"
"94200859","咕","략","咕","…","ม","＿","高","","…"
"94200860","箍","랸","箍","¨","ย","｀","康","","¨"
"94200861","估","럇","估","〃","ร","｛","控","","〃"
"94200862","沽","량","沽","­","ล","｜","梗","","­"
"94200863","孤","러","孤","―","ว","｝","心","","―"
"94200864","姑","럭","姑","∥","ศ","A","黄","","∥"
"94200865","鼓","런","鼓","＼","ษ","B","硫","","＼"
"94200866","古","럴","古","∼","ส","C","喉","","∼"
"94200867","蛊","럼","蠱","‘","ห","D","慌","","‘"
"94200868","骨","럽","骨","’","ฬ","E","港","","’"
"94200869","谷","럿","穀","","อ","F","硬","",""
"94200870","股","렀","股","“","ฮ","G","絞","","“"
"94200871","故","렁","故","”","๑","H","項","","”"
"94200872","顾","렇","顧","〔","๒","I","溝","","〔"
"94200873","固","레","固","〕","๓","G","鉱","","〕"
"94200874","雇","렉","雇","〈","๔","K","構","","〈"
"94200875","刮","렌","刮","〉","๕","L","綱","","〉"
"94200876","瓜","렐","瓜","《","๖","M","酵","","《"
"94200877","剐","렘","剮","》","๗","N","稿","","》"
"94200878","寡","렙","寡","「","๘","O","興","","「"
"94200879","挂","렛","掛","」","๙","P","草","","」"
"94200880","褂","렝","褂","『","๐","Q","衡","","『"
"94200881","乖","려","乖","』","ะ","R","鋼","","』"
"94200882","拐","력","拐","【","า","S","講","","【"
"94200883","怪","련","怪","】","เ","T","購","","】"
"94200884","棺","렬","棺","！","าะ","U","乞","","！"
"94200885","关","렴","關","！","ิ","V","合","","！"
"94200886","官","렵","官","＃","แ","W","拷","","＃"
"94200887","观","렷","觀","＄","โ","X","剛","","＄"
"94200888","管","렸","管","％","ฤ","Y","傲","","％"
"94200889","馆","령","館","＆","ฦ","Z","豪","","＆"
"94200890","罐","례","罐","","อะ","、","克","",""
"94200891","惯","롄","慣","（","อัอา","。","告","","（"
"94200892","灌","롑","灌","）","อิ","·","谷","","）"
"94200893","贯","롓","貫","＊","อี","‥","刻","","＊"
"94200894","光","로","光","＋","อึ","…","幽","","＋"
"94200895","广","록","廣","，","อื","¨","彫","","，"
"94200896","逛","론","逛","－","อุ","〃","国","","－"
"94200897","瑰","롤","瑰","．","อู","­","黒","","．"
"94200898","规","롬","規","／","เอะ","―","穀","","／"
"94200899","圭","롭","圭","0","เอ","∥","酷","","0"
"94200900","硅","롯","矽","1","แอะ","＼","獄","","1"
"94200901","归","롱","歸","2","แอ","∼","骨","","2"
"94200902","龟","롸","龜","3","เอาะ","‘","駒","","3"
"94200903","闺","롼","閨","4","เอา","’","持","","4"
"94200904","轨","뢍","軌","5","เอิ","","込","","5"
"94200905","鬼","뢨","鬼","6","เอีะ","“","頃","","6"
"94200906","诡","뢰","詭","7","เอืะ","”","今","","7"
"94200907","癸","뢴","癸","8","เอื","〔","昨","","8"
"94200908","桂","뢸","桂","9","โอ","〕","困","","9"
"94200909","柜","룀","櫃","：","ไอ","〈","昆","","："
"94200910","跪","룁","跪","；","ใอ","〉","恨","","；"
"94200911","贵","룃","貴","＜","อำ","《","根","","＜"
"94200912","刽","룅","劊","＝",",","》","婚","","＝"
"94200913","辊","료","輥","＞",".","「","混","","＞"
"94200914","棍","룐","棍","?","-","」","痕","","?"
"94200915","锅","룔","鍋","＠","=","『","紺","","＠"
"94200916","郭","룝","郭","a",":","』","魂","","a"
"94200917","国","룟","國","b","""","【","墾","","b"
"94200918","果","룡","果","c","/","】","懇","","c"
"94200919","裹","루","裹","d","(","！","佐","","d"
"94200920","过","룩","過","e",")","！","沙","","e"
"94200921","哈","룬","哈","f",";","＃","査","","f"
"94200922","骸","룰","骸","g","+","＄","砂","","g"
"94200923","孩","룸","孩","h","[","％","土","","h"
"94200924","海","룹","海","i","]","＆","唆","","i"
"94200925","氦","룻","氦","j","{","","差","","j"
"94200926","亥","룽","亥","k","}","（","鎖","","k"
"94200927","害","뤄","害","l","|","）","座","","l"
"94200928","骇","뤘","駭","m","?","＊","挫","","m"
"94200929","酣","뤠","酣","n","!","＋","災","","n"
"94200930","憨","뤼","憨","o","%","，","妻","","o"
"94200931","邯","뤽","邯","p","~","－","采","","p"
"94200932","韩","륀","韓","q","0","．","砕","","q"
"94200933","含","륄","含","r","1","／","宰","","r"
"94200934","涵","륌","涵","s","2","0","栽","","s"
"94200935","寒","륏","寒","t","3","1","彩","","t"
"94200936","函","륑","函","u","4","2","採","","u"
"94200937","喊","류","喊","v","5","3","済","","v"
"94200938","罕","륙","罕","w","6","4","返","","w"
"94200939","翰","륜","翰","x","7","5","祭","","x"
"94200940","撼","률","撼","y","8","6","斎","","y"
"94200941","捍","륨","捍","z","9","7","菜","","z"
"94200942","旱","륩","旱","［","A","8","裁","","［"
"94200943","憾","륫","憾","￦","B","9","債","","￦"
"94200944","悍","륭","悍","］","C","：","催","","］"
"94200945","焊","르","焊","＾","D","；","塞","","＾"
"94200946","汗","륵","汗","＿","E","＜","要","","＿"
"94200947","汉","른","漢","｀","F","＝","脳","","｀"
"94200948","夯","를","夯","｛","G","＞","歳","","｛"
"94200949","杭","름","杭","｜","H","?","載","","｜"
"94200950","航","릅","航","｝","I","＠","二","","｝"
"94200951","壕","릇","壕","A","G","a","積","","A"
"94200952","嚎","릉","嚎","B","K","b","際","","B"
"94200953","豪","릊","豪","C","L","c","埼","","C"
"94200954","毫","릍","毫","D","M","d","在","","D"
"94200955","郝","릎","郝","E","N","e","材","","E"
"94200956","好","리","好","F","O","f","剤","","F"
"94200957","耗","릭","耗","G","P","g","薬","","G"
"94200958","号","린","號","H","Q","h","財","","H"
"94200959","浩","릴","浩","I","R","i","罪","","I"
"94200960","呵","림","呵","G","S","j","崎","","G"
"94200961","喝","립","喝","K","T","k","作","","K"
"94200962","荷","릿","荷","L","U","l","削","","L"
"94200963","菏","링","菏","M","V","m","柵","","M"
"94200964","核","마","核","N","W","n","索","","N"
"94200965","禾","막","禾","O","X","o","策","","O"
"94200966","和","만","和","P","Y","p","酢","","P"
"94200967","何","많","何","Q","Z","q","鉄","","Q"
"94200968","合","맏","合","R","a","r","搾","","R"
"94200969","盒","말","盒","S","b","s","錯","","S"
"94200970","貉","맑","貉","T","c","t","咲","","T"
"94200971","阂","맒","閡","U","d","u","冊","","U"
"94200972","河","맘","河","V","e","v","短","","V"
"94200973","涸","맙","涸","W","f","w","札","","W"
"94200974","赫","맛","赫","X","g","x","刷","","X"
"94200975","褐","망","褐","Y","h","y","刹","","Y"
"94200976","鹤","맞","鶴","Z","i","z","拶","","Z"
"94200977","贺","맡","賀","、","j","［","殺","","、"
"94200978","嘿","맣","嘿","。","k","￦","相","","。"
"94200979","黑","매","黑","·","l","］","察","","·"
"94200980","痕","맥","痕","‥","m","＾","撮","","‥"
"94200981","很","맨","很","…","n","＿","擦","","…"
"94200982","狠","맬","狠","¨","o","｀","皿","","¨"
"94200983","恨","맴","恨","〃","p","｛","山","","〃"
"94200984","哼","맵","哼","­","q","｜","築","","­"
"94200985","亨","맷","亨","―","r","｝","桟","","―"
"94200986","横","맸","橫","∥","s","A","蚕","","∥"
"94200987","衡","맹","衡","＼","t","B","惨","","＼"
"94200988","恒","맺","恒","∼","u","C","産","","∼"
"94200989","轰","먀","轟","‘","v","D","傘","","‘"
"94200990","哄","먁","哄","’","w","E","散","","’"
"94200991","烘","먈","烘","","x","F","算","",""
"94200992","虹","먕","虹","“","y","G","酸","","“"
"94200993","鸿","머","鴻","”","z","H","賛","","”"
"94200994","洪","먹","洪","〔","·","I","残","","〔"
"94200995","宏","먼","宏","〕","ก","G","名","","〕"
"94200996","弘","멀","弘","〈","ข","K","斬","","〈"
"94200997","红","멂","紅","〉","ฃ","L","暫","","〉"
"94200998","喉","멈","喉","《","ค","M","士","","《"
"94200999","侯","멉","侯","》","ฅ","N","博","","》"
"94201000","猴","멋","猴","「","ฆ","O","子","","「"
"94201001","吼","멍","吼","」","ง","P","迷","","」"
"94201002","厚","멎","厚","『","จ","Q","息","","『"
"94201003","候","멓","候","』","ฉ","R","支","","』"
"94201004","后","메","後","【","ช","S","止","","【"
"94201005","呼","멕","呼","】","ซ","T","波","","】"
"94201006","乎","멘","乎","！","ฌ","U","氏","","！"
"94201007","忽","멜","忽","！","ญ","V","仕","","！"
"94201008","瑚","멤","瑚","＃","ฎ","W","史","","＃"
"94201009","壶","멥","壺","＄","ฏ","X","司","","＄"
"94201010","葫","멧","葫","％","ฐ","Y","四","","％"
"94201011","胡","멨","胡","＆","ฑ","Z","市","","＆"
"94201012","蝴","멩","蝴","","ฒ","、","矢","",""
"94201013","狐","며","狐","（","ณ","。","旨","","（"
"94201014","糊","멱","糊","）","ด","·","死","","）"
"94201015","湖","면","湖","＊","ต","‥","糸","","＊"
"94201016","弧","멸","弧","＋","ถ","…","綿","","＋"
"94201017","虎","몃","虎","，","ท","¨","至","","，"
"94201018","唬","몄","唬","－","ธ","〃","伺","","－"
"94201019","护","명","護","．","น","­","志","","．"
"94201020","互","몇","互","／","บ","―","私","","／"
"94201021","沪","몌","滬","0","ป","∥","刺","","0"
"94201022","户","모","戶","1","ผ","＼","始","","1"
"94201023","花","목","花","2","ฝ","∼","姉","","2"
"94201024","哗","몫","嘩","3","พ","‘","枝","","3"
"94201025","华","몬","華","4","ฟ","’","祉","","4"
"94201026","猾","몰","猾","5","ภ","","肢","","5"
"94201027","滑","몲","滑","6","ม","“","姿","","6"
"94201028","画","몸","畫","7","ย","”","思","","7"
"94201029","划","몹","劃","8","ร","〔","指","","8"
"94201030","化","못","化","9","ล","〕","施","","9"
"94201031","话","몽","話","：","ว","〈","師","","："
"94201032","槐","뫄","槐","；","ศ","〉","恣","","；"
"94201033","徊","뫈","徊","＜","ษ","《","紙","","＜"
"94201034","怀","뫘","懷","＝","ส","》","脂","","＝"
"94201035","淮","뫙","淮","＞","ห","「","視","","＞"
"94201036","坏","뫼","壞","?","ฬ","」","紫","","?"
"94201037","欢","묀","歡","＠","อ","『","詞","","＠"
"94201038","环","묄","環","a","ฮ","』","祝","","a"
"94201039","桓","묍","桓","b","๑","【","歯","","b"
"94201040","还","묏","還","c","๒","】","嗣","","c"
"94201041","缓","묑","緩","d","๓","！","詩","","d"
"94201042","换","묘","換","e","๔","！","資","","e"
"94201043","患","묜","患","f","๕","＃","飼","","f"
"94201044","唤","묠","喚","g","๖","＄","誌","","g"
"94201045","痪","묩","瘓","h","๗","％","雌","","h"
"94201046","豢","묫","豢","i","๘","＆","摯","","i"
"94201047","焕","무","煥","j","๙","","賜","","j"
"94201048","涣","묵","渙","k","๐","（","諮","","k"
"94201049","宦","묶","宦","l","ะ","）","示","","l"
"94201050","幻","문","幻","m","า","＊","字","","m"
"94201051","荒","묻","荒","n","เ","＋","寺","","n"
"94201052","慌","물","慌","o","ิ","，","次","","o"
"94201053","黄","묽","黃","p","แ","－","耳","","p"
"94201054","磺","묾","磺","q","โ","．","似","","q"
"94201055","蝗","뭄","蝗","r","ฤ","／","類","","r"
"94201056","簧","뭅","簧","s","ฦ","0","児","","s"
"94201057","皇","뭇","皇","t","อั","1","稚","","t"
"94201058","凰","뭉","凰","u","อิ","2","鹿","","u"
"94201059","惶","뭍","惶","v","อี","3","事","","v"
"94201060","煌","뭏","煌","w","อึ","4","侍","","w"
"94201061","晃","뭐","晃","x","อื","5","治","","x"
"94201062","幌","뭔","幌","y","อุ","6","政","","y"
"94201063","恍","뭘","恍","z","อู","7","滋","","z"
"94201064","谎","뭡","謊","［","ไ","8","慈","","［"
"94201065","灰","뭣","灰","￦","ใ","9","辞","","￦"
"94201066","挥","뭬","揮","］","อำ","：","磁","","］"
"94201067","辉","뮈","輝","＾","บิ","；","餌","","＾"
"94201068","徽","뮌","徽","＿","ฟี","＜","璽","","＿"
"94201069","恢","뮐","恢","｀","ลี","＝","式","","｀"
"94201070","蛔","뮤","蛔","｛","รี","＞","識","","｛"
"94201071","回","뮨","回","｜","มี","?","軸","","｜"
"94201072","毁","뮬","毀","｝","ลี่","＠","七","","｝"
"94201073","悔","뮴","悔","A","ซู","a","失","","A"
"94201074","慧","뮷","慧","B","ฟู","b","室","","B"
"94201075","卉","므","卉","C","น่","c","疾","","C"
"94201076","惠","믄","惠","D","นี่","d","執","","D"
"94201077","晦","믈","晦","E","อ้","e","湿","","E"
"94201078","贿","믐","賄","F","ร์","f","嫉","","F"
"94201079","秽","믓","穢","G","็","g","漆","","G"
"94201080","会","미","會","H","่","h","質","","H"
"94201081","烩","믹","燴","I","้","i","実","","I"
"94201082","汇","민","匯","G","ั","j","芝","","G"
"94201083","讳","믿","諱","K","ี","k","写","","K"
"94201084","诲","밀","誨","L","๊","l","社","","L"
"94201085","绘","밂","繪","M","ๆ","m","車","","M"
"94201086","荤","밈","葷","N","ึ","n","舎","","N"
"94201087","昏","밉","昏","O","๋","o","田","","O"
"94201088","婚","밋","婚","P","ำ","p","猛","","P"
"94201089","魂","밌","魂","Q","์","q","者","","Q"
"94201090","浑","밍","渾","R","ื","r","射","","R"
"94201091","混","및","混","S","ํ","s","捨","","S"
"94201092","豁","밑","豁","T","ฯ","t","赦","","T"
"94201093","活","바","活","U","_","u","斜","","U"
"94201094","伙","박","夥","V","=","v","煮","","V"
"94201095","火","밖","火","W","ู","w","遮","","W"
"94201096","获","밗","獲","X","฿","x","謝","","X"
"94201097","或","반","或","Y","+","y","邪","","Y"
"94201098","惑","받","惑","Z","""","z","蛇","","Z"
"94201099","霍","발","霍","、","/","［","風","","、"
"94201100","货","밝","貨","。",",","￦","尺","","。"
"94201101","祸","밞","禍","·","?","］","借","","·"
"94201102","击","밟","擊","‥","ุ","＾","酌","","‥"
"94201103","圾","밤","圾","…",".","＿","釈","","…"
"94201104","基","밥","基","¨","(","｀","爵","","¨"
"94201105","机","밧","機","〃",")","｛","若","","〃"
"94201106","畸","방","畸","­","-","｜","弱","","­"
"94201107","稽","밭","稽","―","%","｝","寂","","―"
"94201108","积","배","積","∥","ๅ","A","手","","∥"
"94201109","箕","백","箕","＼","ฺ","B","主","","＼"
"94201110","肌","밴","肌","∼",":","C","守","","∼"
"94201111","饥","밸","饑","‘",";","D","留","","‘"
"94201112","迹","뱀","跡","’","[","E","朱","","’"
"94201113","激","뱁","激","","]","F","取","",""
"94201114","讥","뱃","譏","“","{","G","狩","","“"
"94201115","姬","뱄","姬","”","}","H","首","","”"
"94201116","绩","뱅","績","〔","|","I","殊","","〔"
"94201117","缉","뱉","緝","〕","!","G","珠","","〕"
"94201118","吉","뱌","吉","〈","~","K","酒","","〈"
"94201119","极","뱍","極","〉","1","L","腫","","〉"
"94201120","棘","뱐","棘","《","2","M","種","","《"
"94201121","辑","뱝","輯","》","3","N","趣","","》"
"94201122","籍","버","籍","「","4","O","寿","","「"
"94201123","集","벅","集","」","5","P","受","","」"
"94201124","及","번","及","『","6","Q","呪","","『"
"94201125","急","벋","急","』","7","R","授","","』"
"94201126","疾","벌","疾","【","8","S","需","","【"
"94201127","汲","벎","汲","】","9","T","儒","","】"
"94201128","即","범","即","！","0","U","樹","","！"
