"AttributeId","Rank","NpcId","UpgradeId","PropertyRatio","PropertyPlus","Items","Wing","Sprite","EffectBuffArray","GsValue","MilitaryLevel","RobotNameId","ExpLevel"
"110004007","4006","76980009","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","298857","3","90048070","139"
"110004008","4007","76980220","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","298857","3","90048071","139"
"110004009","4008","76980200","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","298857","3","90048069","139"
"110004010","4009","76980009","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","298857","3","90048070","139"
"110004011","4010","76980220","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","298857","3","90048071","139"
"110004012","4011","76980200","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","298857","3","90048069","139"
"110004013","4012","76980009","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","298857","3","90048070","139"
"110004014","4013","76980220","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","298857","3","90048071","139"
"110004015","4014","76980200","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","298857","3","90048069","139"
"110004016","4015","76980009","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","298857","3","90048070","139"
"110004017","4016","76980220","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","298857","3","90048071","139"
"110004018","4017","76980200","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","298857","3","90048069","139"
"110004019","4018","76980009","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","298857","3","90048070","139"
"110004020","4019","76980220","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","298857","3","90048071","139"
"110004021","4020","76980200","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","298857","3","90048069","139"
"110004022","4021","76980009","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","298857","3","90048070","139"
"110004023","4022","76980220","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","298857","3","90048071","139"
"110004024","4023","76980200","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","298857","3","90048069","139"
"110004025","4024","76980009","21050139","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","298857","3","90048070","139"
"110004026","4025","76980220","21050138","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","294152","3","90048071","138"
"110004027","4026","76980200","21050138","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","294152","3","90048069","138"
"110004028","4027","76980009","21050138","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","294152","3","90048070","138"
"110004029","4028","76980220","21050138","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","294152","3","90048071","138"
"110004030","4029","76980200","21050138","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020101,0,0)","31040011","0","","294152","3","90048069","138"
"110004031","4030","76980009","21050138","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020161,0,0)","31040011","0","","294152","3","90048070","138"
"110004032","4031","76980220","21050138","(4,31,2.5,0,1,4,8,7.6,0,1,4,5,2.3,0,1,4,6,2.3,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","(31020221,0,0)","31040011","0","","294152","3","90048071","138"
