"AttributeId","GuideType","NextGuideID","TriggerNextGuideType","LiveTime","OperateType","NeedMoveDistance","NeedRotateAngle","TargetPointType","TargetPointPos","MovementState","MaskBtn","MaskBtnArray","NeedShieldBlackCloth","IsHaveBorder","IsHaveArrow","ArrowPosX","ArrowPosY","ArrowRotation","IsFlip","IsHaveGuideText","RoleHeadId","GuideText","GuideTextPosX","GuideTextPosY","FuncName","FuctionTitle","FuctionWord","FuctionImage","OpenSkillType","AnimPlayCount","AnimID","AnimAdpapter","CinematicAnimationLevelScene","CinematicAnimationPosArr","HideWidgetTag","IsJumpGuide","IgnoreUserInput","IgnoreUIInput","TopJoyStick","HiddenOtherPlayer","CloseAutoMission","OpenAutoMission","NeedUpdateUI","SpecialDoType","CanEnd","CameraCfg","AutoNextLostTime","GuideSoundId","GuideEndSoundIsNotCLose","GuideShineFrameAdjust","GuideOpenUI","BeginNeedShowOperate","NeedShowOperate","TargetLocation","OnMount","GuideEndOpenUi","NotPassCloseGuide","CloseGuideData","BroadcastEvent","NeedShowFaishon"
"100002202","3","100002203","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002203","3","100002204","2","","","","","","","","OpenItemUpgradeWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068127","1100","700","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002204","3","100002205","2","","","","","","","","AwakenWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068128","500","700","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002205","3","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068129","500","550","","","","0","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002210","3","100002211","1","","","","","","","","HelpRewardBtn","","","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"100002211","3","0","2","","","","","","","","HelpBtn","","","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","(1)","","",""
"100002212","3","0","2","","","","","","","","HelpOther","","","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"100002213","3","0","1","","","","","","","","MyHelpInfoWidgetTag","","","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"100002220","2","100002221","0","2","","","","","","","","","","","","","","","","","","","","","","90067968","90067967","91231013","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","","","","91925250","1","","","","","","","","","","",""
"100002221","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90069850","91231013","","1","FuncFly_TakeMoney","","","","","1","1","1","0","","","","","","","","","","","","","","","","","","","","",""
"100002222","3","100002223","2","","","","","","","","ActivityPushButton","","","1","1","0","0","0","0","0","91232699","","","","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002223","3","100002225","2","","","","","","","","OpenBossHomeWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069834","1100","350","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925000","","","","","","","","","","","",""
"100002224","3","100002225","2","","","","","","","","OpenBossWidgetBtn","","","1","1","0","0","0","0","0","91232699","90067983","","","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002225","3","100002226","1","","","","","","","","BossBtnIndex1","","","1","1","0","0","0","0","0","91232699","90067985","","","","","","","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002226","3","0","2","","","","","","","","GoToBtn","","","1","1","0","0","0","0","0","91232699","90067986","","","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002230","3","100002231","2","","","","","","","","ActivityPushButton","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","0","1","0","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002231","3","100002232","2","","","","","","","","OpenArenaWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069284","900","400","","","","0","","","","","","","","1","1","0","0","","1","","","","0","","","91925309","","","","","","","","","","","",""
"100002232","3","0","1","","","","","","","","ArenaRankUp","","","1","1","0","0","0","0","1","91232699","90068000","900","400","","","","0","","","","","","","","1","1","0","0","","1","","","","1","","","","","","","","","","","","","","",""
"100002263","2","100002264","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069528","90069129","91232455","","1","FuncGet_Head","","","","(""MPWidgetSpiritButtonPanel"")","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002264","2","100002266","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069129","91232455","","1","FuncFly_Head","2","","","(""MPWidgetSpiritButtonPanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100002265","3","100002266","2","","","","","","","","ShowOperateWidgetBtn","","","0","1","0","0","0","0","1","91232699","90069292","900","400","","0","0","0","0","0","","","","","","0","1","0","0","","","","","","0","","","91925306","","","","","","","","","","","",""
"100002266","3","100002267","2","","","","","","","","OpenSpiritWidgetBtn","","","0","1","0","0","0","0","0","91232699","0","0","0","","0","0","0","0","0","","","","","","1","1","0","0","","1","0","","","0","","","","","","","","","","","","","","",""
"100002267","3","100002268","2","","","","","","","","NewGuide_Spiriet_Bag01","","","1","1","0","0","0","0","1","91232699","90069293","700","700","","0","0","0","0","0","","","","","","1","1","0","0","","","","","","1","","","91925307","","","","","","","","","","","",""
"100002268","3","100002269","2","","","","","","","","EquipSpiritBtn","","","1","1","0","0","0","1","1","91232699","90069294","700","700","","0","0","0","0","0","","","","","","1","1","0","0","","","0","","","1","","","91925308","","","","","","","","","","","",""
"100002269","3","0","2","","","","","","","","UpgradeBtn","","","1","1","0","0","0","0","1","91232699","90067982","500","550","","","","","","","","","","","","1","1","0","0","","1","0","","","1","","","","","","","","","","","","","","",""
"100002270","3","100002272","2","","","","","","","","OpenBossHomeWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069834","1100","350","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925000","","","","","","","","","","","",""
"100002271","3","100002272","2","","","","","","","","OpenDailyActivityWidgetBtn","","","1","1","0","0","0","0","0","91232699","90067984","","","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002272","3","100002273","1","","","","","","","","BossBtnIndex1","","","1","1","0","0","0","0","0","91232699","90067985","","","","","","","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002273","3","0","2","","","","","","","","GoToBtn","","","1","1","0","0","0","0","0","91232699","90067986","","","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002275","3","100002276","2","","","","","","","","ShowOperateWidgetBtn","","","0","1","0","0","0","0","1","91232699","90069292","900","400","","0","0","0","0","0","","","","","","0","1","0","0","","1","0","","","0","","","91925306","","","","","","","","","","","",""
"100002276","3","100002277","2","","","","","","","","OpenSpiritWidgetBtn","","","0","1","0","0","0","0","0","91232699","0","0","0","","0","0","0","0","0","","","","","","1","1","0","0","","1","0","","","0","","","","","","","","","","","","","","",""
"100002277","3","100002278","2","","","","","","","","ChooseItem","","","1","1","0","0","0","0","1","91232699","90067981","500","700","","","","","","","","","","","","1","1","0","0","","1","0","","","0","","","","","","","","","","","","","","",""
"100002278","3","0","2","","","","","","","","UpgradeBtn","","","1","1","0","0","0","0","1","91232699","90067982","500","550","","","","","","","","","","","","1","1","0","0","","1","0","","","1","","","","","","","","","","","","","","",""
"100100002","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing11_WangChengHangPai","(71330,65860,4360)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100003","0","100100030","0","0.3","","","","","","","","","","0","0","0","0","0","0","0","","0","0","0","","","","0","","","","","","","","0","","0","0","","1","","","","1","","0.3","","","","","","","","","","","","",""
"100100004","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_ZhangJie1_6","(21680,58370,338)","","0","1","0","0","","1","0","","","1","","","","","","","","","","","","","","",""
"100100005","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing14_XingCunZhe","(12540,101290,170)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100006","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing15_TianJiangYanHuang","(15600,138830,1590)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100007","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing16_ShenFaZhiDi","(58860,168190,1530)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100008","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing17_ChuanHuan","(80790,134340,670)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100009","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing18_WangChengJiDou","(71620,62930,4360)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100010","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing19_WangChengJiDou2","(71350,63520,4360)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100011","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing20_WangChengJiDou3","(71350,63520,4360)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100012","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing21_ZhiMianYanLong","(63570,210770,6890)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100013","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing22_ZuoZhanQieYi","(-77470,297940,22100)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100014","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing23_NaJiaNvWang","(157820,139040,1690)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100015","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing24_BianJie","(210300,124240,3020)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100016","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing25_YiLiaoZuoYe","(129320,75240,930)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100017","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing26_BingQi","(167730,86130,3600)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100019","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_XinYang","(13879,112770,30707)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100021","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_FuWen","(70940,252640,21000)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100022","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_ChiBang","(16750,20160,3140)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100023","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","GradeUp","","","0","","","","","DongHua_ZhuanSheng","(71350,63520,4360)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100024","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_HuoDeWuQi","(21184,31352,2178)","","0","1","0","0","","1","0","","","1","","","","","","","","","","","","","","",""
"100100025","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","Level_Demonstration","(19313,26707,2244)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100026","0","100100029","0","0.3","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","0","","","","","","","","0","1","0","0","","1","","","","","","0.3","","","","","","","","","","","","",""
"100100027","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_BossBorn2","(19363,55701,850)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100028","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_BossBorn3","(60543,62795,2956)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100029","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_BossBorn1","(20455,53072,338)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100030","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_ZhangJie1_5","(22344,58668,453)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100059","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing27_MiTan","(71672,66274,4459)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100060","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing28_XinZang","(98010,44440,1480)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100061","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing29_QiZi","(192513,28787,3260)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100062","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing30_WaiLaiZhe","(67660,67782,4490)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100063","2","100100064","0","2","","","","","","","","","","","","","","","","","","","","","","90096693","90096705","91231357","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100064","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096705","91231357","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100065","2","100100066","0","2","","","","","","","","","","","","","","","","","","","","","","90096694","90096706","91231358","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100066","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096706","91231358","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100067","2","100100068","0","2","","","","","","","","","","","","","","","","","","","","","","90096695","90096707","91231359","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100068","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096707","91231359","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100069","2","100100070","0","2","","","","","","","","","","","","","","","","","","","","","","90096696","90096708","91231360","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100070","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096708","91231360","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100071","2","100100072","0","2","","","","","","","","","","","","","","","","","","","","","","90096697","90096709","91231361","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100072","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096709","91231361","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100073","2","100100074","0","2","","","","","","","","","","","","","","","","","","","","","","90096698","90096710","91231362","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100074","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096710","91231362","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100079","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","Level_Demonstration","(58406,19826,2493)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100080","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing32_HunLuanLingYu","(66323,71459,16798)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100081","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing33_LieChongRen","(66608,71245,16764)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100082","2","100100083","0","2","","","","","","","","","","","","","","","","","","","","","","90096914","90096922","91290682","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100083","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096922","91290682","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100084","2","100100085","0","2","","","","","","","","","","","","","","","","","","","","","","90096915","90096923","91290683","","1","FuncGet_Head","","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100085","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90096923","91290683","","1","FuncFly_Head","2","","","","0","1","1","0","","1","1","","","","","","","","","","","","","","","","","",""
"100100086","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_JuQing31_ChuanSong_2","(44054,17429,2326)","","0","1","0","0","","1","1","","","0","","","","","","","","","","","","","","",""
"100100087","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_DuoYuanYuZhou_XinHuoZhong","(-21724,28081,14013)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100088","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_DuoYuanYuZhou_XinHuoZhong","(-21724,28081,14013)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100089","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_DuoYuanYuZhou_XinHuoZhong","(-21724,28081,14013)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100090","4","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","DongHua_DuoYuanYuZhou_XinHuoZhong","(-21724,28081,14013)","","0","1","0","0","","1","1","","","1","","","","","","","","","","","","","","",""
"100100100","0","100100101","0","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","1","0","1","1","","","","","","2","","","","","","","(21978,47283,351)","","","","","",""
"100100101","3","100100102","2","","","","","","","","MountSprintTag","","","1","1","0","0","0","0","1","91232699","90068131","800","900","","","","","","","","","","","","0","1","0","0","1","","","","","","","","","","","","","","","","","","","",""
"100100102","0","0","1","1","","","","","","","","","","0","0","0","0","0","0","0","","0","0","0","","","","","","","","","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
"100100110","2","100100111","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069549","90069862","91232469","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","0","","","91925279","1","","","","","","","","","","",""
"100100111","2","100100112","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069862","91232469","","1","FuncFly_FuBen","","","","","1","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100100112","3","100100113","2","","","","","","","","OpenMustDoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90067173","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925321","","","","","","","","","","","",""
"100100113","3","100100115","2","","","","","","","","MustDoLineGotoButton0","","","1","1","0","0","0","0","1","91232699","90067163","1100","500","","","","","","","","","","","","1","1","0","0","","","","","11","1","","","","","","","","","","","","","","",""
"100100114","3","100100115","1","","","","","","","","ExpActivityPanel","","1","1","0","0","0","0","0","1","91232699","90067189","700","500","","","","","","","","","","","","1","1","0","0","","","","","8","0","","","","","","","","","","","","","","",""
"100100115","3","0","2","","","","","","","","TeamPlatformButton7","","","1","1","0","0","0","0","1","91232699","90069261","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925279","1","","","","","","","","","","",""
"100100120","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FirstRecharge",""
"100100150","3","100100151","2","","","","","","","","GradeUpMissionBtn","","","1","1","0","0","0","0","1","91232699","90067969","1000","500","","","","","","","","","","","","1","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"100100151","3","100100152","2","","","","","","","","MissionFireBtn","","","1","1","0","0","0","0","1","91232699","90067970","1000","400","","","","","","","","","","","","1","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"100100152","3","0","2","","","","","","","","GradeBreakBtn","","","1","1","0","0","0","0","1","91232699","90067971","700","700","","","","","","","","","","","","1","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"100100160","3","0","2","","","","","","","","Mission15030450","","","1","1","0","0","0","0","1","91232699","90067176","1000","500","","","","","","","","","","","","1","1","0","0","","1","0","","","1","","","","","","","","","","","","","","",""
"100100170","2","100100171","0","2","","","","","","","","","","","","","","","","","91232699","","","","","90069008","90069009","91291049","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100171","2","100100172","3","","","","","","","","","","","","","","","","","","91232699","","","","","","90069009","91291049","","1","FuncFly_Head","2","","","","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100100172","3","100100173","2","","","","","","","","OpenMountWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069010","1200","800","","","","","","","","","","","","1","1","0","0","","","","","1","0","","","","","","","","","","","","","","",""
"100100173","3","100100174","2","","","","","","","","MountEquipBtn","","","1","1","0","0","0","0","1","91232699","90069011","500","400","","","","","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100100174","3","100100175","1","","","","","","","","MountEquipBtn1","","","1","1","0","0","0","0","1","91232699","90069012","500","600","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100175","3","0","2","","","","","","","","GetMountEquipBtn","","","1","0","0","0","0","0","1","91232699","90069013","500","600","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100100180","2","100100181","0","2","","","","","","","","","","","","","","","","","91232699","","","","","90069608","90069114","91231342","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100181","2","0","3","","","","","","","","","","","","","","","","","","91232699","","","","","","90069114","91231342","","1","FuncFly_XianShiHuoDong","","","","","1","1","1","0","","","0","","","1","","","","","","","","","","","","","","",""
"100100190","2","100100191","0","2","","","","","","","","","","","","","","","","","91232699","","","","","90067965","90067966","91231013","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100191","2","0","3","","","","","","","","","","","","","","","","","","91232699","","","","","","90067966","91231013","","1","FuncFly_ZhuanZhi","","","","","1","1","1","0","","","0","","","1","","","","","","","","","","","","","","",""
"100100200","3","0","2","","","","","","","","OpenMustDoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90067177","500","700","","","","","","","","","","","","1","1","0","0","","1","0","","","1","","","","","","","","","","","","","","",""
"100100220","2","100100221","0","2","","","","","","","","","","","","","","","","","","","","","","90067963","90067964","91291089","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100221","2","100100222","3","","","","","","","","","","","","","","","","","","","","","","","","90067964","91291089","","1","FuncFly_Head","2","","","","1","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100100222","3","100100223","2","","","","","","","","OpenWingWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069310","1100","400","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100223","3","100100224","2","","","","","","","","WingTag6","","","1","1","0","0","0","0","1","91232699","90069014","700","600","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100224","3","100100225","2","","","","","","","","PsychicBtn","","","1","1","0","0","0","0","1","91232699","90069015","700","600","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100225","0","100100226","1","","","","","","","","","","","","","","","","","1","91232699","90069016","700","500","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100226","3","0","2","","","","","","","","ZhuLingBtn","","","1","1","0","0","0","0","1","91232699","90069017","700","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","","","","","","","","","","","","",""
"100100230","2","100100231","0","2","","","","","","","","","","","","","","","","","","","","","","90068134","90068012","91232453","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100231","2","100100232","3","","","","","","","","","","","","","","","","","","","","","","","","90068012","91232453","","1","FuncFly_BaoZang","","","","","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100100232","3","100100233","2","","","","","","","","MPWidgetBaoZangButton","","","1","1","0","0","0","0","1","91232699","90068013","1100","300","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925352","","","","","","","","","","","",""
"100100233","3","100100234","2","","","","","","","","TreasureElementBtn","","","1","1","0","0","0","0","1","91232699","90068015","700","300","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925354","","","","","","","","","","","",""
"100100234","3","0","2","","","","","","","","RuneFreeBtn","","","1","1","0","0","0","0","1","91232699","90068016","500","900","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925355","","","","","","","","","","","",""
"100100240","2","100100241","0","2","","","","","","","","","","","","","","","","","","","","","","90069858","90067966","91231013","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","","","","","","","","","","","","","","","",""
"100100241","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90069850","91231013","","1","FuncFly_TakeMoney","","","","","1","1","1","0","","","0","","","","","","","","","","","","","","","","","",""
"100100250","2","100100251","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90069612","90069393","0","100","1","FuncGet_Head","","","","","0","0","0","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100251","2","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90069393","0","100","1","FuncFly_SKill_4","2","","","","0","0","0","0","","","0","","","0","","","","","","","","","","","","","","",""
