"AttributeId","PropertyID","PropertyMaxLimit","GoldCost","DiamondCost","MaterialID","MaterialCost","GoldSuccinctEffectChance","DiamondSuccinctEffectChance","GoldSuccinctAttUpChance","GoldPropertyChangeRange","DiamondSuccinctAttUpChance","DiamondPropertyChangeRange","Noticeld","MaterialShopID"
"43070175","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070176","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070177","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070178","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070179","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070180","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070181","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070182","(8,9,11)","(560,50,90)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070183","(8,9,11)","(560,50,90)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070184","(8,9,11)","(560,50,90)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070185","(8,9,11)","(560,50,90,1350,110,230,3380,280,560)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070186","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070187","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070188","(8,9,11)","(560,50,90)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070189","(8,9,11)","(560,50,90)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070190","(8,9,11)","(560,50,90,1350,110,230)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070191","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070192","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070193","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070194","(8,9,11)","(560,50,90)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070195","(8,9,11)","(560,50,90,1350,110,230)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070196","(8,9,11)","(560,50,90,1350,110,230,3380,280,560)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070197","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070198","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070199","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070200","(8,9,11)","(560,50,90,1350,110,230)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070201","(8,9,11)","(560,50,90,1350,110,230,3380,280,560)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070202","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070203","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070204","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070205","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070206","(8,9,11)","(560,50,90,1350,110,230,3380,280,560)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070207","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070208","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070209","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070210","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070211","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070212","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070213","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070214","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070215","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070216","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070217","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070218","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070219","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070220","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070221","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070222","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070223","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070224","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070225","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070226","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070227","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070228","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070229","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070230","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070231","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070232","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070233","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070234","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070235","(8,9,11)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070236","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070237","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070238","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000037","35011008"
"43070239","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070240","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070241","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070242","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070243","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070244","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070245","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070246","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070247","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070248","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070249","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070250","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250,198000,16500,33000,603000,50250,100500,1908000,159000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
"43070251","(8,9,11)","(560,50,90,1350,110,230,3380,280,560,8780,730,1460,23850,1990,3980,67500,5630,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-30,-1,1,30,-60,-1,1,60)","93000158","35011008"
