"AttributeId","UpgradeCost","RecoveryReward","DiamondRecoveryMoney","DiamondRecoveryCost"
"69022067","(26,25800)","(26,850800)","(26,1063500)","(4,14251)"
"69022068","(26,26100)","(26,871440)","(26,1089300)","(4,14815)"
"69022069","(26,26400)","(26,892320)","(26,1115400)","(4,15393)"
"69022070","(26,26700)","(26,913440)","(26,1141800)","(4,15986)"
"69022071","(26,27000)","(26,934800)","(26,1168500)","(4,16593)"
"69022072","(26,27300)","(26,956400)","(26,1195500)","(4,17216)"
"69022073","(26,27600)","(26,978240)","(26,1222800)","(4,17853)"
"69022074","(26,27900)","(26,1000320)","(26,1250400)","(4,18506)"
"69022075","(26,28200)","(26,1022640)","(26,1278300)","(4,19175)"
"69022076","(26,28500)","(26,1045200)","(26,1306500)","(4,19859)"
"69022077","(26,28800)","(26,1068000)","(26,1335000)","(4,20559)"
"69022078","(26,29100)","(26,1091040)","(26,1363800)","(4,21276)"
"69022079","(26,29400)","(26,1114320)","(26,1392900)","(4,22008)"
"69022080","(26,29700)","(26,1137840)","(26,1422300)","(4,22757)"
"69022081","(26,30000)","(26,1161600)","(26,1452000)","(4,23523)"
"69022082","(26,30300)","(26,1185600)","(26,1482000)","(4,24305)"
"69022083","(26,30600)","(26,1209840)","(26,1512300)","(4,25105)"
"69022084","(26,30900)","(26,1234320)","(26,1542900)","(4,25921)"
"69022085","(26,31200)","(26,1259040)","(26,1573800)","(4,26755)"
"69022086","(26,31500)","(26,1284000)","(26,1605000)","(4,27606)"
"69022087","(26,31800)","(26,1309200)","(26,1636500)","(4,28476)"
"69022088","(26,32100)","(26,1334640)","(26,1668300)","(4,29363)"
"69022089","(26,32400)","(26,1360320)","(26,1700400)","(4,30268)"
"69022090","(26,32700)","(26,1386240)","(26,1732800)","(4,31191)"
"69022091","(26,33000)","(26,1412400)","(26,1765500)","(4,32133)"
"69022092","(26,33300)","(26,1438800)","(26,1798500)","(4,33093)"
"69022093","(26,33600)","(26,1465440)","(26,1831800)","(4,34072)"
"69022094","(26,33900)","(26,1492320)","(26,1865400)","(4,35070)"
"69022095","(26,34200)","(26,1519440)","(26,1899300)","(4,36087)"
"69022096","(26,34500)","(26,1546800)","(26,1933500)","(4,37124)"
"69022097","(26,34800)","(26,1574400)","(26,1968000)","(4,38180)"
"69022098","(26,35100)","(26,1602240)","(26,2002800)","(4,39255)"
"69022099","(26,35400)","(26,1630320)","(26,2037900)","(4,40351)"
"69022100","(26,35400)","(26,1658640)","(26,2073300)","(4,41466)"
"69022101","(26,35400)","(26,1686960)","(26,2108700)","(4,42599)"
"69022102","(26,35400)","(26,1715280)","(26,2144100)","(4,43753)"
"69022103","(26,35400)","(26,1743600)","(26,2179500)","(4,44928)"
"69022104","(26,35400)","(26,1771920)","(26,2214900)","(4,46124)"
"69022105","(26,35400)","(26,1800240)","(26,2250300)","(4,47341)"
"69022106","(26,35400)","(26,1828560)","(26,2285700)","(4,48580)"
"69022107","(26,35400)","(26,1856880)","(26,2321100)","(4,49841)"
"69022108","(26,35400)","(26,1885200)","(26,2356500)","(4,51123)"
"69022109","(26,35400)","(26,1913520)","(26,2391900)","(4,52427)"
"69022110","(26,35400)","(26,1941840)","(26,2427300)","(4,53754)"
"69022111","(26,35400)","(26,1970160)","(26,2462700)","(4,55103)"
"69022112","(26,35400)","(26,1998480)","(26,2498100)","(4,56475)"
"69022113","(26,35400)","(26,2026800)","(26,2533500)","(4,57869)"
"69022114","(26,35400)","(26,2055120)","(26,2568900)","(4,59286)"
"69022115","(26,35400)","(26,2083440)","(26,2604300)","(4,60726)"
"69022116","(26,35400)","(26,2111760)","(26,2639700)","(4,62190)"
"69022117","(26,35400)","(26,2140080)","(26,2675100)","(4,63677)"
"69022118","(26,35400)","(26,2168400)","(26,2710500)","(4,65188)"
"69022119","(26,35400)","(26,2196720)","(26,2745900)","(4,66723)"
"69022120","(26,35400)","(26,2225040)","(26,2781300)","(4,68282)"
"69022121","(26,35400)","(26,2253360)","(26,2816700)","(4,69865)"
"69022122","(26,35400)","(26,2281680)","(26,2852100)","(4,71472)"
"69022123","(26,35400)","(26,2310000)","(26,2887500)","(4,73104)"
"69022124","(26,35400)","(26,2338320)","(26,2922900)","(4,74761)"
"69022125","(26,35400)","(26,2366640)","(26,2958300)","(4,76443)"
"69022126","(26,35400)","(26,2394960)","(26,2993700)","(4,78150)"
"69022127","(26,35400)","(26,2423280)","(26,3029100)","(4,79882)"
"69022128","(26,35400)","(26,2451600)","(26,3064500)","(4,81639)"
"69022129","(26,35400)","(26,2479920)","(26,3099900)","(4,83422)"
"69022130","(26,35400)","(26,2508240)","(26,3135300)","(4,85231)"
"69022131","(26,35400)","(26,2536560)","(26,3170700)","(4,87066)"
"69022132","(26,35400)","(26,2564880)","(26,3206100)","(4,88927)"
"69022133","(26,35400)","(26,2593200)","(26,3241500)","(4,90815)"
"69022134","(26,35400)","(26,2621520)","(26,3276900)","(4,92729)"
"69022135","(26,35400)","(26,2649840)","(26,3312300)","(4,94670)"
"69022136","(26,35400)","(26,2678160)","(26,3347700)","(4,96638)"
"69022137","(26,35400)","(26,2706480)","(26,3383100)","(4,98633)"
"69022138","(26,35400)","(26,2734800)","(26,3418500)","(4,100655)"
"69022139","(26,35400)","(26,2763120)","(26,3453900)","(4,102705)"
"69022140","(26,35400)","(26,2791440)","(26,3489300)","(4,104782)"
"69022141","(26,35400)","(26,2819760)","(26,3524700)","(4,106887)"
"69022142","(26,35400)","(26,2848080)","(26,3560100)","(4,109020)"
"69022143","(26,35400)","(26,2876400)","(26,3595500)","(4,111181)"
"69022144","(26,35400)","(26,2904720)","(26,3630900)","(4,113371)"
"69022145","(26,35400)","(26,2933040)","(26,3666300)","(4,115589)"
"69022146","(26,35400)","(26,2961360)","(26,3701700)","(4,117836)"
"69022147","(26,35400)","(26,2989680)","(26,3737100)","(4,120112)"
"69022148","(26,35400)","(26,3018000)","(26,3772500)","(4,122417)"
"69022149","(26,35400)","(26,3046320)","(26,3807900)","(4,124751)"
"69022150","(26,35400)","(26,3074640)","(26,3843300)","(4,127115)"
"69022151","(26,35400)","(26,3102960)","(26,3878700)","(4,129508)"
"69022152","(26,35400)","(26,3131280)","(26,3914100)","(4,131931)"
"69022153","(26,35400)","(26,3159600)","(26,3949500)","(4,134384)"
"69022154","(26,35400)","(26,3187920)","(26,3984900)","(4,136867)"
"69022155","(26,35400)","(26,3216240)","(26,4020300)","(4,139381)"
"69022156","(26,35400)","(26,3244560)","(26,4055700)","(4,141925)"
"69022157","(26,35400)","(26,3272880)","(26,4091100)","(4,144500)"
"69022158","(26,35400)","(26,3301200)","(26,4126500)","(4,147106)"
"69022159","(26,35400)","(26,3329520)","(26,4161900)","(4,149743)"
"69022160","(26,35400)","(26,3357840)","(26,4197300)","(4,152411)"
"69022161","(26,35400)","(26,3386160)","(26,4232700)","(4,155111)"
"69022162","(26,35400)","(26,3414480)","(26,4268100)","(4,157842)"
"69022163","(26,35400)","(26,3442800)","(26,4303500)","(4,160605)"
"69022164","(26,35400)","(26,3471120)","(26,4338900)","(4,163400)"
"69022165","(26,35400)","(26,3499440)","(26,4374300)","(4,166227)"
"69022166","(26,35400)","(26,3527760)","(26,4409700)","(4,169086)"
"69022167","(26,35400)","(26,3556080)","(26,4445100)","(4,171978)"
"69022168","(26,35400)","(26,3584400)","(26,4480500)","(4,174903)"
"69022169","(26,35400)","(26,3612720)","(26,4515900)","(4,177860)"
"69022170","(26,35400)","(26,3641040)","(26,4551300)","(4,180850)"
"69022171","(26,35400)","(26,3669360)","(26,4586700)","(4,183874)"
"69022172","(26,35400)","(26,3697680)","(26,4622100)","(4,186931)"
"69022173","(26,35400)","(26,3726000)","(26,4657500)","(4,190022)"
"69022174","(26,35400)","(26,3754320)","(26,4692900)","(4,193146)"
"69022175","(26,35400)","(26,3782640)","(26,4728300)","(4,196304)"
"69022176","(26,35400)","(26,3810960)","(26,4763700)","(4,199496)"
"69022177","(26,35400)","(26,3839280)","(26,4799100)","(4,202723)"
"69022178","(26,35400)","(26,3867600)","(26,4834500)","(4,205984)"
"69022179","(26,35400)","(26,3895920)","(26,4869900)","(4,209280)"
"69022180","(26,35400)","(26,3924240)","(26,4905300)","(4,212611)"
"69022181","(26,35400)","(26,3952560)","(26,4940700)","(4,215977)"
"69022182","(26,35400)","(26,3980880)","(26,4976100)","(4,219378)"
"69022183","(26,35400)","(26,4009200)","(26,5011500)","(4,222814)"
"69022184","(26,35400)","(26,4037520)","(26,5046900)","(4,226286)"
"69022185","(26,35400)","(26,4065840)","(26,5082300)","(4,229793)"
"69022186","(26,35400)","(26,4094160)","(26,5117700)","(4,233336)"
"69022187","(26,35400)","(26,4122480)","(26,5153100)","(4,236915)"
"69022188","(26,35400)","(26,4150800)","(26,5188500)","(4,240531)"
"69022189","(26,35400)","(26,4179120)","(26,5223900)","(4,244183)"
"69022190","(26,35400)","(26,4207440)","(26,5259300)","(4,247872)"
"69022191","(26,35400)","(26,4235760)","(26,5294700)","(4,251597)"
"69022192","(26,35400)","(26,4264080)","(26,5330100)","(4,255359)"
"69022193","(26,35400)","(26,4292400)","(26,5365500)","(4,259159)"
"69022194","(26,35400)","(26,4320720)","(26,5400900)","(4,262996)"
"69022195","(26,35400)","(26,4349040)","(26,5436300)","(4,266870)"
"69022196","(26,35400)","(26,4377360)","(26,5471700)","(4,270782)"
"69022197","(26,35400)","(26,4405680)","(26,5507100)","(4,274732)"
"69022198","(26,35400)","(26,4434000)","(26,5542500)","(4,278720)"
"69022199","(26,35400)","(26,4462320)","(26,5577900)","(4,282746)"
"69022200","","(26,4490640)","(26,5613300)","(4,286810)"
"69023001","(26,8000)","(26,41800)","",""
"69023002","(26,8400)","(26,41800)","(26,40000)","(4,16)"
"69023003","(26,8800)","(26,50579)","(26,48400)","(4,30)"
"69023004","(26,9200)","(26,59775)","(26,57200)","(4,46)"
"69023005","(26,9600)","(26,69389)","(26,66400)","(4,67)"
"69023006","(26,10000)","(26,79421)","(26,76000)","(4,92)"
"69023007","(26,10400)","(26,89872)","(26,86000)","(4,121)"
"69023008","(26,10800)","(26,100740)","(26,96400)","(4,155)"
"69023009","(26,11200)","(26,112026)","(26,107200)","(4,193)"
"69023010","(26,11600)","(26,123730)","(26,118400)","(4,237)"
"69023011","(26,12000)","(26,135852)","(26,130000)","(4,286)"
"69023012","(26,12400)","(26,148392)","(26,142000)","(4,341)"
"69023013","(26,12800)","(26,161351)","(26,154400)","(4,402)"
"69023014","(26,13200)","(26,174727)","(26,167200)","(4,469)"
"69023015","(26,13600)","(26,188521)","(26,180400)","(4,542)"
"69023016","(26,14000)","(26,202733)","(26,194000)","(4,621)"
"69023017","(26,14400)","(26,217364)","(26,208000)","(4,708)"
"69023018","(26,14800)","(26,232412)","(26,222400)","(4,801)"
"69023019","(26,15200)","(26,247878)","(26,237200)","(4,902)"
"69023020","(26,15600)","(26,263762)","(26,252400)","(4,1010)"
"69023021","(26,16000)","(26,280064)","(26,268000)","(4,1126)"
"69023022","(26,16400)","(26,296784)","(26,284000)","(4,1250)"
"69023023","(26,16800)","(26,313923)","(26,300400)","(4,1382)"
"69023024","(26,17200)","(26,331479)","(26,317200)","(4,1523)"
"69023025","(26,17600)","(26,349453)","(26,334400)","(4,1672)"
"69023026","(26,18000)","(26,367845)","(26,352000)","(4,1831)"
"69023027","(26,18400)","(26,386656)","(26,370000)","(4,1998)"
"69023028","(26,18800)","(26,405884)","(26,388400)","(4,2176)"
"69023029","(26,19200)","(26,425530)","(26,407200)","(4,2362)"
"69023030","(26,19600)","(26,445594)","(26,426400)","(4,2559)"
"69023031","(26,20000)","(26,466076)","(26,446000)","(4,2766)"
"69023032","(26,20400)","(26,486976)","(26,466000)","(4,2983)"
"69023033","(26,20800)","(26,508295)","(26,486400)","(4,3211)"
"69023034","(26,21200)","(26,530031)","(26,507200)","(4,3449)"
"69023035","(26,21600)","(26,552185)","(26,528400)","(4,3699)"
"69023036","(26,22000)","(26,574757)","(26,550000)","(4,3960)"
"69023037","(26,22400)","(26,597748)","(26,572000)","(4,4233)"
"69023038","(26,22800)","(26,621156)","(26,594400)","(4,4518)"
"69023039","(26,23200)","(26,644982)","(26,617200)","(4,4815)"
"69023040","(26,23600)","(26,669226)","(26,640400)","(4,5124)"
"69023041","(26,24000)","(26,693888)","(26,664000)","(4,5445)"
"69023042","(26,24400)","(26,718968)","(26,688000)","(4,5780)"
"69023043","(26,24800)","(26,744467)","(26,712400)","(4,6127)"
"69023044","(26,25200)","(26,770383)","(26,737200)","(4,6488)"
"69023045","(26,25600)","(26,796717)","(26,762400)","(4,6862)"
"69023046","(26,26000)","(26,823469)","(26,788000)","(4,7250)"
"69023047","(26,26400)","(26,850640)","(26,814000)","(4,7652)"
"69023048","(26,26800)","(26,878228)","(26,840400)","(4,8068)"
"69023049","(26,27200)","(26,906234)","(26,867200)","(4,8499)"
"69023050","(26,27600)","(26,934658)","(26,894400)","(4,8944)"
"69023051","(26,28000)","(26,963500)","(26,922000)","(4,9405)"
"69023052","(26,28400)","(26,992760)","(26,950000)","(4,9880)"
"69023053","(26,28800)","(26,1022439)","(26,978400)","(4,10372)"
"69023054","(26,29200)","(26,1052535)","(26,1007200)","(4,10878)"
"69023055","(26,29600)","(26,1083049)","(26,1036400)","(4,11401)"
"69023056","(26,30000)","(26,1113981)","(26,1066000)","(4,11940)"
"69023057","(26,30400)","(26,1145332)","(26,1096000)","(4,12495)"
"69023058","(26,30800)","(26,1177100)","(26,1126400)","(4,13067)"
"69023059","(26,31200)","(26,1209286)","(26,1157200)","(4,13655)"
"69023060","(26,31600)","(26,1241890)","(26,1188400)","(4,14261)"
"69023061","(26,32000)","(26,1274912)","(26,1220000)","(4,14884)"
"69023062","(26,32400)","(26,1308352)","(26,1252000)","(4,15525)"
"69023063","(26,32800)","(26,1342211)","(26,1284400)","(4,16184)"
"69023064","(26,33200)","(26,1376487)","(26,1317200)","(4,16861)"
"69023065","(26,33600)","(26,1411181)","(26,1350400)","(4,17556)"
"69023066","(26,34000)","(26,1446293)","(26,1384000)","(4,18269)"
"69023067","(26,34400)","(26,1481824)","(26,1418000)","(4,19002)"
"69023068","(26,34800)","(26,1517772)","(26,1452400)","(4,19753)"
"69023069","(26,35200)","(26,1554138)","(26,1487200)","(4,20524)"
"69023070","(26,35600)","(26,1590922)","(26,1522400)","(4,21314)"
"69023071","(26,36000)","(26,1628124)","(26,1558000)","(4,22124)"
"69023072","(26,36400)","(26,1665744)","(26,1594000)","(4,22954)"
"69023073","(26,36800)","(26,1703783)","(26,1630400)","(4,23804)"
"69023074","(26,37200)","(26,1742239)","(26,1667200)","(4,24675)"
"69023075","(26,37600)","(26,1781113)","(26,1704400)","(4,25566)"
"69023076","(26,38000)","(26,1820405)","(26,1742000)","(4,26479)"
"69023077","(26,38400)","(26,1860116)","(26,1780000)","(4,27412)"
"69023078","(26,38800)","(26,1900244)","(26,1818400)","(4,28368)"
"69023079","(26,39200)","(26,1940790)","(26,1857200)","(4,29344)"
"69023080","(26,39600)","(26,1981754)","(26,1896400)","(4,30343)"
"69023081","(26,40000)","(26,2023136)","(26,1936000)","(4,31364)"
"69023082","(26,40400)","(26,2064936)","(26,1976000)","(4,32407)"
"69023083","(26,40800)","(26,2107155)","(26,2016400)","(4,33473)"
"69023084","(26,41200)","(26,2149791)","(26,2057200)","(4,34561)"
"69023085","(26,41600)","(26,2192845)","(26,2098400)","(4,35673)"
"69023086","(26,42000)","(26,2236317)","(26,2140000)","(4,36808)"
"69023087","(26,42400)","(26,2280208)","(26,2182000)","(4,37967)"
"69023088","(26,42800)","(26,2324516)","(26,2224400)","(4,39150)"
"69023089","(26,43200)","(26,2369242)","(26,2267200)","(4,40357)"
"69023090","(26,43600)","(26,2414386)","(26,2310400)","(4,41588)"
"69023091","(26,44000)","(26,2459948)","(26,2354000)","(4,42843)"
"69023092","(26,44400)","(26,2505928)","(26,2398000)","(4,44124)"
"69023093","(26,44800)","(26,2552327)","(26,2442400)","(4,45429)"
"69023094","(26,45200)","(26,2599143)","(26,2487200)","(4,46760)"
"69023095","(26,45600)","(26,2646377)","(26,2532400)","(4,48116)"
"69023096","(26,46000)","(26,2694029)","(26,2578000)","(4,49498)"
"69023097","(26,46400)","(26,2742100)","(26,2624000)","(4,50906)"
"69023098","(26,46800)","(26,2790588)","(26,2670400)","(4,52340)"
"69023099","(26,47200)","(26,2839494)","(26,2717200)","(4,53801)"
"69023100","(26,47200)","(26,2877254)","(26,2764400)","(4,55288)"
"69023101","(26,47200)","(26,2915014)","(26,2811600)","(4,56800)"
"69023102","(26,47200)","(26,2952774)","(26,2858800)","(4,58340)"
"69023103","(26,47200)","(26,2990534)","(26,2906000)","(4,59908)"
"69023104","(26,47200)","(26,3028294)","(26,2953200)","(4,61504)"
"69023105","(26,47200)","(26,3066054)","(26,3000400)","(4,63128)"
"69023106","(26,47200)","(26,3103814)","(26,3047600)","(4,64781)"
"69023107","(26,47200)","(26,3141574)","(26,3094800)","(4,66463)"
"69023108","(26,47200)","(26,3179334)","(26,3142000)","(4,68174)"
"69023109","(26,47200)","(26,3217094)","(26,3189200)","(4,69915)"
"69023110","(26,47200)","(26,3254854)","(26,3236400)","(4,71686)"
"69023111","(26,47200)","(26,3292614)","(26,3283600)","(4,73487)"
"69023112","(26,47200)","(26,3330374)","(26,3330800)","(4,75318)"
"69023113","(26,47200)","(26,3368134)","(26,3378000)","(4,77179)"
"69023114","(26,47200)","(26,3405894)","(26,3425200)","(4,79071)"
"69023115","(26,47200)","(26,3443654)","(26,3472400)","(4,80994)"
"69023116","(26,47200)","(26,3481414)","(26,3519600)","(4,82948)"
"69023117","(26,47200)","(26,3519174)","(26,3566800)","(4,84934)"
"69023118","(26,47200)","(26,3556934)","(26,3614000)","(4,86951)"
"69023119","(26,47200)","(26,3594694)","(26,3661200)","(4,89000)"
"69023120","(26,47200)","(26,3632454)","(26,3708400)","(4,91082)"
"69023121","(26,47200)","(26,3670214)","(26,3755600)","(4,93196)"
"69023122","(26,47200)","(26,3707974)","(26,3802800)","(4,95343)"
"69023123","(26,47200)","(26,3745734)","(26,3850000)","(4,97523)"
"69023124","(26,47200)","(26,3783494)","(26,3897200)","(4,99736)"
"69023125","(26,47200)","(26,3821254)","(26,3944400)","(4,101982)"
"69023126","(26,47200)","(26,3859014)","(26,3991600)","(4,104262)"
"69023127","(26,47200)","(26,3896774)","(26,4038800)","(4,106576)"
"69023128","(26,47200)","(26,3934534)","(26,4086000)","(4,108924)"
"69023129","(26,47200)","(26,3972294)","(26,4133200)","(4,111307)"
"69023130","(26,47200)","(26,4010054)","(26,4180400)","(4,113725)"
"69023131","(26,47200)","(26,4047814)","(26,4227600)","(4,116178)"
"69023132","(26,47200)","(26,4085574)","(26,4274800)","(4,118666)"
"69023133","(26,47200)","(26,4123334)","(26,4322000)","(4,121189)"
"69023134","(26,47200)","(26,4161094)","(26,4369200)","(4,123748)"
"69023135","(26,47200)","(26,4198854)","(26,4416400)","(4,126343)"
"69023136","(26,47200)","(26,4236614)","(26,4463600)","(4,128974)"
"69023137","(26,47200)","(26,4274374)","(26,4510800)","(4,131642)"
"69023138","(26,47200)","(26,4312134)","(26,4558000)","(4,134346)"
"69023139","(26,47200)","(26,4349894)","(26,4605200)","(4,137087)"
"69023140","(26,47200)","(26,4387654)","(26,4652400)","(4,139866)"
"69023141","(26,47200)","(26,4425414)","(26,4699600)","(4,142682)"
"69023142","(26,47200)","(26,4463174)","(26,4746800)","(4,145536)"
"69023143","(26,47200)","(26,4500934)","(26,4794000)","(4,148428)"
"69023144","(26,47200)","(26,4538694)","(26,4841200)","(4,151358)"
"69023145","(26,47200)","(26,4576454)","(26,4888400)","(4,154327)"
"69023146","(26,47200)","(26,4614214)","(26,4935600)","(4,157334)"
"69023147","(26,47200)","(26,4651974)","(26,4982800)","(4,160380)"
"69023148","(26,47200)","(26,4689734)","(26,5030000)","(4,163466)"
"69023149","(26,47200)","(26,4727494)","(26,5077200)","(4,166591)"
"69023150","(26,47200)","(26,4765254)","(26,5124400)","(4,169756)"
"69023151","(26,47200)","(26,4803014)","(26,5171600)","(4,172961)"
"69023152","(26,47200)","(26,4840774)","(26,5218800)","(4,176206)"
"69023153","(26,47200)","(26,4878534)","(26,5266000)","(4,179491)"
"69023154","(26,47200)","(26,4916294)","(26,5313200)","(4,182817)"
"69023155","(26,47200)","(26,4954054)","(26,5360400)","(4,186184)"
"69023156","(26,47200)","(26,4991814)","(26,5407600)","(4,189592)"
"69023157","(26,47200)","(26,5029574)","(26,5454800)","(4,193042)"
"69023158","(26,47200)","(26,5067334)","(26,5502000)","(4,196534)"
"69023159","(26,47200)","(26,5105094)","(26,5549200)","(4,200068)"
"69023160","(26,47200)","(26,5142854)","(26,5596400)","(4,203644)"
"69023161","(26,47200)","(26,5180614)","(26,5643600)","(4,207262)"
"69023162","(26,47200)","(26,5218374)","(26,5690800)","(4,210923)"
"69023163","(26,47200)","(26,5256134)","(26,5738000)","(4,214627)"
"69023164","(26,47200)","(26,5293894)","(26,5785200)","(4,218374)"
"69023165","(26,47200)","(26,5331654)","(26,5832400)","(4,222165)"
"69023166","(26,47200)","(26,5369414)","(26,5879600)","(4,225999)"
"69023167","(26,47200)","(26,5407174)","(26,5926800)","(4,229877)"
"69023168","(26,47200)","(26,5444934)","(26,5974000)","(4,233800)"
"69023169","(26,47200)","(26,5482694)","(26,6021200)","(4,237767)"
"69023170","(26,47200)","(26,5520454)","(26,6068400)","(4,241779)"
"69023171","(26,47200)","(26,5558214)","(26,6115600)","(4,245836)"
"69023172","(26,47200)","(26,5595974)","(26,6162800)","(4,249938)"
"69023173","(26,47200)","(26,5633734)","(26,6210000)","(4,254085)"
"69023174","(26,47200)","(26,5671494)","(26,6257200)","(4,258278)"
"69023175","(26,47200)","(26,5709254)","(26,6304400)","(4,262517)"
"69023176","(26,47200)","(26,5747014)","(26,6351600)","(4,266802)"
"69023177","(26,47200)","(26,5784774)","(26,6398800)","(4,271134)"
"69023178","(26,47200)","(26,5822534)","(26,6446000)","(4,275512)"
"69023179","(26,47200)","(26,5860294)","(26,6493200)","(4,279937)"
"69023180","(26,47200)","(26,5898054)","(26,6540400)","(4,284410)"
"69023181","(26,47200)","(26,5935814)","(26,6587600)","(4,288930)"
"69023182","(26,47200)","(26,5973574)","(26,6634800)","(4,293498)"
"69023183","(26,47200)","(26,6011334)","(26,6682000)","(4,298114)"
"69023184","(26,47200)","(26,6049094)","(26,6729200)","(4,302778)"
"69023185","(26,47200)","(26,6086854)","(26,6776400)","(4,307490)"
"69023186","(26,47200)","(26,6124614)","(26,6823600)","(4,312251)"
"69023187","(26,47200)","(26,6162374)","(26,6870800)","(4,317061)"
"69023188","(26,47200)","(26,6200134)","(26,6918000)","(4,321920)"
"69023189","(26,47200)","(26,6237894)","(26,6965200)","(4,326829)"
"69023190","(26,47200)","(26,6275654)","(26,7012400)","(4,331787)"
"69023191","(26,47200)","(26,6313414)","(26,7059600)","(4,336795)"
"69023192","(26,47200)","(26,6351174)","(26,7106800)","(4,341854)"
"69023193","(26,47200)","(26,6388934)","(26,7154000)","(4,346963)"
"69023194","(26,47200)","(26,6426694)","(26,7201200)","(4,352123)"
"69023195","(26,47200)","(26,6464454)","(26,7248400)","(4,357334)"
"69023196","(26,47200)","(26,6502214)","(26,7295600)","(4,362596)"
"69023197","(26,47200)","(26,6539974)","(26,7342800)","(4,367909)"
"69023198","(26,47200)","(26,6577734)","(26,7390000)","(4,373274)"
"69023199","(26,47200)","(26,6615494)","(26,7437200)","(4,378691)"
"69023200","","(26,6653254)","(26,7484400)","(4,384160)"
"69024001","(26,10450)","(26,41800)","",""
"69024002","(26,10973)","(26,41800)","(26,52250)","(4,21)"
"69024003","(26,11495)","(26,50579)","(26,63223)","(4,38)"
"69024004","(26,12018)","(26,59775)","(26,74718)","(4,60)"
"69024005","(26,12540)","(26,69389)","(26,86736)","(4,87)"
"69024006","(26,13063)","(26,79421)","(26,99276)","(4,120)"
"69024007","(26,13585)","(26,89872)","(26,112339)","(4,158)"
"69024008","(26,14108)","(26,100740)","(26,125924)","(4,202)"
"69024009","(26,14630)","(26,112026)","(26,140032)","(4,253)"
"69024010","(26,15153)","(26,123730)","(26,154662)","(4,310)"
"69024011","(26,15675)","(26,135852)","(26,169815)","(4,374)"
"69024012","(26,16198)","(26,148392)","(26,185490)","(4,446)"
"69024013","(26,16720)","(26,161351)","(26,201688)","(4,525)"
"69024014","(26,17243)","(26,174727)","(26,218408)","(4,612)"
"69024015","(26,17765)","(26,188521)","(26,235651)","(4,707)"
"69024016","(26,18288)","(26,202733)","(26,253416)","(4,811)"
"69024017","(26,18810)","(26,217364)","(26,271704)","(4,924)"
"69024018","(26,19333)","(26,232412)","(26,290514)","(4,1046)"
"69024019","(26,19855)","(26,247878)","(26,309847)","(4,1178)"
"69024020","(26,20378)","(26,263762)","(26,329702)","(4,1319)"
"69024021","(26,20900)","(26,280064)","(26,350080)","(4,1471)"
"69024022","(26,21423)","(26,296784)","(26,370980)","(4,1633)"
"69024023","(26,21945)","(26,313923)","(26,392403)","(4,1806)"
"69024024","(26,22468)","(26,331479)","(26,414348)","(4,1989)"
"69024025","(26,22990)","(26,349453)","(26,436816)","(4,2185)"
"69024026","(26,23513)","(26,367845)","(26,459806)","(4,2391)"
"69024027","(26,24035)","(26,386656)","(26,483319)","(4,2610)"
"69024028","(26,24558)","(26,405884)","(26,507354)","(4,2842)"
"69024029","(26,25080)","(26,425530)","(26,531912)","(4,3086)"
"69024030","(26,25603)","(26,445594)","(26,556992)","(4,3342)"
"69024031","(26,26125)","(26,466076)","(26,582595)","(4,3613)"
"69024032","(26,26648)","(26,486976)","(26,608720)","(4,3896)"
"69024033","(26,27170)","(26,508295)","(26,635368)","(4,4194)"
"69024034","(26,27693)","(26,530031)","(26,662538)","(4,4506)"
"69024035","(26,28215)","(26,552185)","(26,690231)","(4,4832)"
"69024036","(26,28738)","(26,574757)","(26,718446)","(4,5173)"
"69024037","(26,29260)","(26,597748)","(26,747184)","(4,5530)"
"69024038","(26,29783)","(26,621156)","(26,776444)","(4,5901)"
"69024039","(26,30305)","(26,644982)","(26,806227)","(4,6289)"
"69024040","(26,30828)","(26,669226)","(26,836532)","(4,6693)"
"69024041","(26,31350)","(26,693888)","(26,867360)","(4,7113)"
"69024042","(26,31873)","(26,718968)","(26,898710)","(4,7550)"
"69024043","(26,32395)","(26,744467)","(26,930583)","(4,8003)"
"69024044","(26,32918)","(26,770383)","(26,962978)","(4,8475)"
"69024045","(26,33440)","(26,796717)","(26,995896)","(4,8964)"
"69024046","(26,33963)","(26,823469)","(26,1029336)","(4,9470)"
"69024047","(26,34485)","(26,850640)","(26,1063299)","(4,9995)"
"69024048","(26,35008)","(26,878228)","(26,1097784)","(4,10539)"
"69024049","(26,35530)","(26,906234)","(26,1132792)","(4,11102)"
"69024050","(26,36053)","(26,934658)","(26,1168322)","(4,11684)"
"69024051","(26,36575)","(26,963500)","(26,1204375)","(4,12285)"
"69024052","(26,37098)","(26,992760)","(26,1240950)","(4,12906)"
"69024053","(26,37620)","(26,1022439)","(26,1278048)","(4,13548)"
"69024054","(26,38143)","(26,1052535)","(26,1315668)","(4,14210)"
"69024055","(26,38665)","(26,1083049)","(26,1353811)","(4,14892)"
"69024056","(26,39188)","(26,1113981)","(26,1392476)","(4,15596)"
"69024057","(26,39710)","(26,1145332)","(26,1431664)","(4,16321)"
"69024058","(26,40233)","(26,1177100)","(26,1471374)","(4,17068)"
"69024059","(26,40755)","(26,1209286)","(26,1511607)","(4,17837)"
"69024060","(26,41278)","(26,1241890)","(26,1552362)","(4,18629)"
"69024061","(26,41800)","(26,1274912)","(26,1593640)","(4,19443)"
