"AttributeId","Type","SubType","WorldID","IslandId","Order","MapLevel","IsGuideMap","MapName","Description","Res","MiniMapId","FubenIcon","FubenBgImg","FubenAssessment","NpcPointId","MaxPlayerCount","MinNextLine","BornLocation","BornRotation","RandomBormLocation","FlyAutoLocation","AutoType","AutoLocation","MonsterBrushId","AwardBrushId","BigAward","SpecialAward","BrushMaxCount","MapPlayId","OnlineAward","OfflineAward","NextMapId","TreasureNpcId","TreasureMaxCount","TreasureDropId","TreasureRefrushBoss","TreasureMultipleMax","BossBrushId","SearchRefrushBossValue","TransportPrice","MapStartX","MapStartY","MapEndX","MapEndY","TowerWidth","TowerLength","SeeAllNpc","ReenterCD","RelivePoint","SafePoint","MapFirstBuffIdArray","MapBuffIdArray","MapBuffSlowIdArray","IsAllowPK","MustUseWing","BeginJoinTime","EndJoinTime","BeginMapTime","EndMapTime","EnterWeek","BeginCanJoin","EnterLevel","EnterVIPLevel","UnLockMissionID","EnterRaidCostItem","MoppingUpCostItem","Preconditions","UnlockCondition","Difficulty","DifficultyName","EnterCount","GroupType","ConsumeEnterCounterCond","HaveExtraEnterWay","ExtraBuyCount","ExtraBuyCountNeedMoney","ExtraBuyCountNeedMoneyStr","ExtraEnterCount","ExtraEnterNeedMoney","MPPanelType","InfoPanelType","WinCond","SettleLevelType","SettleLevelDropIdArr","TimeBegin","AutoTransferTime","TimeRequire","TriggerList","RecommandFightingPower","MoppingUpUnlockCond","ProtectNpc","BossID","PlotTips","DropItems","DropItemsNum","ResultDialogType","ResultDialogPopDelayTime","ResultDialogLiveTime","RandomAwardItems","FirstWinAwardDropId","FirstWinAwardItems","FirstWinAwardItemsNum","FirstWinAwardMoney","RewardSettlementType","AwardItems","AwardItemsNum","AwardMoneyFactor","AwardMoney","AssistAwardItems","MoppingUpRandomAwardItems","MoppingUpAwardMoney","MoppingUpTime","DefaultPkMode","BackgroundMusic","MapWidgetJumpArray","HpOperateWhenIn","HpOperateWhenOut","MapReviveType","AutoReviveCD","DeadToLiveCD","DistanceOfShowHeadPanel","BestRecordOrderType","Noticeld","ExpTitleIcon","IsSceneCamera","RaidWinCharacterRotation","RaidWidgetLocation","RaidBossAniParams","EnterGradeLevel","RecommendLevel","CaptainRewardItems","NotCanRevive","NextRefreshTime","BreakLineLogin","ReviveEndClearTarget","LoginEndAutoFight","VipEnterSceneBuff","HookWaitTime","NeedFightLeaveSafe","JoinTopTip","CameraData","VipMoppingConfig","VipMoppingDrop"
"71020004","3","","","","1","","0","90050016","90054010","91310002","(72001104,0)","91231007","91231058","(90050023,3,90050022,3)","0","40","","(4577,8935,-1104,0)","(0,0,-10)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","75","","","","(31000086,1)","","117000105","0","90096079","3","71020004","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,190,80)","(70010042,70025068,70025069)","","10","600","(81000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","95000","80","","76010202","","(31081061,31010060,31000107)","(0,0,0)","0","5","10","70010219","","(31020004)","(15)","","","","","0","","","70025069","","0","-1","91920013","(-1,-1,92300002,1,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(3,7)","","","","","","","","","","","","","","",""
"71020008","3","","","","1","","0","90050030","90054014","91310011","(72001108,0)","91231008","91231059","(90050023,3,90050022,3)","0","40","","(1992,7940,1051,0)","(0,0,-90)","","(1992,7940,1051,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","120","","","","(31000086,1)","","117000106","0","90096080","3","71020008","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,210,100)","(70010063,70025091,70025092)","","10","600","(81000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","250000","100","","76010307","","(31081062,31010060,31000107)","(0,0,0)","0","5","10","70010222","","(31020061)","(15)","","","","","0","","","70025092","","0","-1","91920013","(-1,-1,92300002,2,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(3,8)","","","","","","","","","","","","","","",""
"71020012","3","","","","1","","0","90050031","90054018","91310018","(72001112,0)","91231009","91231060","(90050023,3,90050022,3)","0","40","","(8005,25315,347,0)","(0,0,-90)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","150","","","","(31000086,1)","","117000107","0","90096081","3","71020012","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,220,110)","(70010084,70025093,70025094)","","10","600","(81000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","326000","110","","76010411","","(31081062,31010060,31000107)","(0,0,0)","0","5","10","70010225","","(31000100)","(2)","","","","","0","","","70025094","","0","-1","91920015","(-1,-1,92300002,3,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(1.5,7)","","","","","","","","","","","","","","",""
"71020015","3","","","","1","","0","90050029","90054033","91310014","(72001127,0)","91231055","91231065","(90050023,5,90050022,5)","0","40","","(25418,38339,186,0)","(0,0,-120)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","80000","70000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","190","","","","(31000086,1)","","117000108","0","90096081","3","71020015","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,200,110)","(70010105,70025095,70025096)","","10","600","(81000020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","796000","110","","76010911","","(31081063,31010060,31000107)","(0,0,0)","0","5","10","70010228","","(31020008)","(15)","","","","","0","","","70025096","","0","-1","91920012","(-1,-1,92300002,4,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(1.5,4.5)","","","","","","","","","","","","","","",""
"71020018","3","","","","1","","0","90050025","90054021","91310019","(72001115,0)","91231010","91231061","(90050023,3,90050022,3)","0","40","","(6983,27370,347,0)","(0,0,-50)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","250","","","","(31000086,1)","","117000109","0","90096081","3","71020018","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,200,80)","(70010126,70025097,70025098)","","10","600","(81000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1319000","80","","76010508","","(31081063,31010060,31000107)","(0,0,0)","0","5","10","70010231","","(31020001)","(15)","","","","","0","","","70025098","","0","-1","91920015","(-1,-1,92300002,5,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(2.5,4.5)","","","","","","","","","","","","","","",""
"71020021","3","","","","1","","0","90050026","90054024","91310020","(72001118,0)","91231052","91231062","(90050023,3,90050022,3)","0","40","","(5280,11800,600,0)","(0,0,270)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","320","","","","(31000086,1)","","117000110","0","90096081","3","71020021","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,220,80)","(70010147,70025099,70025100)","","10","600","(81000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","2239000","80","","76010608","","(31081064,31010060,31000107)","(0,0,0)","0","5","10","70010234","","(31090132)","(10)","","","","","0","","","70025100","","0","-1","91920015","(-1,-1,92300002,6,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(2.5,3)","","","","","","","","","","","","","","",""
"71020024","3","","","","1","","0","90050027","90054027","91310012","(72001121,0)","91231053","91231063","(90050023,3,90050022,4)","0","40","","(13625,16996,-39,0)","(0,0,-150)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","400","","","","(31000086,1)","","117000111","0","90096081","3","71020024","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,220,80)","(70010168,70025101,70025102)","","10","600","(81000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","4865000","80","","76010708","","(31081064,31010060,31000107)","(0,0,0)","0","5","10","70010237","","(31000178)","(20)","","","","","0","","","70025102","","0","-1","91920018","(-1,-1,92300002,7,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(3,3)","","","","","","","","","","","","","","",""
"71020027","3","","","","1","","0","90050028","90054030","91310013","(72001124,0)","91231054","91231064","(90050023,4,90050022,4)","0","40","","(13543,15779,293,0)","(0,0,-100)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","490","","","","(31000086,1)","","117000080","0","90096081","3","71020027","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,220,80)","(70010189,70025103,70025104)","","10","600","(81000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","10114000","80","","76010811","","(31141061,31081065,31010060,31000107)","(0,0,0,0)","0","5","10","70010240","","(31140132)","(15)","","","","","0","","","70025104","","0","-1","91920018","(-1,-1,92300002,8,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(3,4)","","","","","","","","","","","","","","",""
"71020030","3","","","","1","","0","90050032","90054036","91310015","(72001130,0)","91231056","91231066","(90050023,5,90050022,5)","0","40","","(11530,6155,1197,0)","(0,0,-180)","","(11530,6155,1197,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","25000","25000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","590","","","","(31000086,1)","","117000081","0","90096081","3","71020030","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,220,80)","(70010210,70025105,70025106)","","10","600","(81000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","20700000","80","","76011008","","(31141061,31081065,31010060,31000107)","(0,0,0,0)","0","5","10","70010213","","(31131129)","(30)","","","","","0","","","70025106","","0","-1","91920012","(-1,-1,92300002,9,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(1.5,6)","","","","","","","","","","","","","","",""
"71020040","3","","","","1","","0","90054130","90054133","91310053","(72001133,0)","91290678","91290679","(90050023,5,90050022,5)","0","40","","(11034,22988,1000,0)","(0,0,-90)","","(11034,22988,1000,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","710","","","","(31000086,1)","","117000141","0","90096081","3","71020040","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,220,80)","(70010306,70025107,70025108)","","10","600","(81000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","40500000","80","","76990314","","(31141061,31081066,31000206,31010060,31000107)","(0,0,0,0,0)","0","5","10","70010213","","(31000190)","(1)","","","","","0","","","70025108","","0","-1","91920018","(-1,-1,92300002,10,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(3,10)","","","","","","","","","","","","","","",""
"71020045","3","","","","1","","0","90054134","90054137","91310054","(72001136,0)","91290680","91290681","(90050023,5,90050022,5)","0","40","","(5189,14749,528,0)","(0,0,-90)","","(5189,14749,528,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","810","","","","(31000086,1)","","117000142","0","90096081","3","71020045","2","1","(0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,5)","(4,10,4,20,4,30,4,40,4,50)","(""0-4-10-4-20-4-30-4-40-4-50"",""1-4-10-4-20-4-30-4-40-4-50"",""2-4-10-4-20-4-30-4-40-4-50"",""3-4-10-4-20-4-30-4-40-4-50"",""4-4-10-4-20-4-30-4-40-4-50"",""5-4-10-4-20-4-30-4-40-4-50"",""6-4-10-4-20-4-30-4-40-4-50"",""7-4-10-4-20-4-30-4-40-4-50"",""8-4-10-4-20-4-30-4-40-4-50"")","0","(4,5)","1","(1,4)","(1)","(0,220,80)","(70010309,70025109,70025110)","","10","600","(81000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","65500000","80","","76990318","","(31141061,31081066,31000207,31010060,31000107)","(0,0,0,0,0)","0","5","10","70010213","","(31000194)","(1)","","","","","0","","","70025110","","0","-1","91920015","(-1,-1,92300002,11,-1)","1","1","0","30","15","2000","2","93000034","91240637","","","","(3,12)","","","","","","","","","","","","","","",""
"71030001","7","0","","","2","","0","90050017","90054037","91310003","(72011001,0)","91231067","91231069","(90050020,4)","0","40","","(5950,5485,89,0)","(0,0,-90)","","(5950,5485,89,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","(10010039)","(10090003,0,10190999,0)","(10020165,1,10020162,2,10020164,3,10020163,4)","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","70","","","","","0","117000014","","","999","","1","0","","","","0","","1","(10)","(3)","","","5","10","3600","(81000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","0","","(31080051,31080115)","","8","5","10","70060004","","","","","","","","0","","","","","0","-1","91920013","(-1,-1,92300003,0,-1)","1","1","0","30","15","2000","1","93000242","91240634","","","","","","","","","","","","","","","","","","",""
"71030002","8","5","","","2","","0","90050018","90054038","91310004","(72011002,0)","91231068","91231070","(90050021,5)","0","40","","(8990,12970,827,0)","(0,0,-90)","","(3306,7716,5305,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","140","","","(31000088,1,4,20)","","0","117000015","","","1","","1","1","(0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1)","(4,100)","(""0-4-100"",""1-4-100"",""2-4-100"",""3-4-100"",""4-4-100"",""5-4-100"",""6-4-100"",""7-4-100"",""8-4-100"")","0","(4,100)","1","(1,6)","(2,3)","(0,300,150)","(70021001,70021002,70021003)","","30","660","(81000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76030014","","(31080052)","","0","5","10","70060004","","","","","","","","0","","","","","0","-1","91920018","(-1,-1,92300003,5,-1)","1","1","0","30","15","2000","2","93000034","91240635","","","","","","","","","","","","","","","","","","(240,6)","(70021001,70021002,70021003)"
"71030003","3","","","","","","1","90050017","90054037","91300101","(72011001,0)","","","","0","1","","(5950,5485,89,0)","(0,0,-90)","","(5950,5485,89,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","1","","","","","0","","","","999","","0","0","","","","0","","4","","(2)","","","5","10","3600","(81000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","0","","","","0","5","10","70060004","","","","","","","","0","","","","","0","-1","91920013","","1","1","0","30","15","2000","1","","","","","","","","","","","","","","","","","","(1,90306045)","","",""
"71031001","9","","","","","1","0","90050024","90054042","91300101","(72010005,0)","91231075","91231075","","0","40","","(22385,10960,745)","(0,0,0)","","(3196,3184,280,0)","3","","","","","","","","","","71031002","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","0","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","5900","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(4,1,0)","","","","","0","(10,22)","","","","0.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031002","9","","","","","2","0","90050024","90054042","91300101","(72010006,0)","91231075","91231075","","0","40","","(22385,10960,745)","(0,0,0)","","(3196,3184,280,0)","3","","","","","","","","","","71031003","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031001","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","14400","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(4,1,0)","","","","","0","(10,23)","","","","0.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031003","9","","","","","3","0","90050024","90054042","91300101","(72010007,0)","91231075","91231075","","0","40","","(22385,10960,745)","(0,0,0)","","(3196,3184,280,0)","3","","","","","","","","","","71031004","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031002","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","26400","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(4,1,0)","","","","","0","(10,22)","","","","0.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
