"AttributeId","Name","Describe","Icon","Type","ItemGet","CurLevel","MaxLevel","UpgradeCost","AddExpCost","UpgradeNeedNum","AttArray","NpcId","AdditionBuff","AdditionBuffName","AdditionBuffDescribe","CooperateBuff","CooperateBuffDescribe","CooperateUnlockNeed","StarID","EquNeedLv","ShowBuff"
"145017019","90022059","","91222898","3","(31131117,3)","18","19","(31131117,57)","(31131129,1)","950","(4,8,9262640,0,1,4,7,3705056,0,1,4,10,247003,0,1,4,12,123501,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017020","90022059","","91222898","3","(31131117,3)","19","19","","","","(4,8,10034874,0,1,4,7,4013949,0,1,4,10,267596,0,1,4,12,133798,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145018001","90022060","","91222898","3","(31131118,3)","0","19","(31131118,3)","(31131129,1)","50","(4,5,20000,0,1,4,6,24000,0,1,4,9,4000,0,1,4,11,4000,0,1)","","(10010300)","(90077954)","(90078000)","","","","","",""
"145018002","90022060","","91222898","3","(31131118,3)","1","19","(31131118,6)","(31131129,1)","100","(4,5,44000,0,1,4,6,52800,0,1,4,9,8800,0,1,4,11,8800,0,1)","","(10010301)","(90077954)","(90078001)","","","","","",""
"145018003","90022060","","91222898","3","(31131118,3)","2","19","(31131118,9)","(31131129,1)","150","(4,5,72320,0,1,4,6,86784,0,1,4,9,14464,0,1,4,11,14464,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018004","90022060","","91222898","3","(31131118,3)","3","19","(31131118,12)","(31131129,1)","200","(4,5,105171,0,1,4,6,126205,0,1,4,9,21034,0,1,4,11,21034,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018005","90022060","","91222898","3","(31131118,3)","4","19","(31131118,15)","(31131129,1)","250","(4,5,142950,0,1,4,6,171540,0,1,4,9,28590,0,1,4,11,28590,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018006","90022060","","91222898","3","(31131118,3)","5","19","(31131118,18)","(31131129,1)","300","(4,5,186018,0,1,4,6,223221,0,1,4,9,37203,0,1,4,11,37203,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018007","90022060","","91222898","3","(31131118,3)","6","19","(31131118,21)","(31131129,1)","350","(4,5,234684,0,1,4,6,281621,0,1,4,9,46936,0,1,4,11,46936,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018008","90022060","","91222898","3","(31131118,3)","7","19","(31131118,24)","(31131129,1)","400","(4,5,289191,0,1,4,6,347029,0,1,4,9,57838,0,1,4,11,57838,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018009","90022060","","91222898","3","(31131118,3)","8","19","(31131118,27)","(31131129,1)","450","(4,5,349694,0,1,4,6,419632,0,1,4,9,69938,0,1,4,11,69938,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018010","90022060","","91222898","3","(31131118,3)","9","19","(31131118,30)","(31131129,1)","500","(4,5,416246,0,1,4,6,499496,0,1,4,9,83249,0,1,4,11,83249,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018011","90022060","","91222898","3","(31131118,3)","10","19","(31131118,33)","(31131129,1)","550","(4,5,488789,0,1,4,6,586547,0,1,4,9,97757,0,1,4,11,97757,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018012","90022060","","91222898","3","(31131118,3)","11","19","(31131118,36)","(31131129,1)","600","(4,5,567135,0,1,4,6,680562,0,1,4,9,113427,0,1,4,11,113427,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018013","90022060","","91222898","3","(31131118,3)","12","19","(31131118,39)","(31131129,1)","650","(4,5,650965,0,1,4,6,781158,0,1,4,9,130193,0,1,4,11,130193,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018014","90022060","","91222898","3","(31131118,3)","13","19","(31131118,42)","(31131129,1)","700","(4,5,739825,0,1,4,6,887790,0,1,4,9,147965,0,1,4,11,147965,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018015","90022060","","91222898","3","(31131118,3)","14","19","(31131118,45)","(31131129,1)","750","(4,5,833128,0,1,4,6,999753,0,1,4,9,166625,0,1,4,11,166625,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018016","90022060","","91222898","3","(31131118,3)","15","19","(31131118,48)","(31131129,1)","800","(4,5,930163,0,1,4,6,1116195,0,1,4,9,186032,0,1,4,11,186032,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018017","90022060","","91222898","3","(31131118,3)","16","19","(31131118,51)","(31131129,1)","850","(4,5,1030109,0,1,4,6,1236131,0,1,4,9,206021,0,1,4,11,206021,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018018","90022060","","91222898","3","(31131118,3)","17","19","(31131118,54)","(31131129,1)","900","(4,5,1132054,0,1,4,6,1358465,0,1,4,9,226410,0,1,4,11,226410,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018019","90022060","","91222898","3","(31131118,3)","18","19","(31131118,57)","(31131129,1)","950","(4,5,1235018,0,1,4,6,1482022,0,1,4,9,247003,0,1,4,11,247003,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145018020","90022060","","91222898","3","(31131118,3)","19","19","","","","(4,5,1337983,0,1,4,6,1605579,0,1,4,9,267596,0,1,4,11,267596,0,1)","","(10010302)","(90077954)","(90078002)","","","","","",""
"145019001","90022061","","91222898","4","(31131119,3)","0","19","(31131119,3)","(31131129,1)","50","(4,8,225000,0,1,4,9,12000,0,1,4,11,3000,0,1,4,12,3000,0,1)","","(10020400)","(90077955)","(90077961)","","","","","",""
"145019002","90022061","","91222898","4","(31131119,3)","1","19","(31131119,6)","(31131129,1)","100","(4,8,495000,0,1,4,9,26400,0,1,4,11,6600,0,1,4,12,6600,0,1)","","(10020401)","(90077955)","(90077962)","","","","","",""
"145019003","90022061","","91222898","4","(31131119,3)","2","19","(31131119,9)","(31131129,1)","150","(4,8,813600,0,1,4,9,43392,0,1,4,11,10848,0,1,4,12,10848,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019004","90022061","","91222898","4","(31131119,3)","3","19","(31131119,12)","(31131129,1)","200","(4,8,1183176,0,1,4,9,63102,0,1,4,11,15775,0,1,4,12,15775,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019005","90022061","","91222898","4","(31131119,3)","4","19","(31131119,15)","(31131129,1)","250","(4,8,1608188,0,1,4,9,85770,0,1,4,11,21442,0,1,4,12,21442,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019006","90022061","","91222898","4","(31131119,3)","5","19","(31131119,18)","(31131129,1)","300","(4,8,2092702,0,1,4,9,111610,0,1,4,11,27902,0,1,4,12,27902,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019007","90022061","","91222898","4","(31131119,3)","6","19","(31131119,21)","(31131129,1)","350","(4,8,2640203,0,1,4,9,140810,0,1,4,11,35202,0,1,4,12,35202,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019008","90022061","","91222898","4","(31131119,3)","7","19","(31131119,24)","(31131129,1)","400","(4,8,3253404,0,1,4,9,173514,0,1,4,11,43378,0,1,4,12,43378,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019009","90022061","","91222898","4","(31131119,3)","8","19","(31131119,27)","(31131129,1)","450","(4,8,3934057,0,1,4,9,209816,0,1,4,11,52454,0,1,4,12,52454,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019010","90022061","","91222898","4","(31131119,3)","9","19","(31131119,30)","(31131129,1)","500","(4,8,4682776,0,1,4,9,249748,0,1,4,11,62437,0,1,4,12,62437,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019011","90022061","","91222898","4","(31131119,3)","10","19","(31131119,33)","(31131129,1)","550","(4,8,5498879,0,1,4,9,293273,0,1,4,11,73318,0,1,4,12,73318,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019012","90022061","","91222898","4","(31131119,3)","11","19","(31131119,36)","(31131129,1)","600","(4,8,6380270,0,1,4,9,340281,0,1,4,11,85070,0,1,4,12,85070,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019013","90022061","","91222898","4","(31131119,3)","12","19","(31131119,39)","(31131129,1)","650","(4,8,7323359,0,1,4,9,390579,0,1,4,11,97644,0,1,4,12,97644,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019014","90022061","","91222898","4","(31131119,3)","13","19","(31131119,42)","(31131129,1)","700","(4,8,8323034,0,1,4,9,443895,0,1,4,11,110973,0,1,4,12,110973,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019015","90022061","","91222898","4","(31131119,3)","14","19","(31131119,45)","(31131129,1)","750","(4,8,9372691,0,1,4,9,499876,0,1,4,11,124969,0,1,4,12,124969,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019016","90022061","","91222898","4","(31131119,3)","15","19","(31131119,48)","(31131129,1)","800","(4,8,10464336,0,1,4,9,558097,0,1,4,11,139524,0,1,4,12,139524,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019017","90022061","","91222898","4","(31131119,3)","16","19","(31131119,51)","(31131129,1)","850","(4,8,11588729,0,1,4,9,618065,0,1,4,11,154516,0,1,4,12,154516,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019018","90022061","","91222898","4","(31131119,3)","17","19","(31131119,54)","(31131129,1)","900","(4,8,12735611,0,1,4,9,679232,0,1,4,11,169808,0,1,4,12,169808,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019019","90022061","","91222898","4","(31131119,3)","18","19","(31131119,57)","(31131129,1)","950","(4,8,13893961,0,1,4,9,741011,0,1,4,11,185252,0,1,4,12,185252,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145019020","90022061","","91222898","4","(31131119,3)","19","19","","","","(4,8,15052311,0,1,4,9,802789,0,1,4,11,200697,0,1,4,12,200697,0,1)","","(10020402)","(90077955)","(90077963)","","","","","",""
"145020001","90022062","","91222898","4","(31131120,3)","0","19","(31131120,3)","(31131129,1)","50","(4,8,225000,0,1,4,7,45000,0,1,4,10,6000,0,1,4,12,3000,0,1)","","(10020406)","(90077956)","(90077964)","","","","","",""
"145020002","90022062","","91222898","4","(31131120,3)","1","19","(31131120,6)","(31131129,1)","100","(4,8,495000,0,1,4,7,99000,0,1,4,10,13200,0,1,4,12,6600,0,1)","","(10020407)","(90077956)","(90077965)","","","","","",""
"145020003","90022062","","91222898","4","(31131120,3)","2","19","(31131120,9)","(31131129,1)","150","(4,8,813600,0,1,4,7,162720,0,1,4,10,21696,0,1,4,12,10848,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020004","90022062","","91222898","4","(31131120,3)","3","19","(31131120,12)","(31131129,1)","200","(4,8,1183176,0,1,4,7,236635,0,1,4,10,31551,0,1,4,12,15775,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020005","90022062","","91222898","4","(31131120,3)","4","19","(31131120,15)","(31131129,1)","250","(4,8,1608188,0,1,4,7,321637,0,1,4,10,42885,0,1,4,12,21442,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020006","90022062","","91222898","4","(31131120,3)","5","19","(31131120,18)","(31131129,1)","300","(4,8,2092702,0,1,4,7,418540,0,1,4,10,55805,0,1,4,12,27902,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020007","90022062","","91222898","4","(31131120,3)","6","19","(31131120,21)","(31131129,1)","350","(4,8,2640203,0,1,4,7,528040,0,1,4,10,70405,0,1,4,12,35202,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020008","90022062","","91222898","4","(31131120,3)","7","19","(31131120,24)","(31131129,1)","400","(4,8,3253404,0,1,4,7,650680,0,1,4,10,86757,0,1,4,12,43378,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020009","90022062","","91222898","4","(31131120,3)","8","19","(31131120,27)","(31131129,1)","450","(4,8,3934057,0,1,4,7,786811,0,1,4,10,104908,0,1,4,12,52454,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020010","90022062","","91222898","4","(31131120,3)","9","19","(31131120,30)","(31131129,1)","500","(4,8,4682776,0,1,4,7,936555,0,1,4,10,124874,0,1,4,12,62437,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020011","90022062","","91222898","4","(31131120,3)","10","19","(31131120,33)","(31131129,1)","550","(4,8,5498879,0,1,4,7,1099775,0,1,4,10,146636,0,1,4,12,73318,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020012","90022062","","91222898","4","(31131120,3)","11","19","(31131120,36)","(31131129,1)","600","(4,8,6380270,0,1,4,7,1276054,0,1,4,10,170140,0,1,4,12,85070,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020013","90022062","","91222898","4","(31131120,3)","12","19","(31131120,39)","(31131129,1)","650","(4,8,7323359,0,1,4,7,1464671,0,1,4,10,195289,0,1,4,12,97644,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020014","90022062","","91222898","4","(31131120,3)","13","19","(31131120,42)","(31131129,1)","700","(4,8,8323034,0,1,4,7,1664606,0,1,4,10,221947,0,1,4,12,110973,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020015","90022062","","91222898","4","(31131120,3)","14","19","(31131120,45)","(31131129,1)","750","(4,8,9372691,0,1,4,7,1874538,0,1,4,10,249938,0,1,4,12,124969,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020016","90022062","","91222898","4","(31131120,3)","15","19","(31131120,48)","(31131129,1)","800","(4,8,10464336,0,1,4,7,2092867,0,1,4,10,279048,0,1,4,12,139524,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020017","90022062","","91222898","4","(31131120,3)","16","19","(31131120,51)","(31131129,1)","850","(4,8,11588729,0,1,4,7,2317745,0,1,4,10,309032,0,1,4,12,154516,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020018","90022062","","91222898","4","(31131120,3)","17","19","(31131120,54)","(31131129,1)","900","(4,8,12735611,0,1,4,7,2547122,0,1,4,10,339616,0,1,4,12,169808,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020019","90022062","","91222898","4","(31131120,3)","18","19","(31131120,57)","(31131129,1)","950","(4,8,13893961,0,1,4,7,2778792,0,1,4,10,370505,0,1,4,12,185252,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145020020","90022062","","91222898","4","(31131120,3)","19","19","","","","(4,8,15052311,0,1,4,7,3010462,0,1,4,10,401394,0,1,4,12,200697,0,1)","","(10020408)","(90077956)","(90077966)","","","","","",""
"145021001","90022063","","91222898","4","(31131121,3)","0","19","(31131121,3)","(31131129,1)","50","(4,8,225000,0,1,4,7,45000,0,1,4,10,12000,0,1,4,12,3000,0,1)","","(10020373)","(90077957)","(90078003)","","","","","",""
"145021002","90022063","","91222898","4","(31131121,3)","1","19","(31131121,6)","(31131129,1)","100","(4,8,495000,0,1,4,7,99000,0,1,4,10,26400,0,1,4,12,6600,0,1)","","(10020374)","(90077957)","(90078004)","","","","","",""
"145021003","90022063","","91222898","4","(31131121,3)","2","19","(31131121,9)","(31131129,1)","150","(4,8,813600,0,1,4,7,162720,0,1,4,10,43392,0,1,4,12,10848,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021004","90022063","","91222898","4","(31131121,3)","3","19","(31131121,12)","(31131129,1)","200","(4,8,1183176,0,1,4,7,236635,0,1,4,10,63102,0,1,4,12,15775,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021005","90022063","","91222898","4","(31131121,3)","4","19","(31131121,15)","(31131129,1)","250","(4,8,1608188,0,1,4,7,321637,0,1,4,10,85770,0,1,4,12,21442,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021006","90022063","","91222898","4","(31131121,3)","5","19","(31131121,18)","(31131129,1)","300","(4,8,2092702,0,1,4,7,418540,0,1,4,10,111610,0,1,4,12,27902,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021007","90022063","","91222898","4","(31131121,3)","6","19","(31131121,21)","(31131129,1)","350","(4,8,2640203,0,1,4,7,528040,0,1,4,10,140810,0,1,4,12,35202,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021008","90022063","","91222898","4","(31131121,3)","7","19","(31131121,24)","(31131129,1)","400","(4,8,3253404,0,1,4,7,650680,0,1,4,10,173514,0,1,4,12,43378,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021009","90022063","","91222898","4","(31131121,3)","8","19","(31131121,27)","(31131129,1)","450","(4,8,3934057,0,1,4,7,786811,0,1,4,10,209816,0,1,4,12,52454,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021010","90022063","","91222898","4","(31131121,3)","9","19","(31131121,30)","(31131129,1)","500","(4,8,4682776,0,1,4,7,936555,0,1,4,10,249748,0,1,4,12,62437,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021011","90022063","","91222898","4","(31131121,3)","10","19","(31131121,33)","(31131129,1)","550","(4,8,5498879,0,1,4,7,1099775,0,1,4,10,293273,0,1,4,12,73318,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021012","90022063","","91222898","4","(31131121,3)","11","19","(31131121,36)","(31131129,1)","600","(4,8,6380270,0,1,4,7,1276054,0,1,4,10,340281,0,1,4,12,85070,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021013","90022063","","91222898","4","(31131121,3)","12","19","(31131121,39)","(31131129,1)","650","(4,8,7323359,0,1,4,7,1464671,0,1,4,10,390579,0,1,4,12,97644,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021014","90022063","","91222898","4","(31131121,3)","13","19","(31131121,42)","(31131129,1)","700","(4,8,8323034,0,1,4,7,1664606,0,1,4,10,443895,0,1,4,12,110973,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021015","90022063","","91222898","4","(31131121,3)","14","19","(31131121,45)","(31131129,1)","750","(4,8,9372691,0,1,4,7,1874538,0,1,4,10,499876,0,1,4,12,124969,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021016","90022063","","91222898","4","(31131121,3)","15","19","(31131121,48)","(31131129,1)","800","(4,8,10464336,0,1,4,7,2092867,0,1,4,10,558097,0,1,4,12,139524,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021017","90022063","","91222898","4","(31131121,3)","16","19","(31131121,51)","(31131129,1)","850","(4,8,11588729,0,1,4,7,2317745,0,1,4,10,618065,0,1,4,12,154516,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021018","90022063","","91222898","4","(31131121,3)","17","19","(31131121,54)","(31131129,1)","900","(4,8,12735611,0,1,4,7,2547122,0,1,4,10,679232,0,1,4,12,169808,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021019","90022063","","91222898","4","(31131121,3)","18","19","(31131121,57)","(31131129,1)","950","(4,8,13893961,0,1,4,7,2778792,0,1,4,10,741011,0,1,4,12,185252,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145021020","90022063","","91222898","4","(31131121,3)","19","19","","","","(4,8,15052311,0,1,4,7,3010462,0,1,4,10,802789,0,1,4,12,200697,0,1)","","(10020375)","(90077957)","(90078005)","","","","","",""
"145022001","90022064","","91222898","4","(31131122,3)","0","19","(31131122,3)","(31131129,1)","50","(4,5,30000,0,1,4,6,36000,0,1,4,9,6000,0,1,4,11,3000,0,1)","","(10020376)","(90077958)","(90078006)","","","","","",""
"145022002","90022064","","91222898","4","(31131122,3)","1","19","(31131122,6)","(31131129,1)","100","(4,5,66000,0,1,4,6,79200,0,1,4,9,13200,0,1,4,11,6600,0,1)","","(10020377)","(90077958)","(90078007)","","","","","",""
"145022003","90022064","","91222898","4","(31131122,3)","2","19","(31131122,9)","(31131129,1)","150","(4,5,108480,0,1,4,6,130176,0,1,4,9,21696,0,1,4,11,10848,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022004","90022064","","91222898","4","(31131122,3)","3","19","(31131122,12)","(31131129,1)","200","(4,5,157756,0,1,4,6,189308,0,1,4,9,31551,0,1,4,11,15775,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022005","90022064","","91222898","4","(31131122,3)","4","19","(31131122,15)","(31131129,1)","250","(4,5,214425,0,1,4,6,257310,0,1,4,9,42885,0,1,4,11,21442,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022006","90022064","","91222898","4","(31131122,3)","5","19","(31131122,18)","(31131129,1)","300","(4,5,279027,0,1,4,6,334832,0,1,4,9,55805,0,1,4,11,27902,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022007","90022064","","91222898","4","(31131122,3)","6","19","(31131122,21)","(31131129,1)","350","(4,5,352027,0,1,4,6,422432,0,1,4,9,70405,0,1,4,11,35202,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022008","90022064","","91222898","4","(31131122,3)","7","19","(31131122,24)","(31131129,1)","400","(4,5,433787,0,1,4,6,520544,0,1,4,9,86757,0,1,4,11,43378,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022009","90022064","","91222898","4","(31131122,3)","8","19","(31131122,27)","(31131129,1)","450","(4,5,524541,0,1,4,6,629449,0,1,4,9,104908,0,1,4,11,52454,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022010","90022064","","91222898","4","(31131122,3)","9","19","(31131122,30)","(31131129,1)","500","(4,5,624370,0,1,4,6,749244,0,1,4,9,124874,0,1,4,11,62437,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022011","90022064","","91222898","4","(31131122,3)","10","19","(31131122,33)","(31131129,1)","550","(4,5,733183,0,1,4,6,879820,0,1,4,9,146636,0,1,4,11,73318,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022012","90022064","","91222898","4","(31131122,3)","11","19","(31131122,36)","(31131129,1)","600","(4,5,850702,0,1,4,6,1020843,0,1,4,9,170140,0,1,4,11,85070,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022013","90022064","","91222898","4","(31131122,3)","12","19","(31131122,39)","(31131129,1)","650","(4,5,976447,0,1,4,6,1171737,0,1,4,9,195289,0,1,4,11,97644,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022014","90022064","","91222898","4","(31131122,3)","13","19","(31131122,42)","(31131129,1)","700","(4,5,1109737,0,1,4,6,1331685,0,1,4,9,221947,0,1,4,11,110973,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022015","90022064","","91222898","4","(31131122,3)","14","19","(31131122,45)","(31131129,1)","750","(4,5,1249692,0,1,4,6,1499630,0,1,4,9,249938,0,1,4,11,124969,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022016","90022064","","91222898","4","(31131122,3)","15","19","(31131122,48)","(31131129,1)","800","(4,5,1395244,0,1,4,6,1674293,0,1,4,9,279048,0,1,4,11,139524,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022017","90022064","","91222898","4","(31131122,3)","16","19","(31131122,51)","(31131129,1)","850","(4,5,1545163,0,1,4,6,1854196,0,1,4,9,309032,0,1,4,11,154516,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022018","90022064","","91222898","4","(31131122,3)","17","19","(31131122,54)","(31131129,1)","900","(4,5,1698081,0,1,4,6,2037697,0,1,4,9,339616,0,1,4,11,169808,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022019","90022064","","91222898","4","(31131122,3)","18","19","(31131122,57)","(31131129,1)","950","(4,5,1852528,0,1,4,6,2223033,0,1,4,9,370505,0,1,4,11,185252,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145022020","90022064","","91222898","4","(31131122,3)","19","19","","","","(4,5,2006974,0,1,4,6,2408369,0,1,4,9,401394,0,1,4,11,200697,0,1)","","(10020378)","(90077958)","(90078008)","","","","","",""
"145023001","90022065","","91222898","4","(31131123,3)","0","19","(31131123,3)","(31131129,1)","50","(4,8,225000,0,1,4,7,90000,0,1,4,10,6000,0,1,4,12,3000,0,1)","","(10020379)","(90077959)","(90078009)","","","","","",""
"145023002","90022065","","91222898","4","(31131123,3)","1","19","(31131123,6)","(31131129,1)","100","(4,8,495000,0,1,4,7,198000,0,1,4,10,13200,0,1,4,12,6600,0,1)","","(10020380)","(90077959)","(90078010)","","","","","",""
"145023003","90022065","","91222898","4","(31131123,3)","2","19","(31131123,9)","(31131129,1)","150","(4,8,813600,0,1,4,7,325440,0,1,4,10,21696,0,1,4,12,10848,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023004","90022065","","91222898","4","(31131123,3)","3","19","(31131123,12)","(31131129,1)","200","(4,8,1183176,0,1,4,7,473270,0,1,4,10,31551,0,1,4,12,15775,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023005","90022065","","91222898","4","(31131123,3)","4","19","(31131123,15)","(31131129,1)","250","(4,8,1608188,0,1,4,7,643275,0,1,4,10,42885,0,1,4,12,21442,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023006","90022065","","91222898","4","(31131123,3)","5","19","(31131123,18)","(31131129,1)","300","(4,8,2092702,0,1,4,7,837081,0,1,4,10,55805,0,1,4,12,27902,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023007","90022065","","91222898","4","(31131123,3)","6","19","(31131123,21)","(31131129,1)","350","(4,8,2640203,0,1,4,7,1056081,0,1,4,10,70405,0,1,4,12,35202,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023008","90022065","","91222898","4","(31131123,3)","7","19","(31131123,24)","(31131129,1)","400","(4,8,3253404,0,1,4,7,1301361,0,1,4,10,86757,0,1,4,12,43378,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023009","90022065","","91222898","4","(31131123,3)","8","19","(31131123,27)","(31131129,1)","450","(4,8,3934057,0,1,4,7,1573623,0,1,4,10,104908,0,1,4,12,52454,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023010","90022065","","91222898","4","(31131123,3)","9","19","(31131123,30)","(31131129,1)","500","(4,8,4682776,0,1,4,7,1873110,0,1,4,10,124874,0,1,4,12,62437,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023011","90022065","","91222898","4","(31131123,3)","10","19","(31131123,33)","(31131129,1)","550","(4,8,5498879,0,1,4,7,2199551,0,1,4,10,146636,0,1,4,12,73318,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023012","90022065","","91222898","4","(31131123,3)","11","19","(31131123,36)","(31131129,1)","600","(4,8,6380270,0,1,4,7,2552108,0,1,4,10,170140,0,1,4,12,85070,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023013","90022065","","91222898","4","(31131123,3)","12","19","(31131123,39)","(31131129,1)","650","(4,8,7323359,0,1,4,7,2929343,0,1,4,10,195289,0,1,4,12,97644,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023014","90022065","","91222898","4","(31131123,3)","13","19","(31131123,42)","(31131129,1)","700","(4,8,8323034,0,1,4,7,3329213,0,1,4,10,221947,0,1,4,12,110973,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023015","90022065","","91222898","4","(31131123,3)","14","19","(31131123,45)","(31131129,1)","750","(4,8,9372691,0,1,4,7,3749076,0,1,4,10,249938,0,1,4,12,124969,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
